id,remote_uid,legacy_id,code,chapter,description,is_service,tax_percentage,is_pre_gst,legacy_metadata,created_at,updated_at,is_active
25274,13613,,2935012,2935,"SULPHONAMIDES - SULPHONAMIDES : SULPHAMETHOXAZOLE, SULPHAFURAZOLE, SULPHADIAZINE, SULPHADIMIDINE, SULPHACETAMIDE : SULP",FALSE,0,FALSE,,,,TRUE
25275,13614,,2935013,2935,"SULPHONAMIDES - SULPHONAMIDES : SULPHAMETHOXAZOLE, SULPHAFURAZOLE, SULPHADIAZINE, SULPHADIMIDINE, SULPHACETAMIDE : SULP",FALSE,0,FALSE,,,,TRUE
25276,13615,,2935014,2935,"SULPHONAMIDES - SULPHONAMIDES : SULPHAMETHOXAZOLE, SULPHAFURAZOLE, SULPHADIAZINE, SULPHADIMIDINE, SULPHACETAMIDE : SULP",FALSE,0,FALSE,,,,TRUE
25277,13616,,2935015,2935,"SULPHONAMIDES - SULPHONAMIDES : SULPHAMETHOXAZOLE, SULPHAFURAZOLE, SULPHADIAZINE, SULPHADIMIDINE, SULPHACETAMIDE : SULP",FALSE,0,FALSE,,,,TRUE
25278,13617,,2935021,2935,"SULPHONAMIDES - SULPHONAMIDES :-SULPHAMETHOXYPYRIDARINE, SULPHAMETHIAZOLE, SULPHAMOXOLE, SULPHAMIDE : SULPHAMETHOXYPYRI",FALSE,0,FALSE,,,,TRUE
25279,13618,,2935022,2935,"SULPHONAMIDES - SULPHONAMIDES :-SULPHAMETHOXYPYRIDARINE, SULPHAMETHIAZOLE, SULPHAMOXOLE, SULPHAMIDE : SULPHAMETHIAZOLE",FALSE,0,FALSE,,,,TRUE
25280,13619,,2935023,2935,"SULPHONAMIDES - SULPHONAMIDES :-SULPHAMETHOXYPYRIDARINE, SULPHAMETHIAZOLE, SULPHAMOXOLE, SULPHAMIDE : SULPHAMOXOLE",FALSE,0,FALSE,,,,TRUE
25281,13620,,2935024,2935,"SULPHONAMIDES - SULPHONAMIDES :-SULPHAMETHOXYPYRIDARINE, SULPHAMETHIAZOLE, SULPHAMOXOLE, SULPHAMIDE : SULPHAMIDE",FALSE,0,FALSE,,,,TRUE
25282,13621,,2935090,2935,SULPHONAMIDES - SULPHONAMIDES : OTHER,FALSE,0,FALSE,,,,TRUE
25283,13662,,2937110,2937,"HORMONES, PROSTAGLANDINS, THROMBOXANES AND LEUKOTRIENES, NATURAL OR REPRODUCED BY SYNTHESIS; DERIVATIVES AND STRUCTURAL",FALSE,0,FALSE,,,,TRUE
25284,13681,,2939110,2939,"VEGETABLE ALKALOIDS, NATURAL OR REPRODUCED BY SYNTHESIS, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES - ALKALO",FALSE,0,FALSE,,,,TRUE
25285,13757,,2942011,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25286,13758,,2942012,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25287,13759,,2942013,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25288,13760,,2942014,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25289,13761,,2942015,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25290,13762,,2942016,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : CEFADROXIL AND ITS SALTS, IBUPROFANE, NIFEDIPINE, RANITIDINE, DANES",FALSE,0,FALSE,,,,TRUE
25291,13763,,2942021,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25292,13764,,2942022,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25293,13765,,2942023,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25294,13766,,2942024,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25295,13767,,2942025,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25296,13768,,2942026,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25297,13769,,2942027,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : TIMOLO MALEATE, TERBUTOLINE SULPHATE, D(-)PHENYL GLYCIN CHLORIDE HC",FALSE,0,FALSE,,,,TRUE
25298,13770,,2942031,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : DILOXANIDE FUROATE, CIMETIDINE, OXYCLOZANIDE, FAMOTIDINE : DILOXANI",FALSE,0,FALSE,,,,TRUE
25299,13771,,2942032,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : DILOXANIDE FUROATE, CIMETIDINE, OXYCLOZANIDE, FAMOTIDINE : CIMETIDI",FALSE,0,FALSE,,,,TRUE
25300,13772,,2942033,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : DILOXANIDE FUROATE, CIMETIDINE, OXYCLOZANIDE, FAMOTIDINE : OXYCLOZA",FALSE,0,FALSE,,,,TRUE
25301,13773,,2942034,2942,"OTHER ORGANIC COMPOUNDS - OTHER ORGANIC COMPOUNDS : DILOXANIDE FUROATE, CIMETIDINE, OXYCLOZANIDE, FAMOTIDINE : FAMOTIDI",FALSE,0,FALSE,,,,TRUE
25302,13797,,3002110,3002,MALARIA DIAGNOSTIC TEST KITS,FALSE,0,FALSE,,,,TRUE
25303,14112,,3103110,3103,CONTAINING BY WEIGHT 35 % OR MORE OF DIPHOSPHORUS PENTAOXIDE (P2O5),FALSE,0,FALSE,,,,TRUE
25304,14113,,3103190,3103,OTHER,FALSE,0,FALSE,,,,TRUE
25305,14466,,3210011,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25306,14467,,3210012,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25307,14468,,3210019,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25308,14469,,3210020,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25309,14470,,3210030,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25310,14471,,3210040,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25311,14472,,3210090,3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FIN",FALSE,0,FALSE,,,,TRUE
25312,14510,,3301110,3301,"ESSENTIAL OILS (TERPENELESS OR NOT), INCLUDING CONCRETES AND ABSOLUTES; RESINOIDS; EXTRACTED OLEORESINS; CONCENTRATES O",FALSE,0,FALSE,,,,TRUE
25313,14606,,3303010,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: EAU-DE-COLOGNE,FALSE,0,FALSE,,,,TRUE
25314,14607,,3303020,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: ROSE WATER,FALSE,0,FALSE,,,,TRUE
25315,14608,,3303030,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: KEORA WATER,FALSE,0,FALSE,,,,TRUE
25316,14609,,3303040,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: PERFUMES AND PERFUMERY COMPOUNDS NOT CONTAINING SPIRIT (EXCLUD,FALSE,0,FALSE,,,,TRUE
25317,14610,,3303050,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: PERFUMES CONTAINING SPIRIT,FALSE,0,FALSE,,,,TRUE
25318,14611,,3303060,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: SPIRITUOUS TOILET PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCL,FALSE,0,FALSE,,,,TRUE
25319,14612,,3303090,3303,PERFUMES AND TOILET WATERS - PERFUMES AND TOILET WATERS: OTHER,FALSE,0,FALSE,,,,TRUE
25320,14707,,3403110,3403,"LUBRICATING PREPARATIONS (INCLUDING CUTTING-OIL PREPARATIONS, BOLT OR NUT RELEASE PREPARATIONS,ANTI-RUST OR ANTI-CORROS",FALSE,0,FALSE,,,,TRUE
25321,14740,,3502110,3502,"ALBUMINS (INCLUDING CONCENTRATES OF TWO OR MORE WHEY PROTEINS, CONTAINING BY WEIGHT MORE THAN 80% WHEY PROTEINS, CALCUL",FALSE,0,FALSE,,,,TRUE
25322,14741,,3502190,3502,"ALBUMINS (INCLUDING CONCENTRATES OF TWO OR MORE WHEY PROTEINS, CONTAINING BY WEIGHT MORE THAN 80% WHEY PROTEINS, CALCUL",FALSE,0,FALSE,,,,TRUE
25323,14796,,3603011,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25324,14797,,3603019,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25325,14798,,3603020,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25326,14799,,3603031,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25327,14800,,3603039,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25328,14801,,3603041,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25329,14802,,3603049,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25330,14803,,3603051,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25331,14804,,3603059,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS SAFETY FUSES; DETONATING F,FALSE,0,FALSE,,,,TRUE
25332,15114,,3811110,3811,"ANTI-KNOCK PREPARATIONS, OXIDATION INHIBITORS, GUM INHIBITORS, VISCOSITY IMPROVERS, ANTI-CORROSIVE PREPARATIONS AND OTH",FALSE,0,FALSE,,,,TRUE
25333,15140,,3815110,3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED SUPPORTED CA",FALSE,0,FALSE,,,,TRUE
25334,15144,,3815190,3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED SUPPORTED CA",FALSE,0,FALSE,,,,TRUE
25335,15169,,3823110,3823,STEARIC ACID,FALSE,0,FALSE,,,,TRUE
25336,15277,,3903110,3903,"POLYMERS OF STYRENE, IN PRIMARY FORMS - POLYSTYRENE: EXPANSIBLE",FALSE,0,FALSE,,,,TRUE
25337,15816,,4002110,4002,"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT",FALSE,0,FALSE,,,,TRUE
25338,15882,,4009110,4009,"TUBES, PIPES AND HOSES, OF VULCANISED RUBBER OTHER THAN HARD RUBBER, WITH OR WITHOUT THEIR FITTINGS (FOR EXAMPLE, JOINT",FALSE,0,FALSE,,,,TRUE
25339,15954,,4012110,4012,"RETREADED OR USED PNEUMATIC TYRES OF RUBBER, SOLID OR CUSHION TYRES, TYRE TREADS AND TYRE FLAPS, OF RUBBER - RETREADED",FALSE,0,FALSE,,,,TRUE
25340,15995,,4015110,4015,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) FOR ALL PURPOSES, OF VULCANISED RUBB",FALSE,0,FALSE,,,,TRUE
25341,16028,,4017010,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25342,16029,,4017020,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25343,16030,,4017030,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25344,16031,,4017040,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25345,16032,,4017050,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25346,16033,,4017090,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER - HARD RUBBER (FOR",FALSE,0,FALSE,,,,TRUE
25347,16083,,4104110,4104,"TANNED OR CRUST HIDES AND SKINS OF BOVINE (INCLUDING BUFFALO) OR EQUINE ANIMALS, WITHOUT HAIR ON, WHETHER OR NOT SPLIT,",FALSE,0,FALSE,,,,TRUE
25348,16084,,4104190,4104,"TANNED OR CRUST HIDES AND SKINS OF BOVINE (INCLUDING BUFFALO) OR EQUINE ANIMALS, WITHOUT HAIR ON, WHETHER OR NOT SPLIT,",FALSE,0,FALSE,,,,TRUE
25349,16099,,4107110,4107,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT-DRESSED LEATHER, OF BOVINE (INCLUDING BUFFALO)",FALSE,0,FALSE,,,,TRUE
25350,16218,,4302110,4302,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITH",FALSE,0,FALSE,,,,TRUE
25351,16269,,4403110,4403,CONIFEROUS,FALSE,0,FALSE,,,,TRUE
25352,16340,,4406110,4406,CONIFEROUS,FALSE,0,FALSE,,,,TRUE
25353,16350,,4407110,4407,OF PINE (PINUS SPP.),FALSE,0,FALSE,,,,TRUE
25354,16612,,4419010,4419,"TABLEWARE AND KITCHENWARE, OF WOOD - TABLEWARE AND KITCHENWARE, OF WOOD: TABLEWARE",FALSE,0,FALSE,,,,TRUE
25355,16613,,4419020,4419,"TABLEWARE AND KITCHENWARE, OF WOOD - TABLEWARE AND KITCHENWARE, OF WOOD: KITCHENWARE",FALSE,0,FALSE,,,,TRUE
25356,16614,,4419110,4419,"BREAD BOARDS, CHOPPING BOARDS AND SIMILAR BOARDS",FALSE,0,FALSE,,,,TRUE
25357,16702,,4602110,4602,"BASKETWORK, WICKERWORK AND OTHER ARTICLES, MADE DIRECTLY TO SHAPE FROM PLAITING MATERIALS OR MADE UP FROM GOODS OF HEAD",FALSE,0,FALSE,,,,TRUE
25358,16714,,4703110,4703,"CHEMICAL WOOD PULP, SODA OR SULPHATE, OTHERTHAN DISSOLVING GRADES - UNBLEACHED : CONIFEROUS",FALSE,0,FALSE,,,,TRUE
25359,16715,,4703190,4703,"CHEMICAL WOOD PULP, SODA OR SULPHATE, OTHERTHAN DISSOLVING GRADES - UNBLEACHED : NON-CONIFEROUS",FALSE,0,FALSE,,,,TRUE
25360,16719,,4704110,4704,"CHEMICAL WOOD PULP, SULPHITE, OTHER THAN DISSOLVING GRADES - UNBLEACHED : CONIFEROUS",FALSE,0,FALSE,,,,TRUE
25361,16720,,4704190,4704,"CHEMICAL WOOD PULP, SULPHITE, OTHER THAN DISSOLVING GRADES - UNBLEACHED : NON-CONIFEROUS",FALSE,0,FALSE,,,,TRUE
25362,16820,,4804110,4804,"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 - KRAFTLINER : UNBLEAC",FALSE,0,FALSE,,,,TRUE
25363,16833,,4805110,4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 3 TO",FALSE,0,FALSE,,,,TRUE
25364,17083,,5003010,5003,MULBERRY SILK WASTE,FALSE,0,FALSE,,,,TRUE
25365,17084,,5003020,5003,TUSSAR SILK WASTE,FALSE,0,FALSE,,,,TRUE
25366,17085,,5003030,5003,DRI WASTE,FALSE,0,FALSE,,,,TRUE
25367,17086,,5003040,5003,MUNGA WASTE,FALSE,0,FALSE,,,,TRUE
25368,17087,,5003090,5003,SILK WASTE - OTHER,FALSE,0,FALSE,,,,TRUE
25369,17108,,5006011,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25370,17109,,5006019,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25371,17110,,5006021,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25372,17111,,5006029,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25373,17112,,5006031,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25374,17113,,5006032,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25375,17114,,5006033,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25376,17115,,5006039,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25377,17116,,5006090,5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE,",FALSE,0,FALSE,,,,TRUE
25378,17151,,5101110,5101,"WOOL, NOT CARDED OR COMBED : GREASY, INCLUDING FLEECE-WASHED WOOL : SHORN WOOL",FALSE,0,FALSE,,,,TRUE
25379,17152,,5101190,5101,"WOOL, NOT CARDED OR COMBED : GREASY, INCLUDING FLEECE-WASHED WOOL : OTHER",FALSE,0,FALSE,,,,TRUE
25380,17434,,5206110,5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE - SING",FALSE,0,FALSE,,,,TRUE
25381,17840,,5212110,5212,OTHER WOVEN FABRICS OF COTTON - WEIGHING NOT MORE THAN 200 G/M2 : UNBLEACHED,FALSE,0,FALSE,,,,TRUE
25382,17872,,5305010,5305,"COCONUT ,ABACA,RAMIE AND OTHER VEGETABLE TEXTILE FIBRES,NOT",FALSE,0,FALSE,,,,TRUE
25383,17873,,5305030,5305,CURLED OR MACHINE TWISTED COIR FIBRE,FALSE,0,FALSE,,,,TRUE
25384,17874,,5305040,5305,COIR PITH,FALSE,0,FALSE,,,,TRUE
25385,17875,,5305050,5305,VEGETABLE TEXTILE FIRES - OF ABACA,FALSE,0,FALSE,,,,TRUE
25386,17876,,5305090,5305,VEGETABLE TEXTILE FIBRES - OF OTHERS,FALSE,0,FALSE,,,,TRUE
25387,17943,,5311011,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25388,17944,,5311012,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25389,17945,,5311013,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25390,17946,,5311014,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25391,17947,,5311015,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES - OF COIR INCLUDING LOG FORM AND GEOTEXTILES,FALSE,0,FALSE,,,,TRUE
25392,17948,,5311019,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25393,17949,,5311021,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25394,17950,,5311022,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25395,17951,,5311023,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25396,17952,,5311024,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25397,17953,,5311029,5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN WOVEN FABRICS OF OTHER VEGETABLE TEXTILE F,FALSE,0,FALSE,,,,TRUE
25398,18039,,5404110,5404,ELASTOMETIC MONOFILAMENT,FALSE,0,FALSE,,,,TRUE
25399,18260,,5502010,5502,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : ACETATE RAYON TOW,FALSE,0,FALSE,,,,TRUE
25400,18261,,5502020,5502,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : VISCOSE RAYON TOW,FALSE,0,FALSE,,,,TRUE
25401,18262,,5502090,5502,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : OTHER,FALSE,0,FALSE,,,,TRUE
25402,18271,,5503110,5503,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF NYLON OR OTHER POLYAMIDES - OF ARA",FALSE,0,FALSE,,,,TRUE
25403,18306,,5507010,5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED",FALSE,0,FALSE,,,,TRUE
25404,18307,,5507020,5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED",FALSE,0,FALSE,,,,TRUE
25405,18308,,5507030,5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED",FALSE,0,FALSE,,,,TRUE
25406,18309,,5507040,5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED",FALSE,0,FALSE,,,,TRUE
