id,aliasname,address,sap_id,created_at,updated_at
1,GE,,193,"2017-07-17 12:42:06","2018-05-08 10:56:04"
2,IR,,112,"2017-07-17 12:42:06","2018-05-08 10:42:54"
3,Cummins,,113,"2017-07-17 12:42:06","2018-09-29 11:09:46"
4,AMAT,,114,"2017-07-17 12:42:06","2018-05-08 10:56:22"
5,Henkel,,458,"2017-07-17 12:42:06","2018-07-04 10:40:22"
6,"Big Basket",,115,"2017-07-17 12:42:06","2018-09-29 14:06:55"
7,GLS,,376,"2017-07-17 12:42:06","2018-05-08 10:49:40"
8,Cipla,,117,"2017-07-17 12:42:06","2018-05-08 10:48:12"
9,Alstom,,121,"2017-07-17 12:42:06","2018-05-08 10:48:19"
10,SSI,,127,"2017-07-17 12:42:06","2018-05-08 10:48:22"
11,"Jindal (JSW)",,,NULL,NULL
13,TEST,,,NULL,NULL
14,CourtYard,,143,"2017-07-17 12:42:06","2018-05-08 10:48:29"
15,Kirloskar,,312,"2017-07-17 12:42:06","2018-09-20 05:20:14"
16,"Aastral Industries",,1399,"2017-07-17 12:42:06","2018-05-08 10:56:33"
17,"ABB Global",,1786,"2018-09-27 11:13:30","2018-10-05 06:41:03"
18,Accuramech,,1405,"2017-07-17 12:42:06","2018-05-08 10:56:57"
19,"ACE Tech Packaging",,1411,"2017-07-17 12:42:06","2018-05-08 10:57:03"
20,"ACG Inspection Sys",,153,"2017-07-17 12:42:06","2018-05-08 10:48:36"
21,"Aequs Pvt. Ltd.",,164,"2017-07-17 12:42:06","2018-05-08 10:48:39"
22,Aeromarine,,176,"2017-07-17 12:42:06","2018-05-08 10:48:43"
23,"Aesseal India",,182,"2017-07-17 12:42:06","2018-05-08 10:57:07"
24,Afcons,,186,"2017-07-17 12:42:06","2018-05-08 10:57:11"
25,"Alfa Tech",,1419,"2017-07-17 12:42:06","2018-05-08 10:57:16"
26,"Allegion India",,192,"2017-07-17 12:42:06","2018-05-08 10:57:19"
27,"Allison Transmission",,1423,"2017-07-17 12:42:06","2018-05-08 10:57:26"
28,"Alpha Engineering",,1424,"2017-07-17 12:42:06","2018-05-08 10:57:29"
29,"Amazon Seller",,1430,"2017-07-17 12:42:06","2018-05-08 10:57:40"
30,"Amwaj International",,200,"2017-07-17 12:42:06","2018-05-08 10:48:52"
31,"Anchor Offshore",,209,"2017-07-17 12:42:06","2018-05-08 10:48:55"
32,"APM Terminals",,226,"2017-07-17 12:42:06","2018-05-08 10:48:59"
33,"Applied Analytics",,242,"2017-07-17 12:42:06","2018-05-08 10:49:03"
34,"Arabian Ocean Drill",,260,"2017-07-17 12:42:06","2018-05-08 10:49:08"
35,"Avon FMS",,838,"2017-12-06 11:51:04","2018-05-08 10:51:51"
36,"Arya Electronics",,282,"2017-07-17 12:42:06","2018-05-08 10:49:15"
37,"ATA Enterprises",,297,"2017-07-17 12:42:06","2018-05-08 10:49:19"
38,"Atlas Group",,680,"2017-09-12 09:30:28","2018-05-08 10:51:03"
39,Atma,,323,"2017-07-17 12:42:06","2018-05-08 10:49:26"
40,Atomberg,,335,"2017-07-17 12:42:06","2018-05-08 10:49:29"
41,"Bairavi Industries",,347,"2017-07-17 12:42:06","2018-05-08 10:49:32"
42,"Bakshi Chempharma",,365,"2017-07-17 12:42:06","2018-05-08 10:49:36"
43,"Balaji Overseas",,698,"2017-09-12 11:13:04","2018-05-08 10:51:09"
44,"Bandekar and Sons",,384,"2017-07-17 12:42:06","2018-05-08 10:49:41"
45,"Bartec India",,396,"2017-07-17 12:42:06","2018-09-29 14:25:33"
46,"Bayer India",,411,"2017-07-17 12:42:06","2018-05-08 10:49:48"
47,"BDI (GE Healthcare)",,426,"2017-07-17 12:42:06","2018-07-17 05:59:56"
48,"BEL Optronic",,437,"2017-07-17 12:42:06","2018-05-08 10:49:55"
49,"Bennett Coleman",,451,"2017-07-17 12:42:06","2018-09-18 08:27:35"
50,"BG Exploration",,462,"2017-07-17 12:42:06","2018-06-28 05:26:41"
51,"Bhagyalaxmi Rolling",,478,"2017-07-17 12:42:06","2018-05-08 10:50:08"
52,"Bhagyanagar Gas",,492,"2017-07-17 12:42:06","2018-05-08 10:50:11"
53,"Bharat Foils",,504,"2017-07-17 12:42:06","2018-05-08 10:50:15"
54,BPCL,,516,"2017-07-17 12:42:06","2018-05-08 10:50:19"
55,"Bharat Wire",,529,"2017-07-17 12:42:06","2018-05-08 10:50:22"
56,"Bhatia Tools",,542,"2017-07-17 12:42:06","2018-05-08 10:50:26"
57,"Bhushan Power Steel",,552,"2017-07-17 12:42:06","2018-05-08 10:50:29"
58,BORL,,567,"2017-07-17 12:42:06","2018-06-22 05:08:18"
59,Bosch,,577,"2017-07-17 12:42:06","2018-05-08 10:50:35"
60,Bridgestone,,590,"2017-07-17 12:42:06","2018-05-08 10:50:38"
61,Junk,,,NULL,NULL
62,"Burman Vessels",,600,"2017-07-17 12:42:06","2018-05-08 10:50:41"
63,Cairn,,156,"2017-07-17 12:42:06","2018-05-08 10:50:45"
64,Exxon,,280,"2017-07-17 12:42:06","2018-05-08 10:50:49"
65,Cello,,637,"2017-07-17 12:42:06","2018-05-08 10:50:53"
66,"Chemix Specialty Gas",,651,"2017-07-17 12:42:06","2018-05-08 10:50:56"
67,"Chemtex Engineering",,668,"2017-07-17 12:42:06","2018-05-08 10:51:00"
68,"Chris Garrod Global",,682,"2017-07-17 12:42:06","2018-05-08 10:51:05"
69,"Cinda Engineering",,695,"2017-07-17 12:42:06","2018-05-08 10:51:09"
70,"Citrus processing",,709,"2017-07-17 12:42:06","2018-05-08 10:51:12"
71,"Cleartech Fabrics",,722,"2017-07-17 12:42:06","2018-05-08 10:51:15"
72,Comviva,,152,"2017-07-17 12:42:06","2018-05-08 10:51:18"
73,Corbus,,750,"2017-07-17 12:42:06","2018-08-29 05:46:56"
74,Costra,,765,"2017-07-17 12:42:06","2018-05-08 10:51:27"
75,Cotmac,,1248,"2017-11-21 09:40:34","2018-05-08 10:53:31"
76,"Cre8 Solutions",,778,"2017-07-17 12:42:06","2018-05-08 10:51:31"
77,"Crest Packaging",,790,"2017-07-17 12:42:06","2018-05-08 10:51:34"
78,"Cytec India",,874,"2017-07-17 12:42:06","2018-05-08 10:52:03"
79,"Jindal (DP Group)",,,NULL,NULL
80,"D. Haridas and Co.",,900,"2017-07-17 12:42:06","2018-05-08 10:52:10"
81,"Dali Samir Engg",,937,"2017-07-17 12:42:06","2018-05-08 10:52:17"
82,"Dana India",,950,"2017-07-17 12:42:06","2018-05-08 10:52:20"
83,"Danieli Corus",,966,"2017-07-17 12:42:06","2018-05-08 10:52:24"
84,Dakshinamurti-Akash,,975,"2017-07-17 12:42:06","2018-05-08 10:52:26"
85,"Dee Tee Industries",,987,"2017-07-17 12:42:06","2018-05-08 10:52:29"
86,"Deep Industries",,998,"1970-01-01 00:00:00","2018-05-08 10:52:32"
87,"Deepak Electric",,1011,"2017-07-17 12:42:06","2018-05-08 10:52:34"
88,"Deepak Fertilisers",,1023,"2017-07-17 12:42:06","2018-05-08 10:52:37"
89,"Devi Engineering",,1032,"2017-07-17 12:42:06","2018-05-08 10:52:41"
90,"DG Infrastructure",,1051,"2017-07-17 12:42:06","2018-05-08 10:52:45"
91,DHL,,155,"2017-07-17 12:42:06","2018-05-28 09:36:27"
92,"Directorate Purchase",,1076,"2017-07-17 12:42:06","2018-05-08 10:52:51"
93,"DLS Aircon",,1088,"2017-07-17 12:42:06","2018-05-08 10:52:53"
94,Donatekart,,1103,"2017-07-17 12:42:06","2018-05-08 10:52:57"
95,"Nhava Sheva International Container",,,NULL,NULL
96,NIT,,446,"2017-07-17 12:42:06","2018-05-08 10:53:06"
97,"Dress Master Apparel",,1158,"2017-07-17 12:42:06","2018-05-08 10:53:10"
98,Dura-Line,,1174,"2017-07-17 12:42:06","2018-05-08 10:53:13"
99,"Dutt Engicon",,1187,"2017-07-17 12:42:06","2018-05-08 10:53:16"
100,"Dynasty Oil and Gas",,1200,"2017-07-17 12:42:06","2018-05-08 10:53:19"
101,"Engineers India",,1214,"2017-07-17 12:42:06","2018-05-08 10:53:22"
102,"Eirich India",,,"2017-07-17 12:42:06","2018-05-08 10:48:11"
103,Elektromatics,,119,"2017-07-17 12:42:06","2018-05-08 10:48:14"
104,"Emerson Innovation",,,NULL,NULL
105,"Emerson Process",,,NULL,NULL
106,"Empire Industrial",,1434,"2017-07-17 12:42:06","2018-05-08 10:57:50"
107,"ESK Telecom",,,"2017-07-17 12:42:06","2018-05-08 10:48:19"
108,"ESP Safety",,129,"2017-07-17 12:42:06","2018-05-08 10:48:23"
109,Essar,,137,"2017-07-17 12:42:06","2018-05-08 10:48:27"
110,"Fairfield Marriott",,146,"2017-07-17 12:42:06","2018-05-08 10:48:30"
111,Falcon,,582,"2017-07-17 12:42:06","2018-05-08 10:57:53"
112,"Fine Line Furniture",,1436,"2017-07-17 12:42:06","2018-05-08 10:57:57"
113,"Flexituff Intl",,1803,"2017-07-17 12:42:06","2018-05-08 10:48:34"
114,FlipKart,,150,"2017-07-17 12:42:06","2018-05-08 10:48:36"
115,"Futuristic Climate",,157,"2017-07-17 12:42:06","2018-05-08 10:48:38"
116,GAIL,,168,"2017-07-17 12:42:06","2018-05-08 10:48:43"
117,Galiakotwala,,185,"2017-07-17 12:42:06","2018-05-08 10:58:01"
118,"General Energy Sys.",,230,"2017-07-17 12:42:06","2018-05-08 10:49:00"
119,GerOil,,244,"2017-07-17 12:42:06","2018-05-08 10:49:03"
120,"GL and V India",,259,"2017-07-17 12:42:06","2018-05-08 10:49:08"
121,Glaxo,,,NULL,NULL
122,Glenmark,,276,"2017-07-17 12:42:06","2018-05-08 10:49:13"
123,"Global Marketing",,291,"2017-07-17 12:42:06","2018-05-08 10:49:18"
124,"Grand Prix Engg",,307,"2017-07-17 12:42:06","2018-05-08 10:49:22"
125,Grasim,,320,"2017-07-17 12:42:06","2018-05-08 10:49:25"
126,"Great Eastern Energy",,330,"2017-07-17 12:42:06","2018-05-08 10:49:28"
127,"Greatship India",,348,"2017-07-17 12:42:06","2018-05-08 10:49:33"
128,"Grover Sales Corp",,366,"2017-07-17 12:42:06","2018-05-08 10:49:36"
129,"Gujrat Lathe Mfg",,394,"2017-07-17 12:42:06","2018-05-08 10:49:45"
130,"H-D Motor",,408,"2017-07-17 12:42:06","2018-05-08 10:49:48"
131,"HAL Offshore",,423,"2017-07-17 12:42:06","2018-05-08 10:49:52"
132,"Hanuman Paints",,436,"2017-07-17 12:42:06","2018-05-08 10:49:58"
133,"Hi-Con Technocast",,513,"2017-07-17 12:42:06","2018-05-08 10:50:17"
134,Hicotronics,,523,"2017-07-17 12:42:06","2018-05-08 10:50:20"
135,"Hind Offshore",,729,"2017-07-17 12:42:06","2018-05-08 10:51:17"
136,HindalCo,,546,"2017-07-17 12:42:06","2018-05-08 10:50:27"
137,"Hindustan Colas",,562,"2017-07-17 12:42:06","2018-05-08 10:50:31"
138,HUL,,576,"2017-07-17 12:42:06","2018-10-01 10:53:33"
139,Hoerbiger,,591,"2017-07-17 12:42:06","2018-05-08 10:50:38"
140,"HVD Distributors",,603,"2017-07-17 12:42:06","2018-05-08 10:50:41"
141,Hyosung,,613,"1970-01-01 00:00:00","2018-05-08 10:50:46"
142,"Hytech Educational",,630,"2017-07-17 12:42:06","2018-05-08 10:50:50"
143,IGL,,639,"2017-07-17 12:42:06","2018-05-08 10:50:55"
144,IIT,,658,"2017-07-17 12:42:06","2018-05-08 10:50:58"
145,"Indian Navy",,474,"2017-07-17 12:42:06","2018-05-08 10:51:05"
146,IOCL,,480,"2017-07-17 12:42:06","2018-05-08 10:51:21"
147,"Indian Rayon",,763,"2017-07-17 12:42:06","2018-05-08 10:51:26"
148,Indobox,,773,"2017-07-17 12:42:06","2018-05-08 10:51:30"
149,"Indraprastha Apollo",,,"2017-09-22 09:01:50","2018-05-08 10:48:47"
150,IndySoft,,788,"2017-07-17 12:42:06","2018-05-08 10:51:33"
151,"Infinity Enterprises",,797,"2017-07-17 12:42:06","2018-05-08 10:51:36"
152,"Institute for Plasma",,871,"2017-07-17 12:42:06","2018-05-08 10:52:02"
153,"Integrated Equipment",,884,"2017-07-17 12:42:06","2018-05-08 10:52:05"
154,"IPS Automation",,895,"2017-07-17 12:42:06","2018-05-08 10:52:09"
155,ITC,,914,"2017-07-17 12:42:06","2018-05-08 10:52:12"
156,"MP Jain",,,NULL,NULL
157,"Jasubhai Engineering",,942,"2017-07-17 12:42:06","2018-05-08 10:52:19"
158,"Jay Consultancy",,957,"2017-07-17 12:42:06","2018-05-08 10:52:22"
159,"JFE Shoji Steel",,969,"2017-07-17 12:42:06","2018-05-08 10:52:24"
160,"Jhaveri Labs",,980,"2017-07-17 12:42:06","2018-05-08 10:52:28"
161,"John Energy",,997,"2017-07-17 12:42:06","2018-07-18 06:29:54"
162,Jolly,,,NULL,NULL
163,"Jones Lang",,,NULL,NULL
164,Joshi,,,NULL,NULL
165,JSE,,1095,"2017-07-17 12:42:06","2018-05-08 10:52:56"
166,Kalpana,,,NULL,NULL
167,KazStroy,,1138,"2017-07-17 12:42:06","2018-05-31 13:50:25"
168,KEM,,1149,"2017-07-17 12:42:06","2018-05-08 10:53:08"
169,Khusheim,,,NULL,NULL
170,KION,,,NULL,NULL
171,Kirpekar,,,NULL,NULL
172,Kowa,,1199,"2017-07-17 12:42:06","2018-07-19 09:24:28"
173,Kubota,,1219,"2017-07-17 12:42:06","2018-05-08 10:53:23"
174,LK,,,NULL,NULL
175,L&T,,,NULL,NULL
176,"L and T",,519,"2017-07-17 12:42:06","2018-05-08 10:53:29"
177,"Lab India",,1275,"2017-07-17 12:42:06","2018-05-08 10:53:38"
178,Lanco,,,NULL,NULL
179,Lechler,,,NULL,NULL
180,Liugong,,,NULL,NULL
181,"LM Wind",,1325,"2017-07-17 12:42:06","2018-05-08 10:53:52"
182,LPU,,,NULL,NULL
183,Lupin,,120,"2017-07-17 12:42:06","2018-05-08 10:48:15"
184,Uflex,,1442,"2017-07-17 12:42:06","2018-06-19 08:05:14"
185,"Hitanshi Metal",,1444,"2017-07-17 12:42:06","2018-05-08 10:58:33"
186,RIL,,,NULL,NULL
187,Macpower,,1449,"2017-07-17 12:42:06","2018-05-08 10:58:49"
188,Magal,,,NULL,NULL
189,Magarpatta,,,NULL,NULL
190,MGL,,1455,"2017-07-17 12:42:06","2018-07-17 08:04:22"
191,Mahavir,,,NULL,NULL
192,"Mahindra Gears",,165,"2017-07-17 12:42:06","2018-05-08 10:48:40"
193,Maschio,,178,"2017-07-17 12:42:06","2018-05-08 10:48:44"
194,Matoshree,,,NULL,NULL
195,Mavani,,,NULL,NULL
196,"Max Hypermarket",,194,"2017-07-17 12:42:06","2018-05-08 10:48:48"
197,Maxxis,,,NULL,NULL
198,"Mazagaon Dock",,203,"2017-07-17 12:42:06","2018-05-08 10:48:54"
199,McNally,,216,"2017-07-17 12:42:06","2018-05-08 10:48:58"
200,"MD Electricals",,,NULL,NULL
201,MEC,,,NULL,NULL
202,Medispray,,,NULL,NULL
203,Meera,,,NULL,NULL
204,Meluha,,,NULL,NULL
205,MetaStar,,303,"2017-07-17 12:42:06","2018-05-08 10:49:21"
206,"Metal Home",,318,"2017-07-17 12:42:06","2018-05-08 10:49:25"
207,Midas,,,NULL,NULL
208,Mohsin,,,NULL,NULL
209,Moosajee,,,NULL,NULL
210,Multitex,,367,"1970-01-01 00:00:00","2018-05-08 10:49:37"
211,Mylo,,,NULL,NULL
212,"Nagesh Enterprise",,401,"2017-07-17 12:42:06","2018-05-08 10:49:46"
213,"Nagpur Boring",,,NULL,NULL
214,NALCO,,,NULL,NULL
215,Neeky,,,NULL,NULL
216,Neelyog,,,NULL,NULL
217,Nepa,,,NULL,NULL
218,Nitrotech,,,NULL,NULL
219,Nupros,,,NULL,NULL
220,Nuvision,,,NULL,NULL
221,Oblum,,,NULL,NULL
222,Oerlikon,,558,"2017-07-17 12:42:06","2018-05-08 10:50:36"
223,ONGC,,595,"2017-07-17 12:42:06","2018-05-08 10:50:42"
224,"Oil India",,615,"2017-07-17 12:42:06","2018-05-08 10:50:46"
225,"Oil States",,,NULL,NULL
226,"Palm Grove",,,NULL,NULL
227,Parveen,,,NULL,NULL
228,Pashupatinath,,,NULL,NULL
229,Pentair,,,NULL,NULL
230,Petronet,,710,"2017-07-17 12:42:06","2018-06-26 09:35:10"
231,PNP,,,NULL,NULL
232,Poona,,,NULL,NULL
233,PEPL,,,NULL,NULL
234,Precision,,,NULL,NULL
235,Preipolar,,,NULL,NULL
236,Premji,,,NULL,NULL
237,Priti,,,NULL,NULL
238,PCTS,,852,"2017-07-17 12:42:06","2018-05-08 10:51:56"
239,PSS,,,NULL,NULL
240,Quippo,,881,"2017-07-17 12:42:06","2018-05-08 10:52:04"
241,Radhe,,,NULL,NULL
242,Railcoach,,904,"2017-07-17 12:42:06","2018-05-08 10:52:10"
243,"Raj Dies",,,NULL,NULL
244,Ramelex,,931,"2017-07-17 12:42:06","2018-05-08 10:52:16"
245,Ray,,,NULL,NULL
246,Raymond,,960,"2017-07-17 12:42:06","2018-05-08 10:52:22"
247,"Reliance ADA",,,NULL,NULL
248,Renishaw,,,NULL,NULL
249,"Research Innovation Labs",,,NULL,NULL
250,Rishant,,,NULL,NULL
251,RMC,,,NULL,NULL
252,RNS,,,NULL,NULL
253,Ross,,,NULL,NULL
254,Royal,,,NULL,NULL
255,"S.H Industrial",,1068,"2017-07-17 12:42:06","2018-05-08 10:52:49"
256,"Sabarmati Gas",,1083,"2017-07-17 12:42:06","2018-05-08 10:52:53"
257,"Safety Projects",,1094,"2017-07-17 12:42:06","2018-05-08 10:52:55"
258,"Sakata Inx India",,1109,"2017-07-17 12:42:06","2018-05-08 10:52:58"
259,"Scada System Tech",,1122,"2017-07-17 12:42:06","2018-05-08 10:53:00"
260,Schlumberger,,991,"2017-07-17 12:42:06","2018-05-08 10:53:03"
261,"Schmersal India",,1137,"2017-07-17 12:42:06","2018-05-08 10:53:06"
262,"Schneider Electric",,1152,"2017-07-17 12:42:06","2018-05-08 10:53:08"
263,"Scottish Chemical",,1164,"2017-07-17 12:42:06","2018-05-08 10:53:11"
264,Seamec,,1178,"2017-07-17 12:42:06","2018-05-08 10:53:13"
265,"Sebros Steel",,1193,"2017-07-17 12:42:06","2018-05-08 10:53:17"
266,Sew-Eurodrive,,1203,"2017-07-17 12:42:06","2018-05-08 10:53:19"
267,Shantiflex,,1220,"2017-07-17 12:42:06","2018-05-08 10:53:23"
268,"Shraddha Industries",,1250,"2017-07-17 12:42:06","2018-05-08 10:53:31"
269,"Shelf Trident",,418,"2017-09-25 12:15:14","2018-05-08 10:51:29"
270,"Shree Sai Coaters",,1273,"2017-07-17 12:42:06","2018-05-08 10:53:37"
271,"Shreeji Trading",,1286,"2017-07-17 12:42:06","2018-05-08 10:53:40"
272,"Shubham Housing",,1294,"2017-07-17 12:42:06","2018-05-08 10:53:43"
273,"Siddharth Enterprise",,1307,"2017-07-17 12:42:06","2018-05-08 10:53:47"
274,"Siddhi Works",,1320,"2017-07-17 12:42:06","2018-05-08 10:53:50"
275,"Sigma Engineers",,1330,"2017-07-17 12:42:06","2018-05-08 10:53:54"
276,Simplex,,696,"2017-09-18 10:57:21","2018-05-08 10:51:08"
277,"Smart Industrial Sup",,1352,"2017-07-17 12:42:06","2018-05-08 10:54:02"
278,"SMPS Supply",,1464,"2017-07-17 12:42:06","2018-05-08 10:59:30"
279,"Sneha Enterprises",,118,"2017-07-17 12:42:06","2018-05-08 10:48:14"
280,"Soham Energy",,123,"2017-07-17 12:42:06","2018-05-08 10:59:34"
281,Sotax,,1466,"2017-07-17 12:42:06","2018-05-08 10:59:38"
282,"Southern Spars",,1128,"2017-07-17 12:42:06","2018-05-08 10:53:04"
283,"Spartan Supply",,1468,"2017-07-17 12:42:06","2018-05-08 10:59:42"
284,"Sterlite Tech",,254,"2018-01-03 09:18:18","2018-05-08 10:49:08"
285,SterTech,,,NULL,NULL
286,Sud-Chemie,,126,"2017-07-17 12:42:06","2018-05-08 10:48:22"
287,"Sumuk Engineering",,130,"2017-07-17 12:42:06","2018-05-08 10:48:25"
288,"Sun Polymers",,932,"2017-09-14 11:48:45","2018-05-08 10:52:17"
289,"Sunflag Iron Steel",,1472,"2017-07-17 12:42:06","2018-05-08 10:59:53"
290,"Sureka Group",,,"2017-07-17 12:42:06","2018-05-08 10:48:31"
291,Suzlon,,1474,"2017-07-17 12:42:06","2018-05-08 10:59:57"
292,"Synise Technologies",,1476,"2017-07-17 12:42:06","2018-05-08 11:00:02"
293,"Tag Offshore",,1478,"2017-07-17 12:42:06","2018-05-08 11:00:08"
294,Taikisha,,,"2017-07-17 12:42:06","2018-05-08 10:48:36"
295,"Taj Air",,,NULL,NULL
296,"Tal Manufacturing",,175,"2017-07-17 12:42:06","2018-05-08 10:48:43"
297,"Talwandi Sabo",,1480,"2017-07-17 12:42:06","2018-05-08 11:00:14"
298,"Tata Group",,187,"2017-07-17 12:42:06","2018-05-08 11:00:18"
299,"Tenco System",,196,"2017-07-17 12:42:06","2018-05-08 10:48:49"
300,TOI,,201,"2017-07-17 12:42:06","2018-05-08 10:48:52"
301,"Tony Trading",,213,"2017-07-17 12:42:06","2018-05-08 10:48:56"
302,Toyo,,228,"1970-01-01 00:00:00","2018-09-06 10:34:52"
303,"Trident Computer ",,237,"2017-07-17 12:42:06","2018-05-08 10:49:02"
304,"Unifab Engineering",,252,"2017-07-17 12:42:06","2018-05-08 10:49:07"
305,"Unison Engineering",,284,"2017-07-17 12:42:06","2018-05-08 10:49:16"
306,"Universal Electronic",,301,"2017-07-17 12:42:06","2018-05-08 10:49:20"
307,"UrbanClap Tech",,314,"2017-07-17 12:42:06","2018-05-08 10:49:22"
308,"Texturing Technology",,1145,"2017-10-06 09:15:08","2018-05-08 10:53:07"
309,"Varicon Pumps",,340,"2017-07-17 12:42:06","2018-05-08 10:49:30"
310,Vestas,,354,"2017-07-17 12:42:06","2018-05-08 10:49:33"
311,Videojet,,369,"2017-07-17 12:42:06","2018-08-09 10:48:17"
312,"Vigel Manufacturing",,379,"2017-07-17 12:42:06","2018-05-08 10:49:40"
313,"Vikram Space Center",,125,"2017-07-17 12:42:06","2018-05-08 11:00:41"
314,VJTI,,406,"2017-07-17 12:42:06","2018-05-08 10:49:47"
315,Voltas,,416,"2017-07-17 12:42:06","2018-05-08 10:49:51"
316,"Wika Instruments",,434,"2017-07-17 12:42:06","2018-05-08 10:49:56"
317,"Wohr Parking Sys",,448,"2017-07-17 12:42:06","2018-05-08 10:50:00"
318,Xerox,,463,"2017-07-17 12:42:06","2018-05-08 10:50:05"
319,"Yash Industries",,479,"2017-07-17 12:42:06","2018-05-08 10:50:09"
320,"ACME Pharma",,495,"2017-07-17 12:42:06","2018-05-08 10:50:12"
640,"Afore Capital",,521,"2017-07-17 12:42:06","2018-05-08 10:50:21"
641,"Alchemy Media",,540,"2017-07-17 12:42:06","2018-05-08 10:50:25"
645,"Almdarij Intl.",,551,"2017-07-17 12:42:06","2018-05-08 10:50:28"
650,"Amazon Online Sales",,,"2017-07-17 12:42:06","2018-04-01 05:53:39"
657,"Armament R and D",,563,"2017-07-17 12:42:06","2018-05-08 10:50:32"
658,"Armstrong World Ind",,581,"2017-07-17 12:42:06","2018-05-08 10:50:36"
679,BHEL,,593,"2017-07-17 12:42:06","2018-09-12 06:42:14"
686,"Bulk MRO",,606,"2017-07-17 12:42:06","2018-05-08 10:50:44"
690,Chemietron,,622,"2017-07-17 12:42:06","2018-05-08 10:50:48"
706,"Crossways Vertical",,632,"2017-07-17 12:42:06","2018-05-08 10:50:51"
718,DSN,,644,"2017-07-17 12:42:06","2018-05-08 10:50:55"
724,Dresser-Rand,,662,"2017-07-17 12:42:06","2018-05-08 10:50:58"
730,"E industrial Supply",,670,"2017-07-17 12:42:06","2018-05-08 10:51:01"
733,Emerson,,124,"2017-07-17 12:42:06","2018-05-08 10:57:44"
739,"Estique Decor",,694,"2017-07-17 12:42:06","2018-05-08 10:51:08"
757,"GOL Offshore",,706,"2017-07-17 12:42:06","2018-05-08 10:51:11"
762,Greenko,,717,"2017-07-17 12:42:06","2018-05-08 10:51:14"
775,"Hitech Survey",,741,"2017-07-17 12:42:06","2018-05-08 10:51:21"
776,"HMT Machine",,752,"2017-07-17 12:42:06","2018-05-08 10:51:24"
782,"Hyphen Exports",,766,"2017-07-17 12:42:06","2018-05-08 10:51:28"
784,IARI,,785,"2017-07-17 12:42:06","2018-05-08 10:51:33"
787,IITD,,,NULL,NULL
789,"Indian Railways",,891,"2017-07-17 12:42:06","2018-05-08 10:52:07"
797,"Ion Exchange",,903,"2017-07-17 12:42:06","2018-05-08 10:52:09"
815,Kalpataru,,954,"2017-07-17 12:42:06","2018-05-08 10:52:21"
837,Magma,,,NULL,NULL
839,Mahindra,,475,"2017-07-17 12:42:06","2018-05-08 10:52:32"
841,Manas,,,NULL,NULL
857,Mindz,,,NULL,NULL
865,NBPGR,,,NULL,NULL
869,NIC,,1041,"2017-07-17 12:42:06","2018-05-08 10:52:48"
922,"Shanti Iron Steel",,1077,"2017-07-17 12:42:06","2018-05-08 10:52:51"
928,"Symbiosis Inst. Des.",,1092,"2017-07-17 12:42:06","2018-05-08 10:52:54"
939,"Sourceone Industrial",,1107,"2017-07-17 12:42:06","2018-05-08 10:52:58"
940,"South West Pinnacle",,1121,"2017-07-17 12:42:06","2018-06-04 12:30:03"
944,Steelcase,,1141,"2017-07-17 12:42:06","2018-05-08 10:53:07"
947,"Stesalit Sys",,1157,"2017-07-17 12:42:06","2018-05-08 10:53:10"
953,"Suyash Enterprises",,1173,"2017-07-17 12:42:06","2018-05-08 10:53:14"
955,"Symatic Engineering",,1194,"2017-07-17 12:42:06","2018-05-08 10:53:17"
962,"Tapasya Engineering",,1204,"2017-07-17 12:42:06","2018-05-08 10:53:20"
964,TCS,,1594,"2018-06-01 10:15:35","2018-06-01 10:15:37"
965,"Techno Aircon",,727,"2017-11-20 09:47:42","2018-05-08 10:51:16"
966,"Techno Service",,1241,"2017-07-17 12:42:06","2018-06-25 07:28:07"
969,"Texture Prints",,1255,"2017-07-17 12:42:06","2018-05-08 10:53:32"
970,"Time Techno Plast",,1266,"2017-07-17 12:42:06","2018-05-08 10:53:35"
973,"Torrent Power",,1277,"2017-07-17 12:42:06","2018-05-08 10:53:37"
974,"Totals Solution",,1485,"2017-07-17 12:42:06","2018-05-08 11:00:29"
976,"Trendy Dezigners",,122,"2017-07-17 12:42:06","2018-05-08 10:48:16"
978,"Telangana Power",,1486,"2017-07-17 12:42:06","2018-05-08 11:00:34"
990,"V.M. Products",,1488,"2017-07-17 12:42:06","2018-05-08 11:00:38"
993,Wadia,,1491,"2017-07-17 12:42:06","2018-05-08 11:00:45"
996,"Wolex Lighting",,128,"2017-07-17 12:42:06","2018-05-08 10:48:22"
999,"Adani Gas","Heritage Building, 8th Floor, Ashram Road, Usmanpura , Ahmedabad 380014, Gujarat, India",1497,"2017-07-17 12:42:06","2018-05-08 11:01:01"
1000,Namah,"Jim Corbett National Park Dhikuli, City- Ramnagar, Distt.- Nainital, Uttarakhand-244715",,NULL,NULL
1001,"Walmart India Pvt Ltd",,,NULL,NULL
1002,"Genpac india pvt ltd","DHL Phase: 5, Sector 53,
Gurgaon, Haryana -122002
",,NULL,NULL
1003,"Theni Guru Krishna","207-B, BYE PASS ROAD,
UNJAMPATTI VILLAGE,
THENI - 625 531.
TAMIL NADU.",211,"2017-07-24 10:04:25","2018-05-08 10:48:55"
1004,Johnson,"Plot No. 6A, MIDC Industrial Estate, Taloja, Dist-Raigad, Maharashtra India-410208",,NULL,NULL
