cmp_id,cmp_name,gst_num,gst_file,address,city,state,state_name,country,pincode,telephone,cst_num,cst_file,vat_num,vat_file,ed_num,ed_file,sap_row_num,gst_type,tan_num
1864,"Pammvi Group Of Companies","No GST Number",NULL,"C- 501, Remi Bizcourt, 5Th Floor, Plot No. 9, Shah Industrial Estate, Off Veera Desai Road, Andheri?(W) ",Mumbai,505,Maharashtra,IN,400053,91-22-65163184/65564478,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1865,"Panasonic Premium Partner","No GST Number",NULL,"D-77 Malviya Nagar Lower Ground Floor India  ","Delhi ",869,"New Delhi",IN,110017,"(0) 944 773-4257",NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1866,"Parveen Industries Pvt. Ltd.",27AAACE7512N1ZG,NULL,"R/55, Midc Industrial Estate, Thane Belapur Rd, Rabale ","Navi Mumbai ",505,Maharashtra,IN,400701,"91-22-67051039 /4016",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1867,"Patel Strap Manufacturing Co.","No GST Number",NULL,"Plot No. 317, Gidc, Chitra ",Bhavnagar,496,Gujarat,IN,364004,"099091 96999 / 083768-0525991-98695-54595",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1868,Pcwi,"No GST Number",NULL,"13 Alhambra Avenue, Cardiff ","NSW ",575,Cardiff,GB,2285,91-22-27673311-16,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1869,"Pearl Overseas","No GST Number",NULL,"No. 141, Shamla Bhavan Room No. 2,?Nd Road, Sikka Nagar ",Mumbai,505,Maharashtra,IN,400004,"Direct No. (22) 43215656",NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1870,"Pentagon InCorporation","No GST Number",NULL,"Unit No. 16, Anoto Industrial Estate, Nityanand Nagar, Ghatkopar (W) ",Mumbai,505,Maharashtra,IN,400086,91-22-6511-366991-84475-59327,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1872,"Perfect Data Productsﾋ","No GST Number",NULL,"Shop No. 4, Vatika Bldg,Ghantali Mandir Road, Naupada,Thane (W) ",Mumbai,505,Maharashtra,IN,400602,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1875,"Pilot Gaskets And Engineers","No GST Number",NULL,"Ground Floor, Vithal Chambers No. 65, Kazi Syed Street, Masjid Bunder West, ",Mumbai,505,Maharashtra,IN,400003,"022-40231188-8080890022 - 8080882868",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1876,"Pilot India","No GST Number",NULL,"24, Sona Udyog Parsi Panchayat Road,?Andheri (East) ",Mumbai,505,Maharashtra,IN,400069,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1877,"Pollution Protection System Pvt. Ltd.",27AACCP0700F1Z0,NULL,"226/ 115, Devendra Industrial Estate, Yashodhan Nagar, Thane West","Thane West",505,Maharashtra,IN,400606,25856570,27130033293C,NULL,27130033293V,NULL,NULL,NULL,"0,1",NULL,NULL
1879,"P ppelmann GmbH and Co. KG","No GST Number",NULL,"Bakumer Str. 73 49393 Lohne Postfach 11 60 49378 Lohne ",Lohne,1248,"Lower Saxony",DE,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1880,"Port Marine Co.","No GST Number",NULL,"No. 81, Mohammedali Road, Lehri House  ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1882,"Sumeet Steels","No GST Number",NULL,"Building No.32, 3Rd Floor Office No.23 Kika Street, Gulalwadi",Mumbai,505,Maharashtra,IN,400004,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1883,"Power Drives Pvt. Ltd.",24AABCP3820H1ZS,NULL,"991/2/B, G.I.D.C., Makarpura  ","Vadodara ",496,Gujarat,IN,390010,7698098881,NULL,NULL,24191601187V,NULL,AABCP3820HEM002,NULL,"0,1",NULL,NULL
1886,"Prime Insulators Pvt. Ltd. ","No GST Number",NULL,"134 / P-2 At & Po - Dalpur, Ta - Prantij, Dist - Sabarkantha Himatnagar  ","Ahmedabad ",496,Gujarat,IN,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1887,"Promptech Pharma Equipments (India) Pvt. Ltd. ","No GST Number",NULL,"No. 157, 2Nd Floor, Sungrace Shopping?Centre, Charkop, Kandivali West ",Mumbai,505,Maharashtra,IN,401208,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1888,Pumpwala.Com,"No GST Number",NULL,"B-177, Sanjay Bldg No-5, Mittal Inds Est, M Vasanji Raod, Andheri East ",Mumbai,505,Maharashtra,IN,400059,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1889,"Radiant Gloves Distributers","No GST Number",NULL,"Fida Mansion, Ground Floor, 53, Nagdevi Street  ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1890,Radix,"No GST Number",NULL,"B - 17, 2Nd Floor, Ghanshyam Industrial Estate,, Veera Desai Road, Andheri West ",Mumbai,505,Maharashtra,IN,400053,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1891,"Radix Electrosystems Pvt. Ltd.","No GST Number",NULL,"A566/583, Midc, T.T.C. Industrial Area, Mahape ","Navi Mumbai ",505,Maharashtra,IN,400710,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1892,"Rajyog Enterprises.","No GST Number",NULL,"1, Rahul Chambers, Mumbai Pune Road,Opp. Forbes Marshall Ltd.,Kasarwadi ",Mumbai,505,Maharashtra,IN,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1893,"Dsl Marketing Pvt. Ltd.","No GST Number",NULL,"C/6,104,kanchan Pushp Complex, G.B.Road.Opp.Suraj Water park, Kavesar, Kasarwadawali,  ","Thane ",505,Maharashtra,IN,400607,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1894,"Raman Instruments Pvt. Ltd.","No GST Number",NULL,"8 First Floor, Plot 160-A Bait-Ush-Sharaf, 29Th Road ","Bandra ",505,Maharashtra,IN,400050,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1895,"Rasilant Technologies Pvt. Ltd.","No GST Number",NULL,"805,Dlh Park, S V Road, Goregaon West, Opposite Mtnl Office ",Mumbai,505,Maharashtra,IN,400062,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1896,"Ratna Exports (A Unit Of AmCo Metals)","No GST Number",NULL,"77, Prabhu Shri Ram Mandir Marg ",Mumbai,505,Maharashtra,IN,400004,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1897,"Ray Offshore and Marine Supply","No GST Number",NULL,"203 Madhu Industrial Estate, Mogra Lane,Andheri(E) ",Mumbai,505,Maharashtra,IN,400069,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1898,"Relience Potteries","No GST Number",NULL,"T.N.Banerjee Road ","Kolkata ",519,"West Bengal",IN,700115,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1899,"Renata Lighting","No GST Number",NULL,"Bhosari, Midc  ",Pune,505,Maharashtra,IN,411026,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1900,"RevCo Industries Inc","No GST Number",NULL,"10747 Norwalk Blvd.,Santa Fe Springs, Ca 90670 ",,12,California,US,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1901,"Rg Petro Machinery (Group) Co, Ltd.","No GST Number",NULL,"808, Zara Tower, Sector R-2, Nahar Amirt Shakti, Chandivali ",Mumbai,505,Maharashtra,IN,400036,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1902,"Kishore Vadilal Pvt. Ltd.","No GST Number",NULL,"Plot 3, Phase 1, Gidc Vatva  ","Ahmedabad ",496,Gujarat,IN,382445,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1904,"Rr Kables","No GST Number",NULL,"No. 301, Monoplex Plaza, Cts No.1020/7, Model Colony, Near Deep Bunglow Chowk, Shivaji Nagar,  ",Pune,505,Maharashtra,IN,411016,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1905,"Dahanu Rubber Gloves Manufacturing Co","No GST Number",NULL,"Bldg.No.3, Krishna Niwas, Khetwadi 9th lane, ",Mumbai,505,Maharashtra,IN,400004,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1906,"S M Polymers","No GST Number",NULL,"Factory/Ho: Plot No Pap - R - 340, Ttc, Midc, Rabale, Near Anthony Garage ","Navi Mumbai ",505,Maharashtra,IN,400701,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1907,SSCorporation,"No GST Number",NULL,"Room No. 58, 1St Floor, Yusuf Building 76, Mangaldas Road? ",Mumbai,505,Maharashtra,IN,400002,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1908,"Samtec Tools and Accessories Pvt. Ltd.","No GST Number",NULL,"No. 1, Sheetal Apartment, Opp. Mahavir Jain Vidyalaya,?Bmcc College Rd, Cts 850/2, Final Plot No. 185 ",Pune,505,Maharashtra,IN,411004,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1910,"Shah Electronics","No GST Number",NULL,"A-3, Manohar Villa,? New Naroda, Nicol Road,?Nr. Naroda Canal, Nicol ","Ahmedabad ",496,Gujarat,IN,382325,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1911,"Shah Sales (India)","No GST Number",NULL,"No. 14, Gopal Krishna- 14/16, Jagdusha Nagar, Ghatkopar West ",Mumbai,505,Maharashtra,IN,400086,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1912,"Sharp Engineering","No GST Number",NULL,"2, Ramprasad Yadav Compound, Koldongri, Lane No. 1, Near Jain Dairy, Andheri East  ",Mumbai,505,Maharashtra,IN,400069,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1914,"Shiva Engineering Works","No GST Number",NULL,"Mcf - 136 A, Street No. 73, Sanjay Colony, Sector - 22 ","Faridabad ",497,Haryana,IN,121005,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1915,"Shm Shipcare","No GST Number",NULL,"16- A, Press Building, Ground Floor,?1St Mgazine Cross Street, Darukhana, Mazgaon, ",Mumbai,505,Maharashtra,IN,121005,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1916,"Shree Anant Electric Stores","No GST Number",NULL,"1791, Ram Gali, Electrical Market  Bhagirath Palace, Chandni Chowk ","Delhi ",869,"New Delhi",IN,400010,"011)-23873003/23860573/23869852 / +91)-9811000082",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1917,"Shree Darshan Pipes","No GST Number",NULL,"No. A- 501, Neminath Darshan Building Khadak Road, Baudhpada, Bhiwandi ","Thane ",505,Maharashtra,IN,110006,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1918,"Shree Gaurav Rubber Products","No GST Number",NULL,"B/112, Marudhar Industrial Estate, Opposite Old Syndicate Bank, Goddev Road Bhayander East, ",Mumbai,505,Maharashtra,IN,421320,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1919,"Shree Samarth Enterprises [Navi Mumbai]","No GST Number",NULL,"Shop No.708, Ground Floor, Vindya Complex, Sector - 11,Plot No. 1, Cbd Belapur ","Navi Mumbai ",505,Maharashtra,IN,400614,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1920,"Shreeji Enterprises","No GST Number",NULL,"B- 8, Karim Shaikh Compound, Near Vaishali Nagar Last Bus Stop, Opposite Waghdevi Nagar, Dahisar East ",Mumbai,505,Maharashtra,IN,400068,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1921,"Shreeji Hardware and Tools","No GST Number",NULL,"Om Arcade, Shop No. 14, Plot No. 01, Sector 20, Opposite Turbhe Railway Station ","Navi Mumbai ",505,Maharashtra,IN,400705,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1922,"Shreeji Power and Insulators Pvt. Ltd.","No GST Number",NULL,"Plot No 8, Sector No 8,Opp. Post Office, Gandhidham ","Kutch ",496,Gujarat,IN,370201,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1923,"Shrijee Sales","No GST Number",NULL,"NAGDEVI ",Mumbai,505,Maharashtra,IN,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1924,NULL,27AAGFS6930B1ZB,NULL,"Plot No:7/C Laxmi-Ashish Ind. Premises Co. Op. Soc. Ltd, New Link Road, Andheri (West)  ",Mumbai,505,Maharashtra,IN,400053,02242939446,27600004759C,NULL,27600004759V,NULL,"NOT APPLICABLE",NULL,,NULL,NULL
1925,"Shreya Ex-Tech Pvt. Ltd. ",24AAJCS6820J1Z6,NULL,"Block No. 700, Manjusar - Savli Road, Manjusar, Tundav, Ta. Savli  ","Vadodara ",496,Gujarat,IN,391775,09376211556,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1927,"Shrikrishna Tradersﾋ?","No GST Number",NULL,"Pm - 75, Midc, Near J. K. Files, Mirjole ","Ratnagiri ",505,Maharashtra,IN,415639,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1928,"Shriman Electrical Associates Pvt. Ltd. ","No GST Number",NULL,"Plot No : 39 & 40 ,?Sector - 1 A,Timber Market ,Koper Khairane  ","Navi Mumbai ",505,Maharashtra,IN,400709,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1929,"Shriram Engineering",27BCXPD8598N1ZA,NULL,"No. 602, Building No. 2/C, Powai Vihar Complex, Powai ",Mumbai,505,Maharashtra,IN,400076,022-25794114,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
1930,"Shweta Electronics","No GST Number",NULL,"No. 2, Ved Bungalow, Above Union Bank Of India, S. V. Road, Borivali West ",Mumbai,505,Maharashtra,IN,400092,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1931,"Shyam Engineers","No GST Number",NULL,"12-A, Netaji Subhas Road, 5Th Floor  ","Kolkata ",519,"West Bengal",IN,700001,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1932,"Sick India Pvt. Ltd.","No GST Number",NULL,"215, Western Edge Ii Western Express Highway Borivali (East)  ",Mumbai,505,Maharashtra,IN,400066,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1933,"Signode India Ltd","No GST Number",NULL,"401,402, New Udyog MandirMoghul Lane, Mahim ",Mumbai,505,Maharashtra,IN,400016,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1934,"Smark Fire and Safety Service","No GST Number",NULL,"950/3, Street No.02,Rajiv Nagr, ","Gurgaon ",497,Haryana,IN,122001,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1935,"Sona Construction Technologies Pvt. Ltd. ","No GST Number",NULL,"23, Community Center, Lawrence Road, Industrial Area ","Delhi ",869,"New Delhi",IN,110035,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1936,"Sound Of Silence","No GST Number",NULL,"Shop 40, Ground Floor, Mufaddal Shopping Arcade, Ramchandra Bhatt Marg, Babula Tank Road, Dongri  ",Mumbai,505,Maharashtra,IN,400009,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1937,Sowbaghya,33AAGCS6615N1Z1,NULL,"Corp.Off: 32 A,North Usman Rd,T.Nagar ","Chennai ",515,"Tamil Nadu",IN,600017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1938,"Space Planners","No GST Number",NULL,"No. 112, Orbit Industrial Estate, Off Chincholi Link Road, Mindspace, Malad West ",Mumbai,505,Maharashtra,IN,400064,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1939,"Spandex, Uk","No GST Number",NULL,"1600  Park Avenue, Aztec West, Almondsbury Bristol  Bs32 4Ua United Kingdom ","Bristol ",581,"City of Bristol",GB,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1940,"Omnipotent Marketing Pvt. Ltd.",27AAACO6770A1ZN,NULL,"E-105, Bhoomi Classic Link Road, Malad West ",Mumbai,505,Maharashtra,IN,400064,9987232222,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
1941,"Spx Flow Technology (India) Pvt. Ltd.","No GST Number",NULL,"Survey No. 275 Odhav Road ","Ahmedabad ",496,Gujarat,IN,382415,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1943,"Sumi-Cyclo Drive India Pvt. Ltd.","No GST Number",NULL,"401, Nirma Plaza, Makwana Road, Marol, Andheri (East) ",Mumbai,505,Maharashtra,IN,400059,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1944,"Summit Healthcare P Ltd","No GST Number",NULL,"1, Melbourne, Near Lokhandwala Complex, Shastri Nagar, Andheri West, Azad Nagar  ",Mumbai,505,Maharashtra,IN,400053,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1945,"Sun Power Systems","No GST Number",NULL,"No. 717, Wing B-5, Lower Parel,?Bhawani Mata Building,?N.M. Joshi Marg ",Mumbai,505,Maharashtra,IN,400013,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1946,"Sunbeam Appliancesﾋ","No GST Number",NULL,"Row House - 37/38,Vasant Vihar Row House Chs,Pokharan Rd. No.2, Vasant Vihar,Thane (W) ",Mumbai,505,Maharashtra,IN,400610,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1947,"Sunderlal and Sons","No GST Number",NULL,"No:11, Narayan Dhuru Lane, Nagdevi Street ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1948,"Sunon Wealth Technologies Pvt. Ltd. ","No GST Number",NULL,"52B / 4Lm, Chotani Bldg., Proctor Rd.,Grant Rd (E) ",Mumbai,505,Maharashtra,IN,400007,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1950,"Sunshine Weld Tech Pvt. Ltd.","No GST Number",NULL,"4610, Gali Shahtra, Inside Ajmeri Gate ","Delhi ",869,"New Delhi",IN,110006,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1951,"Surabhi Ceramics","No GST Number",NULL,"No. 38/40, V.V. Chandan Street, 2Nd Floor, Room No. 12 Masjid Bunder West, Mahasthan Bhuvan, ",Mumbai,505,Maharashtra,IN,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1952,"Suraj BarCoding Systems","No GST Number",NULL,"Door No-02/115, Sagar Darshan, Rajiv Gandhi Nagar, Opposite L&T, Powai ",Mumbai,505,Maharashtra,IN,400076,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1953,"Surat Prestech Pvt. Ltd.","No GST Number",NULL,"B-2/101, Shanti Villa Flats, Opp.Sneh Sankul Wadi, Anand Mahal Road? ","SURAT ",496,Gujarat,IN,395009,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1954,"Synchronics Electronics Pvt. Ltd. ","No GST Number",NULL,"11,Mihir Park Society,Opposite Rajvee Towers,?Old Padra Road ","Vadodara ",496,Gujarat,IN,390020,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1956,"Yokogawa India Ltd","No GST Number",NULL,"102/A, A-101,Midc, Elegant Business Park, Off Andheri Kurla Road, Cross Rd B, J.B. Nagar, Bhim Nagar, Andheri East ",Mumbai,505,Maharashtra,IN,400059,022-2839-3706,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1957,"Badami and Son Industrial Corporation",27AAEPB8709M1ZH,NULL,"1, Kawarana Bldg, 26, P.D' Mello Road, Near Jai Centre, Wadi Bunder ",Mumbai,505,Maharashtra,IN,400009,"23707608 // 09322221610",27410383406C,NULL,27410383406V,NULL,NULL,NULL,"0,1",NULL,NULL
1958,"Trinity Electrical Syndicate (Switchgear)","No GST Number",NULL,"154, SHAMALDAS GANDHI MARG, MUMBAI SWITCH, Mumbai",Mumbai,505,Maharashtra,IN,400002,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1959,"China Bazaar City","No GST Number",NULL,"70, Sarang Street, ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1961,"Coveralls Work Wear","No GST Number",NULL,"A/603, Vrindavan Tower, Shanti Park Layout, Nr. St Joseph School, Mira Road, (East) Thane ",Mumbai,505,Maharashtra,IN,401107,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1962,"Technologies Pvt. Ltd. ","No GST Number",NULL,"Plot No. 195, Sector No. 7. Pcntda. Midc. Bhosari ",Pune,505,Maharashtra,IN,411026,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1963,"Construction Diagnostic Centre","No GST Number",NULL,"33 Vatsalya Bunglows, Nr. Vnsgu, Udhna Magdalla Road, Vesu,  ","Surat ",496,Gujarat,IN,395009,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1964,"Cassette World India Pvt. Ltd. ","No GST Number",NULL,"343, Rajesh Bldg., Opp. Lamington Rd. Police Station, D. B. Marg, ",Mumbai,505,Maharashtra,IN,400007,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1965,"Darade Techno-Care","No GST Number",NULL,"S. No. 224/1/1, Saisiddha Nagar Dighi Road, Bhosari, Pune",Pune,505,Maharashtra,IN,411039,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1967,"DRGavhane Landmarks","No GST Number",NULL,"Sr. No. 207/1, Rajyog, Bhosari-Alandi Road, Bhosari. ",Pune,505,Maharashtra,IN,400039,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1968,"Ningbo Desonh ImportandExport Co, Ltd","No GST Number",NULL,"No.777, Dongming Road, Zheohai,Niogbo, China ",Niogbo,526,Guangdong,CN,,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1969,"Ultimate Enterprises","No GST Number",NULL,"Shop No.2, Shivprabha Apartment, Opp. Yash Platinum, Dhayari Narhe Road, Near Pari Company, Pune-411041 ",Pune,505,Maharashtra,IN,411041,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1970,"EEKarachiwala and Co",27AAAFE2712M1ZK,NULL,"43/45 Narayan Rao Koli Marg (Bhandari St.), Mandvi, ",Mumbai,505,Maharashtra,IN,400003,022-23421617,27310001960C,NULL,27310001960V,NULL,AAAFE2712MEM002,NULL,"0,1",NULL,NULL
1971,"Enrich Plastic Bazar",27AADFE1061A1Z6,NULL,"260, Nagdevi Street Opp. Crawford Market",Mumbai,505,Maharashtra,IN,400003,"022 6610 9019",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1972,"Fishmat Co","No GST Number",NULL,"19, M. Narayanrao Koli Marg, Next To Masjid Post Office ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1973,"F.K.Motiwala and Co","No GST Number",NULL,"92, Sarang Street ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1974,"Flora Collection","No GST Number",NULL,"409, Shaikh Memon Street, Crowford Market ",Mumbai,505,Maharashtra,IN,400002,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1975,"Giriraj Trading Corporation","No GST Number",NULL,"35, Bibijan Street, Ground Floor ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1976,"Gruppe Littlesilver","No GST Number",NULL,"Sterling Centre, 4Th Floof Drz Annie Besant Road, Worli, ",Mumbai,505,Maharashtra,IN,400018,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1977,"Guddu Gp Plastics","No GST Number",NULL,"Null Bazar, Abba Bldg., Erskine Road. Near Bombay Lungie Mart, ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1978,"Hitachi Koki India Pvt. Ltd.","No GST Number",NULL,"Plot No. 38. Service Industrial Area Sector No-6 Sanpada East, Navi",Mumbai,505,Maharashtra,IN,400705,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1979,"United Engineering Works","No GST Number",NULL,"Gala No 4 & 5,  Parvati Industrial Estate Dattamandir Road, Opp Radhakrishna Temple, Bandup ",Mumbai,505,Maharashtra,IN,400078,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1980,"Hilti India Pvt. Ltd.",27AAACH3583Q1Z0,NULL,"Plot No, 11, Sector 24, Turbhe, Sion- Panvel Expressway, Vashi, Opp: Sanpada Station","Navi Mumbai",505,Maharashtra,IN,421302,9272227837/34,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
1981,"Trustwell Automation","No GST Number",NULL,"D-101, Jai Ganesh Varadhast, Opp. Kamgar Bhavan, Pimpri ",Pune,505,Maharashtra,IN,411018,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1982,"Jai Bhavani Mata Engineering Works",27ABYPS7542L1ZJ,NULL,"Plot No. 176/5, Sector No. 7, P.C.N.T.D.A Bhosari. ",Pune,505,Maharashtra,IN,411026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1983,"Jay Mahalaxmi Traders","No GST Number",NULL,"118, Narayan Dhuru Street, Gr. Floor, ",Mumbai,505,Maharashtra,IN,400003,23442102/23400699,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
1984,"J.P. Switchgear Distributors Pvt. Ltd. ","No GST Number",NULL,"2/10, Gopd Niwas, 133, Princess Street, ",Mumbai,505,Maharashtra,IN,400002,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1985,"H.M Shafiq MAtiq","No GST Number",NULL,"81, Sarang Street, Opp. Crawford Market. ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1986,"Mrk Healthcare - Quality Medical Devices","No GST Number",NULL,"B4/5 Byculla Service Industries Premises, Sussex Road, D.K.Marg, Byculla  ",Mumbai,505,Maharashtra,IN,400027,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1987,"Indiabulls Housing Finance Ltd","No GST Number",NULL,"Office No.57-58, Upper Ground Floor, Tapaswi Plaza, Old Pune-Mumbai Higllway, Akurdi, ",Pune,505,Maharashtra,IN,411019,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1988,"K.Z. Trading Co.","No GST Number",NULL,"153, Nagdevi Street, ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1989,"Kailash Corporation","No GST Number",NULL,"33, Nagdevi Street, Esmail Manzil, Room No.5, Mezzanine Floor ",Mumbai,505,Maharashtra,IN,400003,,NULL,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL
1990,"Laxmi Fabricators","No GST Number",NULL,"15/F, Kurla Industrial Estate, N.S.S. Road, Ghatkopar (W), ",Mumbai,505,Maharashtra,IN,400086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
