idbmro_sap_hsn_mapping,internal_key,chapter,tariff_heading,tariff_subheading,description,hsn,is_service,tax_code
1400,1553,2306,61,4,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.61.04,NULL,"GST 0%"
1401,1554,2306,61,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.61.09,NULL,"GST 0%"
1402,1555,2306,62,1,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.62.01,NULL,"GST 0%"
1403,1556,2306,62,2,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.62.02,NULL,"GST 0%"
1404,1557,2306,62,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.62.09,NULL,"GST 0%"
1405,1558,2306,63,1,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.63.01,NULL,"GST 0%"
1406,1559,2306,63,2,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.63.02,NULL,"GST 0%"
1407,1560,2306,63,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.63.09,NULL,"GST 0%"
1408,1561,2306,64,10,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.64.10,NULL,"GST 0%"
1409,1562,2306,64,90,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.64.90,NULL,"GST 0%"
1410,1563,2306,65,1,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.65.01,NULL,"GST 0%"
1411,1564,2306,65,2,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.65.02,NULL,"GST 0%"
1412,1565,2306,65,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.65.09,NULL,"GST 0%"
1413,1566,2306,66,0,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.66.00,NULL,"GST 0%"
1414,1567,2306,69,1,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.69.01,NULL,"GST 0%"
1415,1568,2306,69,2,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.69.02,NULL,"GST 0%"
1416,1569,2306,69,3,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.69.03,NULL,"GST 0%"
1417,1570,2306,69,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2306.69.09,NULL,"GST 0%"
1418,1571,2309,91,0,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.91.00,NULL,"GST 0%"
1419,1572,2309,99,1,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.99.01,NULL,"GST 0%"
1420,1573,2309,99,2,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.99.02,NULL,"GST 0%"
1421,1574,2309,99,3,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.99.03,NULL,"GST 0%"
1422,1575,2309,99,9,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.99.09,NULL,"GST 0%"
1423,1576,2309,99,22,"Aquatic feed including shrimp feed and prawn feed, poultry feed & cattle feed, including grass, hay & straw, supplement",2309.99.22,NULL,"GST 0%"
914,1067,1107,71,0,"Malt, whether or not roasted",1107.71.00,NULL,"GST 18%"
915,1068,1107,72,0,"Malt, whether or not roasted",1107.72.00,NULL,"GST 18%"
1013,1166,1302,21,10,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.10,NULL,"GST 18%"
1014,1167,1302,21,20,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.20,NULL,"GST 18%"
1015,1168,1302,21,30,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.30,NULL,"GST 18%"
1016,1169,1302,21,91,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.91,NULL,"GST 18%"
1017,1170,1302,21,92,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.92,NULL,"GST 18%"
1018,1171,1302,21,93,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.93,NULL,"GST 18%"
1019,1172,1302,21,99,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.21.99,NULL,"GST 18%"
1020,1173,1302,22,0,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.22.00,NULL,"GST 18%"
1021,1174,1302,23,10,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.10,NULL,"GST 18%"
1022,1175,1302,23,21,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.21,NULL,"GST 18%"
1023,1176,1302,23,22,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.22,NULL,"GST 18%"
1024,1177,1302,23,23,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.23,NULL,"GST 18%"
1025,1178,1302,23,24,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.24,NULL,"GST 18%"
1026,1179,1302,23,29,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.29,NULL,"GST 18%"
1027,1180,1302,23,90,"Vegetable saps and extracts; pectic substances, pectinates and pec-tates; agar-agar and other mucilages and thickeners,",1302.23.90,NULL,"GST 18%"
1032,1185,1404,42,0,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.42.00,NULL,"GST 18%"
1033,1186,1404,49,2,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.49.02,NULL,"GST 18%"
1034,1187,1404,49,3,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.49.03,NULL,"GST 18%"
1035,1188,1404,49,6,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.49.06,NULL,"GST 18%"
1036,1189,1404,49,7,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.49.07,NULL,"GST 18%"
1037,1190,1404,49,9,"Vegetable products not elsewhere specified or included such as cotton linters, Cotton linters, Soap nuts, Hard seeds, p",1404.49.09,NULL,"GST 18%"
1124,1277,1517,71,1,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.71.01,NULL,"GST 18%"
1125,1278,1517,71,2,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.71.02,NULL,"GST 18%"
1126,1279,1517,79,1,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.79.01,NULL,"GST 18%"
1127,1280,1517,79,2,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.79.02,NULL,"GST 18%"
1128,1281,1517,79,3,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.79.03,NULL,"GST 18%"
1129,1282,1517,79,4,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.79.04,NULL,"GST 18%"
1130,1283,1517,79,9,"Edible mixtures or preparations of vegetable fats or vegetable oils or of fractions of different vegetable fats or vege",1517.79.09,NULL,"GST 18%"
1135,1288,1521,11,1,"Vegetable waxes (other than tri- glycerides), Beeswax, other insect wax-es and spermaceti, whether or not refined or co",1521.11.01,NULL,"GST 18%"
1136,1289,1521,11,9,"Vegetable waxes (other than tri- glycerides), Beeswax, other insect wax-es and spermaceti, whether or not refined or co",1521.11.09,NULL,"GST 18%"
1137,1290,1521,19,1,"Vegetable waxes (other than tri- glycerides), Beeswax, other insect wax-es and spermaceti, whether or not refined or co",1521.19.01,NULL,"GST 18%"
1138,1291,1521,19,2,"Vegetable waxes (other than tri- glycerides), Beeswax, other insect wax-es and spermaceti, whether or not refined or co",1521.19.02,NULL,"GST 18%"
1139,1292,1521,19,9,"Vegetable waxes (other than tri- glycerides), Beeswax, other insect wax-es and spermaceti, whether or not refined or co",1521.19.09,NULL,"GST 18%"
1140,1293,1522,20,1,"Degras, residues resulting from the treatment of fatty substances or an-imal or vegetable waxes",1522.20.01,NULL,"GST 18%"
1141,1294,1522,20,2,"Degras, residues resulting from the treatment of fatty substances or an-imal or vegetable waxes",1522.20.02,NULL,"GST 18%"
1142,1295,1522,20,9,"Degras, residues resulting from the treatment of fatty substances or an-imal or vegetable waxes",1522.20.09,NULL,"GST 18%"
1189,1342,1701,11,20,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.20,NULL,"GST 18%"
1190,1343,1701,11,31,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.31,NULL,"GST 18%"
1191,1344,1701,11,32,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.32,NULL,"GST 18%"
1192,1345,1701,11,39,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.39,NULL,"GST 18%"
1193,1346,1701,11,41,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.41,NULL,"GST 18%"
1194,1347,1701,11,42,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.42,NULL,"GST 18%"
1195,1348,1701,11,49,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.11.49,NULL,"GST 18%"
1196,1349,1701,19,10,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.19.10,NULL,"GST 18%"
1197,1350,1701,19,91,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.19.91,NULL,"GST 18%"
1198,1351,1701,19,99,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1701.19.99,NULL,"GST 18%"
1199,1352,1702,21,11,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.21.11,NULL,"GST 18%"
1200,1353,1702,21,19,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.21.19,NULL,"GST 18%"
1201,1354,1702,21,91,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.21.91,NULL,"GST 18%"
1202,1355,1702,21,99,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.21.99,NULL,"GST 18%"
1203,1356,1702,22,1,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.22.01,NULL,"GST 18%"
1204,1357,1702,22,9,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.22.09,NULL,"GST 18%"
1205,1358,1702,23,1,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.23.01,NULL,"GST 18%"
1206,1359,1702,23,2,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.23.02,NULL,"GST 18%"
1207,1360,1702,23,3,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.23.03,NULL,"GST 18%"
1208,1361,1702,24,1,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.24.01,NULL,"GST 18%"
1209,1362,1702,24,2,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.24.02,NULL,"GST 18%"
1210,1363,1702,24,3,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.24.03,NULL,"GST 18%"
1211,1364,1702,25,0,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.25.00,NULL,"GST 18%"
1212,1365,1702,26,1,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.26.01,NULL,"GST 18%"
1213,1366,1702,26,9,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.26.09,NULL,"GST 18%"
1214,1367,1702,29,1,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.01,NULL,"GST 18%"
1215,1368,1702,29,2,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.02,NULL,"GST 18%"
1216,1369,1702,29,3,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.03,NULL,"GST 18%"
1217,1370,1702,29,4,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.04,NULL,"GST 18%"
1218,1371,1702,29,5,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.05,NULL,"GST 18%"
1219,1372,1702,29,9,"Jaggery of all types including Cane Jaggery (gur) and Palmyra Jaggery",1702.29.09,NULL,"GST 18%"
1244,1397,1901,11,1,"Preparations suitable for infants or young children, put up for retail sale (inserted w.e.f 14/11/2017 : Malt extract,",1901.11.01,NULL,"GST 18%"
1245,1398,1901,11,9,"Preparations suitable for infants or young children, put up for retail sale (inserted w.e.f 14/11/2017 : Malt extract,",1901.11.09,NULL,"GST 18%"
1246,1399,1901,19,1,"Preparations suitable for infants or young children, put up for retail sale (inserted w.e.f 14/11/2017 : Malt extract,",1901.19.01,NULL,"GST 18%"
1247,1400,1901,19,9,"Preparations suitable for infants or young children, put up for retail sale (inserted w.e.f 14/11/2017 : Malt extract,",1901.19.09,NULL,"GST 18%"
1248,1401,1902,21,10,"Seviyan (vermicelli)",1902.21.10,NULL,"GST 18%"
1249,1402,1902,21,90,"Seviyan (vermicelli)",1902.21.90,NULL,"GST 18%"
1250,1403,1902,22,1,"Seviyan (vermicelli)",1902.22.01,NULL,"GST 18%"
1251,1404,1902,22,9,"Seviyan (vermicelli)",1902.22.09,NULL,"GST 18%"
1252,1405,1902,23,1,"Seviyan (vermicelli)",1902.23.01,NULL,"GST 18%"
1253,1406,1902,23,9,"Seviyan (vermicelli)",1902.23.09,NULL,"GST 18%"
1254,1407,1902,24,1,"Seviyan (vermicelli)",1902.24.01,NULL,"GST 18%"
1255,1408,1902,24,9,"Seviyan (vermicelli)",1902.24.09,NULL,"GST 18%"
1256,1409,1904,41,1,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.41.01,NULL,"GST 18%"
1257,1410,1904,41,3,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.41.03,NULL,"GST 18%"
1258,1411,1904,41,9,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.41.09,NULL,"GST 18%"
1259,1412,1904,42,0,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.42.00,NULL,"GST 18%"
1260,1413,1904,43,0,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.43.00,NULL,"GST 18%"
1261,1414,1904,49,0,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly",1904.49.00,NULL,"GST 18%"
1272,1425,2006,60,0,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glac̩ or crystallised)",2006.60.00,NULL,"GST 18%"
1273,1426,2001,11,0,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",2001.11.00,NULL,"GST 18%"
1274,1427,2001,19,0,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",2001.19.00,NULL,"GST 18%"
1275,1428,2002,21,0,"Tomatoes prepared or preserved otherwise than by vinegar or acetic acid",2002.21.00,NULL,"GST 18%"
1276,1429,2002,29,0,"Tomatoes prepared or preserved otherwise than by vinegar or acetic acid",2002.29.00,NULL,"GST 18%"
1277,1430,2003,31,0,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid",2003.31.00,NULL,"GST 18%"
1278,1431,2003,39,1,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid",2003.39.01,NULL,"GST 18%"
1279,1432,2003,39,9,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid",2003.39.09,NULL,"GST 18%"
1280,1433,2004,41,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading",2004.41.00,NULL,"GST 18%"
1281,1434,2004,49,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading",2004.49.00,NULL,"GST 18%"
1282,1435,2005,51,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.51.00,NULL,"GST 18%"
1283,1436,2005,52,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.52.00,NULL,"GST 18%"
1284,1437,2005,54,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.54.00,NULL,"GST 18%"
1285,1438,2005,55,10,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.55.10,NULL,"GST 18%"
1286,1439,2005,55,90,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.55.90,NULL,"GST 18%"
1287,1440,2005,56,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.56.00,NULL,"GST 18%"
1288,1441,2005,57,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.57.00,NULL,"GST 18%"
1289,1442,2005,58,0,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.58.00,NULL,"GST 18%"
1290,1443,2005,59,10,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.59.10,NULL,"GST 18%"
1291,1444,2005,59,90,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of hea",2005.59.90,NULL,"GST 18%"
1292,1445,2007,71,0,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.71.00,NULL,"GST 18%"
1293,1446,2007,79,10,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.10,NULL,"GST 18%"
1294,1447,2007,79,91,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.91,NULL,"GST 18%"
1295,1448,2007,79,92,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.92,NULL,"GST 18%"
1296,1449,2007,79,93,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.93,NULL,"GST 18%"
1297,1450,2007,79,94,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.94,NULL,"GST 18%"
1298,1451,2007,79,99,"Jams, fruit jellies, marmalades, fruit or nut pur̩e and fruit or nut pastes, obtained by cooking, whether or not conta",2007.79.99,NULL,"GST 18%"
1299,1452,2008,81,10,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.10,NULL,"GST 18%"
1300,1453,2008,81,91,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.91,NULL,"GST 18%"
1301,1454,2008,81,92,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.92,NULL,"GST 18%"
1302,1455,2008,81,93,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.93,NULL,"GST 18%"
1303,1456,2008,81,94,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.94,NULL,"GST 18%"
1304,1457,2008,81,99,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.81.99,NULL,"GST 18%"
1305,1458,2008,82,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.82.00,NULL,"GST 18%"
1306,1459,2008,83,1,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.83.01,NULL,"GST 18%"
1307,1460,2008,83,9,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.83.09,NULL,"GST 18%"
1308,1461,2008,84,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.84.00,NULL,"GST 18%"
1309,1462,2008,85,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.85.00,NULL,"GST 18%"
1310,1463,2008,86,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.86.00,NULL,"GST 18%"
1311,1464,2008,87,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.87.00,NULL,"GST 18%"
1312,1465,2008,88,0,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.88.00,NULL,"GST 18%"
1313,1466,2008,88,91,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.88.91,NULL,"GST 18%"
1314,1467,2008,88,99,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.88.99,NULL,"GST 18%"
1315,1468,2008,89,10,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.89.10,NULL,"GST 18%"
1316,1469,2008,89,20,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.89.20,NULL,"GST 18%"
1317,1470,2008,89,30,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.89.30,NULL,"GST 18%"
1318,1471,2008,89,91,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.89.91,NULL,"GST 18%"
1319,1472,2008,89,99,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or",2008.89.99,NULL,"GST 18%"
1346,1499,2104,41,1,"Soups and broths and preparations therefor; homogenised composite food preparations",2104.41.01,NULL,"GST 18%"
1347,1500,2104,41,9,"Soups and broths and preparations therefor; homogenised composite food preparations",2104.41.09,NULL,"GST 18%"
1348,1501,2104,42,0,"Soups and broths and preparations therefor; homogenised composite food preparations",2104.42.00,NULL,"GST 18%"
1367,1520,2201,11,1,"Water [other than aerated, mineral, purified, distilled, medicinal, ionic, battery, de-mineralized and water sold in se",2201.11.01,NULL,"GST 18%"
1368,1521,2201,11,2,"Water [other than aerated, mineral, purified, distilled, medicinal, ionic, battery, de-mineralized and water sold in se",2201.11.02,NULL,"GST 18%"
1369,1522,2201,19,9,"Water [other than aerated, mineral, purified, distilled, medicinal, ionic, battery, de-mineralized and water sold in se",2201.19.09,NULL,"GST 18%"
1370,1523,2207,71,1,"Ethyl alcohol and other spirits, denatured, of any strength",2207.71.01,NULL,"GST 18%"
1371,1524,2207,71,9,"Ethyl alcohol and other spirits, denatured, of any strength",2207.71.09,NULL,"GST 18%"
1372,1525,2207,72,0,"Ethyl alcohol and other spirits, denatured, of any strength",2207.72.00,NULL,"GST 18%"
1373,1526,2209,90,1,"Vinegar and substitutes for vinegar obtained from acetic acid",2209.90.01,NULL,"GST 18%"
1374,1527,2209,90,2,"Vinegar and substitutes for vinegar obtained from acetic acid",2209.90.02,NULL,"GST 18%"
1375,1528,2209,90,9,"Vinegar and substitutes for vinegar obtained from acetic acid",2209.90.09,NULL,"GST 18%"
1445,1598,2503,30,9,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur (deleted w.e.f 14/11/2017",2503.30.09,NULL,"GST 18%"
1637,1790,2619,90,1,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",2619.90.01,NULL,"GST 18%"
1638,1791,2619,90,9,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",2619.90.09,NULL,"GST 18%"
1639,1792,2620,1,10,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.01.10,NULL,"GST 18%"
1640,1793,2620,1,90,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.01.90,NULL,"GST 18%"
1641,1794,2620,2,10,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.02.10,NULL,"GST 18%"
1642,1795,2620,2,90,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.02.90,NULL,"GST 18%"
1643,1796,2620,3,1,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.03.01,NULL,"GST 18%"
1644,1797,2620,3,9,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.03.09,NULL,"GST 18%"
1645,1798,2620,4,1,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.04.01,NULL,"GST 18%"
1646,1799,2620,4,9,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.04.09,NULL,"GST 18%"
1647,1800,2620,6,0,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.06.00,NULL,"GST 18%"
1648,1801,2620,9,10,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.09.10,NULL,"GST 18%"
1649,1802,2620,9,90,"Slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds",2620.09.90,NULL,"GST 18%"
1650,1803,2621,11,0,"Other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste [inserted w",2621.11.00,NULL,"GST 18%"
1651,1804,2621,19,0,"Other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste [inserted w",2621.19.00,NULL,"GST 18%"
1672,1825,2707,71,0,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.71.00,NULL,"GST 18%"
1673,1826,2707,72,0,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.72.00,NULL,"GST 18%"
1674,1827,2707,73,0,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.73.00,NULL,"GST 18%"
1675,1828,2707,74,0,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.74.00,NULL,"GST 18%"
