idcompany_gstinfo,cmp_id,cmp_name,gst_num,gst_file,address,city,state_code,state_name,country,pincode,telephone,cst_num,cst_file,vat_num,vat_file,ed_num,ed_file,shippingfirstname,shippinglastname,sap_row_num,gst_type,tan_num,sap_row_num
1539,1,"GE India Industrial Pvt. Ltd.",37AAACG4901D1Z3,NULL,"Mytrah Energy (India) Ltd A/C. Mytrah Vayu (Tungabhadra) Pvt. Ltd 
 Chinnahulti Village",Kurnool,486,"Andhra Pradesh",IN,516401,NULL,,NULL,,NULL,,NULL,NULL,NULL,"56,57",NULL,NULL,"56,57"
1540,1,"GE India Industrial Pvt. Ltd.",24AAACG4901D1ZA,NULL,"C/o- IL&FS Energy Development company  Mota Khadaba, Tehsil-Lalpur",Jamnagar,496,Gujarat,IN,361170,"9672399361 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"58,59",NULL,NULL,"58,59"
1541,1,"GE India Industrial Pvt. Ltd.",09AAACG4901D1Z2,NULL,"Unit No. 706 And 707, Titanium, 7Th Floor, Shalimar Corporate Park, Tc/G-1/1 Vibhuti Khand, Gomti Nagar","Lucknow -",517,"Uttar Pradesh",IN,226010,NULL,,NULL,,NULL,,NULL,NULL,NULL,"60,61",NULL,NULL,"60,61"
1542,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"361/362, Solitaire Corporate Park 
 M. Vasanji Road, Chakala 
 Andheri (E)",Mumbai,505,Maharashtra,IN,400093,NULL,,NULL,,NULL,,NULL,NULL,NULL,"62,63",NULL,NULL,"62,63"
1543,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"Vatika Business Centre, 7Th Floor,
 Wing - B, Supreme Business Park, Hiranandani Gardens, Powai",Mumbai,505,Maharashtra,IN,400076,NULL,,NULL,,NULL,,NULL,NULL,NULL,"64,65",NULL,NULL,"64,65"
1544,1,"GE India Industrial Pvt. Ltd.",37AAACG4901D1Z3,NULL,"Ge Site Office Kandi Project, C/O. Ptc Energy Limited, C/O Ecoren Energy India Private Limited, D Agraharam Village, Ivrcl Crusher Road, B Mattam Mandal, Mydukur To Badvel Road",Mydukur,486,"Andhra Pradesh",IN,516503,NULL,,NULL,,NULL,,NULL,NULL,NULL,"66,67",NULL,NULL,"66,67"
1545,1,"GE India Industrial Pvt. Ltd.",07AAACG4901D1Z6,NULL,"A 18, First Floor, Okhla Industrial Area, Phase-II","New Delhi",494,Delhi,IN,110020,NULL,,NULL,,NULL,,NULL,NULL,NULL,"68,69",NULL,NULL,"68,69"
1546,1,"GE India Industrial Pvt. Ltd.",19AAACG4901D1Z1,NULL,"Plot No 62, Millenium City Information Technology Park, 11Th Floor, Block Dn, Sector V, Bidhan Nagar, Saltlake, North 24",Parganas,519,"West Bengal",IN,700064,NULL,,NULL,,NULL,,NULL,NULL,NULL,"70,71",NULL,NULL,"70,71"
1547,1,"GE India Industrial Pvt. Ltd.",08AAACG4901D1Z4,NULL,"H-17/A, Heera Colony, Aabkari Road",Pratapgarh,513,Rajasthan,IN,312605,NULL,,NULL,,NULL,,NULL,NULL,NULL,"72,73",NULL,NULL,"72,73"
1548,1,"GE India Industrial Pvt. Ltd.",08AAACG4901D1Z4,NULL,"Kasara No - 322,325 Tanda 
 Village ? Kulmipura",Pratapgarh,513,Rajasthan,IN,312605,NULL,,NULL,,NULL,,NULL,NULL,NULL,"74,75",NULL,NULL,"74,75"
1549,1,"GE India Industrial Pvt. Ltd.",08AAACG4901D1Z4,NULL,"Village : Bhagawanpura, P/O: Dhamotar
 Tehsil: Pratapgarh",Pratapgarh,513,Rajasthan,IN,312605,NULL,,NULL,,NULL,,NULL,NULL,NULL,"76,77",NULL,NULL,"76,77"
1550,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"Plot A78/1, MIDC Chakan Industrial Area, Phase 2, Village Vasuli",Pune,505,Maharashtra,IN,410501,9923756200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78,79",1,NULL,"78,79"
1551,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"C/O, UT Worldwide (India) Private Limited, Plot No : A-22/1",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"80,81",NULL,NULL,"80,81"
1552,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"C/O TCI - Supply Chain Solutions Plot No : 623 To 625/1,Opposite Bajaj Main Gate,Village : Mahalunge, Chakan, Khed",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"82,83",NULL,NULL,"82,83"
1553,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"TCI Ware House, Opp Bajaj Electricals, Chakan MIDC",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"84,85",NULL,NULL,"84,85"
1554,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"Ratnagiri Wind Power Project Private Limited, Greenko, Palsi Village, Taluka: - Patan Dist.:- Satara",Satara,505,Maharashtra,IN,445211,NULL,,NULL,,NULL,,NULL,NULL,NULL,"86,87",NULL,NULL,"86,87"
1555,1,"GE India Industrial Pvt. Ltd.",27AAACG4901D1Z4,NULL,"Survey No. 140/4 and 140/5 Shivadarshan Colony Pune Bangalore Road Land Mark: Near D Mart Malkapur Taluka, Karad Satara(Dist.)",Satara,505,Maharashtra,IN,415110,7350578611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"88,89",NULL,NULL,"88,89"
1556,1,"GE India Industrial Pvt. Ltd.",33AAACG4901D1ZB,NULL,"505, Bbm Building,
 Avaraikulam, Tirunelveli",Tirunelveli,515,"Tamil Nadu",IN,627105,NULL,,NULL,,NULL,,NULL,NULL,NULL,"90,91",NULL,NULL,"90,91"
1557,1,"GE India Industrial Pvt. Ltd.",24AAACG4901D1ZA,NULL,"299/300, Ground Floor GIDC, Vadodara Makarpura Industrial",Vadodara,496,Gujarat,IN,390010,NULL,,NULL,,NULL,,NULL,NULL,NULL,"92,93",NULL,NULL,"92,93"
1559,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",19AAACG4901D1Z1,NULL,"C/O.Schenker India Pvt Ltd, 02-155/52, Budge Budge Trunk Road, Putkhali Nagri",Kolkata,519,"West Bengal",IN,700141,NULL,,NULL,,NULL,,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
1560,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",37AAACG4901D1Z3,NULL,"C/o Greenko Rayala Wind Project Pvt. Ltd., 22/33KV Substation, Near Muttala Village, Atmakur",Anantapur,486,"Andhra Pradesh",IN,515751,8308485447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4,5",NULL,NULL,"4,5"
1561,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",37AAACG4901D1Z3,NULL,"C/o Blyth Wind Park Private Ltd, Survey no: 401/1C, Idukal Road, Kalyandurgam",Ananthapur,486,"Andhra Pradesh",IN,515761,NULL,,NULL,,NULL,,NULL,NULL,NULL,"6,7",NULL,NULL,"6,7"
1562,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"601, 6th Floor, RMZ Infinity, Tower B Old Madras Road",Bangalore,501,Karnataka,IN,560016,NULL,,NULL,,NULL,,NULL,NULL,NULL,"8,9",NULL,NULL,"8,9"
1563,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"73/1 Brigade Metropolis, 7th Floor, Sumit Tower-B, Whitelfield Road, Mahadevpura Post",Bangalore,501,Karnataka,IN,560066,9958512566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10,11",NULL,NULL,"10,11"
1564,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"# 42/1, 45/14, Electronic City Phase II, Hosur Road, Bangalore Urban",Bangalore,501,Karnataka,IN,560100,NULL,,NULL,,NULL,,NULL,NULL,NULL,"12,13",NULL,NULL,"12,13"
1565,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"53-C,Hoskote Indl Area,Chintamani Road,Hoskote",Bangalore,501,Karnataka,IN,562114,NULL,,NULL,,NULL,,NULL,NULL,NULL,"14,15",NULL,NULL,"14,15"
1566,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"601 , 6th Floor, Tower B, RXM Infinity Old Madras Road",Bangalore,501,Karnataka,IN,560016,NULL,,NULL,,NULL,,NULL,NULL,NULL,"16,17",NULL,NULL,"16,17"
1567,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"C/O Agility Logistics Pvt Ltd,Shed No. 8, 9, No. 31,18th KM, Old Madras Road,Vigronagar Post",Bangalore,501,Karnataka,IN,560049,NULL,,NULL,,NULL,,NULL,NULL,NULL,"18,19",NULL,NULL,"18,19"
1568,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"Ground Floor (Rear Side), Sy. No.43, 44/3(P), 46(P) Velankani Information Systems Campus Phase II Electronics City Hosur Road",Bangalore,501,Karnataka,IN,560100,NULL,,NULL,,NULL,,NULL,NULL,NULL,"20,21",NULL,NULL,"20,21"
1569,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"Rmz Nxt Building, No. 302, Campus 2A,3Rd Floor, Whitefield Main Road, Sonnenahalli",Bangalore,501,Karnataka,IN,560066,NULL,,NULL,,NULL,,NULL,NULL,NULL,"22,23",NULL,NULL,"22,23"
1570,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",29AAACG4901D1Z0,NULL,"49.3 MW wind farm, Bastwad, Birnal, Byakud and Savasuddi villages, Near Raybag Taluk, Belagavi",Bangalore,501,Karnataka,IN,590001,NULL,,NULL,,NULL,,NULL,NULL,NULL,"24,25",NULL,NULL,"24,25"
1571,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",04AAACG4901D1ZC,NULL,"Palladium Tower, 2Nd Floor, Plot No. 181/46, Phase I, Industrial Area",Chandigarh,490,Chandigarh,IN,160002,NULL,,NULL,,NULL,,NULL,NULL,NULL,"26,27",NULL,NULL,"26,27"
1572,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"Plot No. 29 SP, Ramnath Towers, Block No. 5, Floor 3rd, Thiru Vi Ka Industrial Estate, Ekkaduthangal , Guindy",Chennai,515,"Tamil Nadu",IN,600032,NULL,,NULL,,NULL,,NULL,NULL,NULL,"28,29",NULL,NULL,"28,29"
1573,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"C/o Schenker India Pvt. Ltd, No. 426/3, Killi Road, Madhavaram,Manjambakkam",Chennai,515,"Tamil Nadu",IN,600110,NULL,,NULL,,NULL,,NULL,NULL,NULL,"30,31",NULL,NULL,"30,31"
1574,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"Plot - 12A Sp, Kamak Towers, Thiru Vi Ka Industrial Estate, Ekkatuthangal, Guindy",Chennai,515,"Tamil Nadu",IN,600032,NULL,,NULL,,NULL,,NULL,NULL,NULL,"32,33",NULL,NULL,"32,33"
1575,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"9th (part), 10th, 11th Floor of Cambridge Tower, Ramanujan IT City SEZ, Taramani",Chennai,515,"Tamil Nadu",IN,600113,NULL,,NULL,,NULL,,NULL,NULL,NULL,"34,35",NULL,NULL,"34,35"
1576,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"5th Floor (Module 2, 3 and 4) of Neville Tower, Ramanujan IT City SEZ, Taramani",Chennai,515,"Tamil Nadu",IN,600113,NULL,,NULL,,NULL,,NULL,NULL,NULL,"36,37",NULL,NULL,"36,37"
1577,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Yogesh Colony, Sakri (T) Dahivel",Dhule,505,Maharashtra,IN,424304,NULL,,NULL,,NULL,,NULL,NULL,NULL,"38,39",NULL,NULL,"38,39"
1578,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",37AAACG4901D1Z3,NULL,"Suite No. 3, Cosy World Resorts Limited, Nagamalli Thota, Kakinada","East Godavari",486,"Andhra Pradesh",IN,533003,NULL,,NULL,,NULL,,NULL,NULL,NULL,"40,41",NULL,NULL,"40,41"
1579,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",32AAACG4901D1ZD,NULL,"37/993 H, Arya Bhangy Pinnacle, 5Th Floor, Sahodaran Ayyappan Road",Elamkulam,502,Kerala,IN,682019,NULL,,NULL,,NULL,,NULL,NULL,NULL,"42,43",NULL,NULL,"42,43"
1580,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",06AAACG4901D1Z8,NULL,"Bldg-7A, 1St, 4Th, 5Th, 6Th Floor, Dlf Cyber City Dlf Phase-IIi, Sector -25A",Gurugram,497,Haryana,IN,122002,NULL,,NULL,,NULL,,NULL,NULL,NULL,"44,45",NULL,NULL,"44,45"
1581,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",36AAACG4901D1Z5,NULL,"Premises No. 1-8-359 To 363, 6Th Floor, Center Point, Sardar Patel Road, Secunderabad",Hyderabad,870,Telangana,IN,500003,NULL,,NULL,,NULL,,NULL,NULL,NULL,"46,47",NULL,NULL,"46,47"
1582,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",36AAACG4901D1Z5,NULL,"63 4 SY NO 157 158 159, Kompally Village",Hyderabad,870,Telangana,IN,500014,NULL,,NULL,,NULL,,NULL,NULL,NULL,"48,49",NULL,NULL,"48,49"
1583,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",08AAACG4901D1Z4,NULL,"F-110, First Floor, Sangam Tower, Church Road",Jaipur,513,Rajasthan,IN,302001,NULL,,NULL,,NULL,,NULL,NULL,NULL,"50,51",NULL,NULL,"50,51"
1584,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",08AAACG4901D1Z4,NULL,"C/o Mytrah, Nidhi Wind Farm, Habur Village, District",Jaisalmer,513,Rajasthan,IN,345001,NULL,,NULL,,NULL,,NULL,NULL,NULL,"52,53",NULL,NULL,"52,53"
1585,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",24AAACG4901D1ZA,NULL,"Tata chemicals Ltd., Mithapur",Jamnagar,496,Gujarat,IN,361345,NULL,,NULL,,NULL,,NULL,NULL,NULL,"54,55",NULL,NULL,"54,55"
1586,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Shrenik Industries Pvt. Ltd., Gate No. 355, Majale",Kolhapur,505,Maharashtra,IN,416109,NULL,,NULL,,NULL,,NULL,NULL,NULL,"56,57",NULL,NULL,"56,57"
1587,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",09AAACG4901D1Z2,NULL,"Unit No. 706 And 707, Titanium, 7Th Floor, Shalimar Corporate Park, Tc/G-1/1 Vibhuti Khand, Gomti Nagar",Lucknow,517,"Uttar Pradesh",IN,226010,NULL,,NULL,,NULL,,NULL,NULL,NULL,"58,59",NULL,NULL,"58,59"
1588,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"361/362, Solitaire Corporate Park, M.VasanJi Road, Chakala, Andheri East",Mumbai,505,Maharashtra,IN,400093,NULL,,NULL,,NULL,,NULL,NULL,NULL,"60,61",NULL,NULL,"60,61"
1589,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"9th Floor, Express Tower Nariman Point",Mumbai,505,Maharashtra,IN,400021,NULL,,NULL,,NULL,,NULL,NULL,NULL,"62,63",NULL,NULL,"62,63"
1590,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"C 402, C 404, DELPHI C Wing, Hiranandani Business Park - Village, Powai",Mumbai,505,Maharashtra,IN,400076,NULL,,NULL,,NULL,,NULL,NULL,NULL,"64,65",NULL,NULL,"64,65"
1591,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Unit No. 401 and 1102, A Wing, Kensington IT/ITES SEZ, Hiranandani Business Park, Powai",Mumbai,505,Maharashtra,IN,400076,NULL,,NULL,,NULL,,NULL,NULL,NULL,"66,67",NULL,NULL,"66,67"
1592,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Unit No. 6A, 63A,SDF I,SEEPZ SEZ, Andheri (E)",Mumbai,505,Maharashtra,IN,400096,NULL,,NULL,,NULL,,NULL,NULL,NULL,"68,69",NULL,NULL,"68,69"
1593,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Vatika Business Centre Business Suit 42,43,48,49,59, 7Th Floor, B-Wing Supreme Business Park Hiranandani Gardens Behind Lake Castle Building Powai",Mumbai,505,Maharashtra,IN,400076,NULL,,NULL,,NULL,,NULL,NULL,NULL,"70,71",NULL,NULL,"70,71"
1594,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",07AAACG4901D1Z6,NULL,"A 18, First Floor, Okhla Industrial Area, Phase-II","New Delhi",494,Delhi,IN,110020,NULL,,NULL,,NULL,,NULL,NULL,NULL,"72,73",NULL,NULL,"72,73"
1595,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",19AAACG4901D1Z1,NULL,"Plot No 62, Millenium City Information Technology Park, 11th Floor, Block DN, Sector V, Bidhan Nagar, Saltlake",Kolkata,519,"West Bengal",IN,700091,NULL,,NULL,,NULL,,NULL,NULL,NULL,"74,75",NULL,NULL,"74,75"
1596,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",08AAACG4901D1Z4,NULL,"C/O Welspun Energy Rajasthan Private Limited
 Bhagawanpura Village, Dhamotar Post",Pratapgarh,513,Rajasthan,IN,312605,NULL,,NULL,,NULL,,NULL,NULL,NULL,"76,77",NULL,NULL,"76,77"
1597,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"TCI - Supply Chain Soultions, Plot No 623 - 625 /1, Opp. Bajaj Main Gate, Chakan Talegaon Road",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"78,79",NULL,NULL,"78,79"
1598,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"C/O- UTI Worldwide India Pvt. Ltd.,Plot No : A-22/1,Chakan Industrial Area Phase- II, Village: Khalumbre, Tal- Khed",Pune,505,Maharashtra,IN,410501,9145657457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"80,81",1,NULL,"80,81"
1599,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"A78/1,Chakan Industrial Area, Phase-II, Village-Vasuli, Taluka-Khed",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"82,83",NULL,NULL,"82,83"
1600,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"C/ O Transport Corporation of India, Plot No 623 to 625/1, Bajaj Main gate, Chakan Talegaon Road, Mahalunge, Khed",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"84,85",NULL,NULL,"84,85"
1601,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Suit No 9,16,18, 20,52 Vatika Business park, Yerwada Tech park 1",Pune,505,Maharashtra,IN,411006,NULL,,NULL,,NULL,,NULL,NULL,NULL,"86,87",NULL,NULL,"86,87"
1602,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"UTI, A22/1, Chakan Industrial Area, Phase-II, Mahalunge",Pune,505,Maharashtra,IN,410501,NULL,,NULL,,NULL,,NULL,NULL,NULL,"88,89",NULL,NULL,"88,89"
1603,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",19AAACG4901D1Z1,NULL,"C/O Flyjac Logistics Pvt. Ltd., Holding No. G3-4/3/New, Sreema Projects Area, Budge Budge Trunk Road","South 24 Parganas",519,"West Bengal",IN,700141,NULL,,NULL,,NULL,,NULL,NULL,NULL,"90,91",NULL,NULL,"90,91"
1604,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",27AAACG4901D1Z4,NULL,"Schenker India, 46 / 1-8, IC Warehousing Complex, Dapode Road Mankoli Naka, Bhiwandi",Thane,505,Maharashtra,IN,421302,NULL,,NULL,,NULL,,NULL,NULL,NULL,"92,93",NULL,NULL,"92,93"
1605,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",33AAACG4901D1ZB,NULL,"Survey No 53/2, No. 51, C/o NTC Logistics India Pvt. Ltd., Jagaveerapandiapuram Village, Ottapidaram Taluka, Near Eppodumvenpran",Thoothukudi,515,"Tamil Nadu",IN,628722,NULL,,NULL,,NULL,,NULL,NULL,NULL,"94,95",NULL,NULL,"94,95"
1606,488,"GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005)",24AAACG4901D1ZA,NULL,"299/300, Ground Floor, GIDC, Vadodara Makarpura Industrial Estate",Vadodara,496,Gujarat,IN,390010,NULL,,NULL,,NULL,,NULL,NULL,NULL,"96,97",NULL,NULL,"96,97"
1607,130,"GE India Industrial Pvt. Ltd. (GE Energy Connections-SRGI)","No GST Number",NULL,"A - 7, Sector - 65",Noida,517,"Uttar Pradesh",IN,201307,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1608,133,"GE Infrastructure Transportation","No GST Number",NULL,"# 122, Export Promotion Industrial Park , Hoodi Village, White Field Road",Bangalore,501,Karnataka,IN,560066,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1609,134,"GE Oil and Gas (Measurement and Control Advanced Systek)",24AAACG4901D1ZA,NULL,"299/300 GIDC Makarpura",Vadodara,496,Gujarat,IN,390014,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1610,318,"GE Power Conversion India Pvt. Ltd.","No GST Number",NULL,"601, 6th Floor, RMZ Infinity, Tower B Old Madras Road",Bangalore,501,Karnataka,IN,560016,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1612,318,"GE Power Conversion India Pvt. Ltd.",33AADCC1026E2ZF,NULL,"142, Vandalur - Walajabhad Road Salamangalam Village",Padappai,515,"Tamil Nadu",IN,602105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",1,NULL,"2,3"
1613,136,"GE Power India Ltd.",24AAICA1334J1ZY,NULL,"Plot No. Sm-37, Sanand II, Industrial Estate, Sanand District",Ahmedabad,496,Gujarat,IN,382110,8826981007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1614,136,"GE Power India Ltd.","No GST Number",NULL,"Village- Shahabad Works, Mundel -Chitapur",Gulbarga,501,Karnataka,IN,585228,NULL,,NULL,,NULL,,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
1615,137,"GE Transportation Systems","No GST Number",NULL,"# 122, Export Promotion Industrial Park , Hoodi Village, White Field Road",Bangalore,501,Karnataka,IN,560066,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1616,131,"Wipro GE Healthcare Pvt. Ltd.","No GST Number",NULL,"# 122, Export Promotion Industrial Park , Hoodi Village, White Field Road",Bangalore,501,Karnataka,IN,560066,NULL,,NULL,29400000000,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1617,131,"Wipro GE Healthcare Pvt. Ltd.","No GST Number",NULL,"No.176, Pattanduru Agrahara, Hobli Village, Next Corporation Bank Atm,Hopefarm",Bangalore,501,Karnataka,IN,560066,NULL,,NULL,29400000000,NULL,,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
1618,131,"Wipro GE Healthcare Pvt. Ltd.","No GST Number",NULL,"Plot No. 4, Kadugodi Industrial Area, Sadaramangala",Bangalore,501,Karnataka,IN,560048,NULL,,NULL,29400000000,NULL,,NULL,NULL,NULL,"4,5",NULL,NULL,"4,5"
1619,138,"General Energy Management Systems Pvt. Ltd.","No GST Number",NULL,"Plot No. G27, MIDC, Jejuri Industrial Area, Tal. Purandar",Pune,505,Maharashtra,IN,412303,NULL,27830029222V,NULL,27830029222V,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1620,456,Genpact,"No GST Number",NULL,"Plot No: 22A and B, Oswal buildings, Udyog Vihar, Sector 18",Gurugram,497,Haryana,IN,122015,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1621,139,"GerOil Oil and Gas Products",27AEZPG1131P1ZZ,NULL,"A/003, Boomerang, Chandivali Farm Road, Chandivali, Andheri East",Mumbai,505,Maharashtra,IN,400072,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1622,142,"Glenmark Pharmaceuticals Ltd.","No GST Number",NULL,"Plot No.52, Industrial Estate, 
 Colvale",Bardez,495,Goa,IN,403513,NULL,,NULL,,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1623,143,"Global Marketing","No GST Number",NULL,"6/236,Divyadarshan Colony,Gorwa Road",Vadodara,496,Gujarat,IN,390003,NULL,24700000000,NULL,24700000000,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1624,149,"Gruppe Littlesilver","No GST Number",NULL,"187, GIDC Estate, Naroda",Ahmedabad,496,Gujarat,IN,382330,NULL,,NULL,27230716118V,NULL,,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
1625,149,"Gruppe Littlesilver","No GST Number",NULL,"Code- 23812, I/C Rcpt, Ankleshwar Stores, Ongc, Bharuch District",Ankleshwar,496,Gujarat,IN,393010,NULL,,NULL,27230716118V,NULL,,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
