order_number,mis_date
2000897,24-Sep-2017
2000898,25-Sep-2017
2000899,10-Sep-2017
2000900,25-Sep-2017
2000901,25-Sep-2017
2000902,21-Sep-2017
2000903,25-Sep-2017
2000904,25-Sep-2017
2000905,1-Sep-2017
2000906,25-Sep-2017
2000907,25-Sep-2017
2000908,25-Sep-2017
2000909,10-Sep-2017
2000910,25-Sep-2017
2000911,25-Sep-2017
2000912,10-Sep-2017
2000913,25-Sep-2017
2000914,10-Sep-2017
2000915,25-Sep-2017
2000916,25-Sep-2017
2000917,25-Sep-2017
2000918,1-Sep-2017
2000919,25-Sep-2017
2000920,25-Sep-2017
2000921,25-Sep-2017
2000922,25-Sep-2017
2000923,25-Sep-2017
2000924,25-Sep-2017
2000925,25-Sep-2017
2000926,25-Sep-2017
2000927,25-Sep-2017
2000928,25-Sep-2017
2000929,25-Sep-2017
2000930,25-Sep-2017
2000931,20-Sep-2017
2000932,25-Sep-2017
2000933,26-Sep-2017
2000934,26-Sep-2017
2000935,25-Sep-2017
2000936,26-Sep-2017
2000937,26-Sep-2017
2000938,26-Sep-2017
2000939,26-Sep-2017
2000940,26-Sep-2017
2000941,25-Sep-2017
2000942,25-Sep-2017
2000943,26-Sep-2017
2000944,26-Sep-2017
2000945,26-Sep-2017
2000947,26-Sep-2017
2000948,26-Sep-2017
2000949,26-Sep-2017
2000950,25-Sep-2017
2000951,26-Sep-2017
2000952,26-Sep-2017
2000953,18-Sep-2017
2000954,5-Sep-2017
2000955,26-Sep-2017
2000956,28-Apr-2017
2000957,26-Sep-2017
2000958,26-Sep-2017
2000959,26-Sep-2017
2000960,26-Sep-2017
2000961,26-Sep-2017
2000962,26-Sep-2017
2000963,26-Sep-2017
2000964,26-Sep-2017
2000965,26-Sep-2017
2000966,26-Sep-2017
2000967,26-Sep-2017
2000968,26-Sep-2017
2000969,26-Sep-2017
2000970,26-Sep-2017
2000971,26-Sep-2017
2000972,26-Sep-2017
2000973,26-Sep-2017
2000974,26-Sep-2017
2000975,26-Sep-2017
2000976,26-Sep-2017
2000977,26-Sep-2017
2000978,27-Sep-2017
2000979,27-Sep-2017
2000980,27-Sep-2017
2000981,27-Sep-2017
2000982,27-Sep-2017
2000983,27-Sep-2017
2000984,22-Sep-2017
2000985,27-Sep-2017
2000986,27-Sep-2017
2000987,27-Sep-2017
2000988,27-Sep-2017
2000989,27-Sep-2017
2000990,27-Sep-2017
2000992,30-Sep-2017
2000993,27-Sep-2017
2000994,27-Sep-2017
2000995,27-Sep-2017
2000996,1-Sep-2017
2000997,22-Sep-2017
2000998,2-Sep-2017
2000999,27-Sep-2017
2001000,4-Sep-2017
2001001,27-Sep-2017
2001002,5-Sep-2017
2001003,27-Sep-2017
2001005,25-Sep-2017
2001006,27-Sep-2017
2001007,26-Sep-2017
2001010,27-Sep-2017
2001012,27-Sep-2017
2001014,28-Sep-2017
2001015,28-Sep-2017
2001016,28-Sep-2017
2001017,29-Sep-2017
2001018,27-Sep-2017
2001019,28-Sep-2017
2001020,29-Sep-2017
2001021,29-Sep-2017
2001022,29-Sep-2017
2001023,29-Sep-2017
2001025,22-Sep-2017
2001027,24-Aug-2017
2001028,8-Sep-2017
2001029,29-Sep-2017
2001032,25-Jul-2017
2001034,3-Oct-2017
2001041,12-Sep-2017
2001042,3-Oct-2017
2001044,25-Jul-2017
2001045,5-Jun-2017
2001047,28-Sep-2017
2001051,4-Oct-2017
2001053,5-Oct-2017
2001054,28-Sep-2017
2001055,3-Oct-2017
2001056,15-Sep-2017
2001058,30-Sep-2017
2001059,30-Sep-2017
2001060,29-Sep-2017
2001061,30-Sep-2017
2001062,14-Sep-2017
2001063,30-Sep-2017
2001064,30-Sep-2017
2001065,30-Sep-2017
2001066,30-Sep-2017
2001068,30-Sep-2017
2001069,30-Sep-2017
2001070,30-Sep-2017
2001071,30-Sep-2017
2001072,30-Sep-2017
2001073,30-Sep-2017
2001074,30-Sep-2017
2001075,30-Sep-2017
2001076,30-Sep-2017
2001077,5-Oct-2017
2001078,30-Sep-2017
2001079,30-Sep-2017
2001080,30-Sep-2017
2001081,30-Sep-2017
2001083,30-Sep-2017
2001084,30-Sep-2017
2001085,30-Sep-2017
2001086,30-Sep-2017
2001087,30-Sep-2017
2001088,4-Oct-2017
2001089,30-Sep-2017
2001090,30-Sep-2017
2001091,30-Sep-2017
2001092,30-Sep-2017
2001093,30-Sep-2017
2001094,30-Sep-2017
2001095,30-Sep-2017
2001096,30-Sep-2017
2001097,30-Sep-2017
2001098,30-Sep-2017
2001099,30-Sep-2017
2001100,30-Sep-2017
2001101,30-Sep-2017
2001102,30-Sep-2017
2001103,30-Sep-2017
2001104,30-Sep-2017
2001106,30-Sep-2017
2001107,5-Oct-2017
2001108,30-Sep-2017
2001109,30-Sep-2017
2001110,30-Sep-2017
2001111,30-Sep-2017
2001112,30-Sep-2017
2001113,6-Oct-2017
2001114,30-Sep-2017
2001115,30-Sep-2017
2001116,30-Sep-2017
2001117,30-Sep-2017
2001118,30-Sep-2017
2001119,30-Sep-2017
2001120,30-Sep-2017
2001121,30-Sep-2017
2001122,30-Sep-2017
2001123,30-Sep-2017
2001124,30-Sep-2017
2001125,30-Sep-2017
2001126,30-Sep-2017
2001127,30-Sep-2017
2001128,30-Sep-2017
2001129,1-Aug-2017
2001130,1-Aug-2017
2001131,1-Aug-2017
2001132,1-Aug-2017
2001133,5-Oct-2017
2001134,1-Aug-2017
2001135,1-Aug-2017
2001136,1-Aug-2017
2001137,30-Sep-2017
2001138,30-Sep-2017
2001139,30-Sep-2017
2001140,30-Sep-2017
2001141,30-Sep-2017
2001142,1-Sep-2017
2001143,30-Sep-2017
2001144,30-Sep-2017
2001145,22-Aug-2017
2001146,1-Aug-2017
2001147,1-Aug-2017
2001148,1-Aug-2017
2001149,30-Sep-2017
2001150,1-Aug-2017
2001151,30-Sep-2017
2001152,30-Sep-2017
2001153,1-Aug-2017
2001154,1-Aug-2017
2001155,1-Aug-2017
2001156,1-Aug-2017
2001157,6-Oct-2017
2001158,1-Aug-2017
2001159,1-Aug-2017
2001161,1-Aug-2017
2001162,30-Sep-2017
2001163,1-Aug-2017
2001164,1-Aug-2017
2001165,1-Aug-2017
2001166,1-Aug-2017
2001167,1-Aug-2017
2001168,30-Sep-2017
2001169,1-Aug-2017
2001170,30-Sep-2017
2001171,1-Aug-2017
2001172,1-Aug-2017
2001173,1-Aug-2017
2001174,1-Aug-2017
2001175,1-Aug-2017
2001176,1-Aug-2017
2001177,1-Aug-2017
2001178,1-Aug-2017
2001179,1-Aug-2017
2001180,1-Aug-2017
2001181,1-Aug-2017
2001182,1-Aug-2017
2001183,1-Aug-2017
2001184,1-Aug-2017
2001185,1-Aug-2017
2001186,1-Aug-2017
2001187,1-Aug-2017
2001188,1-Aug-2017
2001189,4-Oct-2017
2001190,1-Aug-2017
2001191,1-Aug-2017
2001192,30-Sep-2017
2001193,1-Oct-2017
2001194,1-Aug-2017
2001195,1-Aug-2017
2001196,1-Aug-2017
2001197,1-Aug-2017
2001198,1-Aug-2017
2001199,1-Aug-2017
2001200,1-Aug-2017
2001201,1-Aug-2017
2001202,1-Aug-2017
2001203,1-Aug-2017
2001204,1-Aug-2017
2001205,1-Aug-2017
2001206,7-Oct-2017
2001209,1-Aug-2017
2001210,1-Aug-2017
2001211,1-Aug-2017
2001212,1-Aug-2017
2001213,24-Jul-2017
2001214,1-Aug-2017
2001215,1-Aug-2017
2001216,1-Aug-2017
2001217,1-Aug-2017
2001218,1-Aug-2017
2001219,1-Aug-2017
2001221,1-Aug-2017
2001222,1-Aug-2017
2001223,9-Oct-2017
2001225,1-Aug-2017
2001226,1-Aug-2017
2001228,1-Aug-2017
2001229,1-Aug-2017
2001230,1-Aug-2017
2001231,1-Aug-2017
2001232,9-Oct-2017
2001233,1-Aug-2017
2001234,1-Aug-2017
2001235,1-Aug-2017
2001236,1-Aug-2017
2001238,1-Aug-2017
2001239,1-Aug-2017
2001240,9-Oct-2017
2001241,7-Oct-2017
2001242,6-Oct-2017
2001243,9-Oct-2017
2001244,9-Oct-2017
2001246,1-Aug-2017
2001247,1-Aug-2017
2001248,30-Sep-2017
2001249,1-Aug-2017
2001250,6-Oct-2017
2001251,29-Sep-2017
2001254,1-Aug-2017
2001255,1-Aug-2017
2001256,1-Aug-2017
2001257,1-Aug-2017
2001258,1-Aug-2017
2001259,1-Aug-2017
2001260,1-Aug-2017
2001261,10-Oct-2017
2001264,9-Oct-2017
2001265,6-Sep-2017
2001266,6-Sep-2017
2001267,10-Oct-2017
2001268,1-Aug-2017
2001269,1-Aug-2017
2001270,1-Aug-2017
2001271,1-Aug-2017
2001272,1-Aug-2017
2001273,1-Aug-2017
2001274,10-Oct-2017
2001275,1-Aug-2017
2001276,1-Aug-2017
2001277,1-Aug-2017
2001278,1-Aug-2017
2001279,6-Sep-2017
2001280,1-Aug-2017
2001281,1-Aug-2017
2001282,1-Aug-2017
2001283,1-Aug-2017
2001284,1-Aug-2017
2001285,1-Aug-2017
2001286,1-Aug-2017
2001287,1-Aug-2017
2001288,1-Aug-2017
2001289,10-Oct-2017
2001290,8-Oct-2017
2001292,9-Oct-2017
2001293,9-Oct-2017
2001294,10-Oct-2017
2001295,1-Aug-2017
2001296,1-Aug-2017
2001297,1-Aug-2017
2001298,1-Aug-2017
2001299,1-Aug-2017
2001300,1-Aug-2017
2001301,1-Aug-2017
2001302,1-Aug-2017
2001303,1-Aug-2017
2001307,10-Oct-2017
2001309,30-May-2017
2001311,30-Sep-2017
2001312,11-Sep-2017
2001317,11-Oct-2017
2001318,4-Jan-2017
2001319,11-Oct-2017
2001320,11-Oct-2017
2001321,11-Oct-2017
2001322,11-Oct-2017
2001323,11-Oct-2017
2001324,12-Oct-2017
2001325,12-Oct-2017
2001326,1-Aug-2017
2001327,1-Aug-2017
2001329,1-Aug-2017
2001330,10-Oct-2017
2001333,16-Oct-2017
2001335,1-Aug-2017
2001336,11-Oct-2017
2001337,12-Oct-2017
2001339,1-Aug-2017
2001340,1-Aug-2017
2001341,1-Aug-2017
2001342,12-Oct-2017
2001343,1-Aug-2017
2001344,12-Oct-2017
2001345,12-Oct-2017
2001346,1-Aug-2017
2001348,17-Jul-2017
2001350,11-Oct-2017
2001351,1-Aug-2017
2001352,13-Oct-2017
2001353,1-Aug-2017
2001354,13-Oct-2017
2001355,1-Aug-2017
2001356,1-Aug-2017
2001357,1-Aug-2017
2001358,13-Oct-2017
2001359,1-Aug-2017
2001360,1-Aug-2017
2001361,13-Oct-2017
2001362,13-Oct-2017
2001363,16-Oct-2017
2001364,1-Aug-2017
2001365,1-Aug-2017
2001366,1-Aug-2017
2001367,1-Aug-2017
2001368,1-Aug-2017
2001370,1-Aug-2017
2001371,16-Oct-2017
2001372,16-Oct-2017
2001373,16-Oct-2017
2001380,14-Oct-2017
2001381,1-Dec-2017
2001384,8-Jan-2018
2001386,16-Oct-2017
2001388,12-Oct-2017
2001389,16-Oct-2017
2001391,17-Oct-2017
2001392,1-Aug-2017
2001393,1-Aug-2017
2001394,1-Aug-2017
2001395,1-Aug-2017
2001396,1-Aug-2017
2001397,1-Aug-2017
2001398,1-Aug-2017
2001399,1-Aug-2017
2001400,1-Aug-2017
2001401,1-Aug-2017
2001402,1-Aug-2017
2001403,1-Aug-2017
2001404,1-Aug-2017
2001405,1-Aug-2017
2001406,1-Aug-2017
2001407,1-Aug-2017
2001408,1-Aug-2017
2001409,1-Aug-2017
2001410,1-Aug-2017
2001411,1-Aug-2017
2001412,1-Aug-2017
2001413,1-Aug-2017
2001414,1-Aug-2017
2001415,1-Aug-2017
2001416,1-Aug-2017
2001417,1-Aug-2017
2001418,1-Aug-2017
2001420,1-Aug-2017
2001421,1-Aug-2017
2001422,1-Aug-2017
2001423,1-Aug-2017
2001424,1-Aug-2017
2001425,1-Aug-2017
2001426,1-Aug-2017
2001427,1-Aug-2017
2001428,1-Aug-2017
2001429,1-Aug-2017
2001430,1-Aug-2017
2001431,1-Aug-2017
2001432,1-Aug-2017
2001433,1-Aug-2017
2001434,1-Aug-2017
2001435,1-Aug-2017
2001436,1-Aug-2017
2001437,1-Aug-2017
2001438,1-Aug-2017
2001439,1-Aug-2017
2001440,1-Aug-2017
2001441,1-Aug-2017
2001442,1-Aug-2017
2001443,1-Aug-2017
2001444,1-Aug-2017
2001445,1-Aug-2017
2001446,1-Aug-2017
2001447,1-Aug-2017
2001448,1-Aug-2017
2001449,1-Aug-2017
2001450,1-Aug-2017
2001451,1-Aug-2017
2001452,1-Aug-2017
2001453,6-Oct-2017
2001454,1-Aug-2017
2001455,1-Aug-2017
2001456,1-Aug-2017
2001457,1-Aug-2017
2001458,1-Aug-2017
2001459,1-Aug-2017
2001460,1-Aug-2017
2001461,1-Aug-2017
2001462,1-Aug-2017
2001463,1-Aug-2017
2001464,1-Aug-2017
2001465,1-Aug-2017
2001466,7-Oct-2017
2001467,7-Oct-2017
2001468,7-Oct-2017
2001469,7-Oct-2017
2001470,7-Oct-2017
2001471,7-Oct-2017
2001472,7-Oct-2017
2001473,7-Oct-2017
2001474,30-Sep-2017
2001475,7-Oct-2017
2001476,8-Oct-2017
2001477,8-Oct-2017
2001478,1-Aug-2017
2001479,8-Oct-2017
2001480,8-Oct-2017
2001481,8-Oct-2017
2001482,8-Oct-2017
2001483,8-Oct-2017
2001484,8-Oct-2017
2001485,8-Oct-2017
2001486,9-Oct-2017
2001487,9-Oct-2017
2001488,9-Oct-2017
2001489,9-Sep-2017
2001490,9-Oct-2017
2001491,9-Oct-2017
2001492,9-Oct-2017
2001493,9-Oct-2017
2001494,9-Oct-2017
2001495,9-Oct-2017
2001496,9-Oct-2017
2001497,9-Oct-2017
2001498,9-Oct-2017
2001499,9-Oct-2017
2001500,9-Oct-2017
2001501,10-Oct-2017
2001502,10-Oct-2017
2001503,10-Oct-2017
2001504,10-Oct-2017
2001505,10-Oct-2017
2001506,10-Oct-2017
2001507,10-Oct-2017
2001508,10-Oct-2017
2001509,10-Oct-2017
2001510,10-Oct-2017
2001511,10-Oct-2017
2001512,10-Oct-2017
2001514,1-Aug-2017
2001515,11-Oct-2017
2001516,11-Oct-2017
2001517,11-Oct-2017
2001518,11-Oct-2017
2001519,11-Oct-2017
2001520,11-Oct-2017
2001521,11-Oct-2017
2001522,12-Oct-2017
2001523,12-Oct-2017
2001524,12-Oct-2017
2001525,12-Oct-2017
2001526,12-Oct-2017
2001527,12-Oct-2017
2001528,12-Oct-2017
2001529,12-Oct-2017
2001530,12-Oct-2017
2001531,12-Oct-2017
2001532,12-Oct-2017
2001533,12-Oct-2017
2001534,12-Oct-2017
2001535,12-Oct-2017
2001536,12-Oct-2017
2001537,12-Oct-2017
2001538,12-Oct-2017
2001539,13-Oct-2017
2001540,13-Oct-2017
2001541,13-Oct-2017
2001542,13-Oct-2017
2001543,13-Oct-2017
2001544,13-Oct-2017
2001545,13-Oct-2017
2001546,13-Oct-2017
2001547,13-Oct-2017
2001548,13-Oct-2017
2001549,13-Oct-2017
2001550,13-Oct-2017
2001551,13-Oct-2017
2001552,14-Oct-2017
2001553,14-Oct-2017
2001554,14-Oct-2017
2001555,14-Oct-2017
2001556,14-Oct-2017
2001557,14-Oct-2017
2001558,14-Oct-2017
2001559,14-Oct-2017
2001560,14-Oct-2017
2001561,14-Oct-2017
2001562,14-Oct-2017
2001563,14-Oct-2017
2001564,14-Oct-2017
2001565,14-Oct-2017
2001566,14-Oct-2017
2001567,14-Oct-2017
2001568,14-Oct-2017
2001569,14-Oct-2017
2001570,14-Oct-2017
2001571,14-Oct-2017
2001572,1-Aug-2017
2001573,14-Oct-2017
2001574,14-Oct-2017
2001575,14-Oct-2017
2001576,14-Oct-2017
2001577,14-Oct-2017
2001578,14-Oct-2017
2001579,14-Oct-2017
2001580,14-Oct-2017
2001581,14-Oct-2017
2001582,14-Oct-2017
2001583,15-Oct-2017
2001584,15-Oct-2017
2001585,15-Oct-2017
2001586,15-Oct-2017
2001587,15-Oct-2017
2001588,15-Oct-2017
2001589,15-Oct-2017
2001590,15-Oct-2017
2001591,15-Oct-2017
2001592,16-Oct-2017
2001593,16-Oct-2017
2001594,16-Oct-2017
2001595,16-Oct-2017
2001596,16-Oct-2017
2001597,16-Oct-2017
2001598,16-Oct-2017
2001599,16-Oct-2017
2001600,16-Oct-2017
2001601,17-Oct-2017
2001602,17-Oct-2017
2001603,17-Oct-2017
2001604,17-Oct-2017
2001605,17-Oct-2017
2001606,17-Oct-2017
2001607,17-Oct-2017
2001610,17-Oct-2017
2001613,17-Oct-2017
2001614,17-Oct-2017
2001615,17-Oct-2017
2001616,17-Oct-2017
2001617,18-Oct-2017
2001618,18-Oct-2017
2001619,18-Oct-2017
2001620,19-Oct-2017
2001621,19-Oct-2017
2001622,19-Oct-2017
2001623,19-Oct-2017
2001624,19-Oct-2017
2001625,19-Oct-2017
2001626,19-Oct-2017
2001627,19-Oct-2017
2001628,19-Oct-2017
2001629,20-Oct-2017
2001630,20-Oct-2017
2001631,20-Oct-2017
2001632,20-Oct-2017
2001633,20-Oct-2017
2001634,20-Oct-2017
2001635,20-Oct-2017
2001636,20-Oct-2017
2001637,20-Oct-2017
2001638,20-Oct-2017
2001639,20-Oct-2017
2001640,20-Oct-2017
2001641,21-Oct-2017
2001642,21-Oct-2017
2001643,30-Sep-2017
2001644,21-Oct-2017
2001645,21-Oct-2017
2001646,22-Oct-2017
2001647,30-Sep-2017
2001648,22-Oct-2017
2001649,22-Oct-2017
2001650,22-Oct-2017
2001651,22-Oct-2017
2001652,22-Oct-2017
2001654,23-Oct-2017
2001655,20-Oct-2017
2001657,23-Oct-2017
2001658,1-Nov-2017
2001661,16-Oct-2017
2001662,12-Oct-2017
2001663,30-Sep-2017
2001664,18-Oct-2017
2001665,30-Sep-2017
2001666,18-Oct-2017
2001667,22-Oct-2017
2001668,23-Oct-2017
2001669,23-Oct-2017
2001670,23-Oct-2017
2001671,23-Oct-2017
2001672,23-Oct-2017
2001673,17-Oct-2017
2001674,24-Oct-2017
2001676,17-Oct-2017
2001677,24-Oct-2017
2001678,18-Oct-2017
2001679,24-Oct-2017
2001680,24-Oct-2017
2001681,24-Oct-2017
2001682,24-Oct-2017
2001683,24-Oct-2017
2001684,24-Oct-2017
2001685,24-Oct-2017
2001687,25-Oct-2017
2001688,23-Oct-2017
2001689,24-Oct-2017
2001690,25-Oct-2017
2001691,25-Oct-2017
2001692,25-Oct-2017
2001693,17-Oct-2017
2001694,17-Oct-2017
2001695,25-Oct-2017
2001696,17-Oct-2017
2001698,25-Oct-2017
2001699,25-Oct-2017
2001700,25-Oct-2017
2001701,25-Oct-2017
2001702,24-Oct-2017
2001703,16-Oct-2017
2001704,25-Oct-2017
2001705,25-Oct-2017
2001706,25-Oct-2017
2001707,26-Oct-2017
2001708,30-Oct-2017
2001710,26-Oct-2017
2001712,25-Oct-2017
2001713,26-Oct-2017
2001714,26-Oct-2017
2001715,26-Oct-2017
2001716,26-Oct-2017
2001717,12-Oct-2017
2001719,25-Oct-2017
2001720,26-Oct-2017
2001724,27-Oct-2017
2001725,27-Oct-2017
2001726,1-Jan-2018
2001727,25-Oct-2017
2001728,27-Oct-2017
2001729,27-Oct-2017
2001730,30-Sep-2017
2001731,27-Oct-2017
2001732,27-Oct-2017
2001733,27-Oct-2017
2001734,27-Oct-2017
2001735,28-Oct-2017
2001736,28-Oct-2017
2001737,28-Oct-2017
2001738,28-Oct-2017
2001739,28-Oct-2017
2001740,28-Oct-2017
2001741,28-Oct-2017
2001742,29-Oct-2017
2001743,29-Oct-2017
2001744,29-Oct-2017
2001745,29-Oct-2017
2001746,29-Oct-2017
2001748,11-Oct-2017
2001752,1-Apr-2018
2001753,30-Oct-2017
2001754,30-Oct-2017
2001755,30-Oct-2017
2001756,30-Oct-2017
2001757,30-Oct-2017
2001758,30-Oct-2017
2001759,31-Oct-2017
2001760,31-Oct-2017
2001761,30-Oct-2017
2001762,30-Oct-2017
2001763,31-Oct-2017
2001764,2-Sep-2017
2001765,1-Jan-2018
2001766,31-Oct-2017
2001767,31-Oct-2017
2001768,1-Nov-2017
2001771,1-Nov-2017
2001773,1-Nov-2017
2001774,16-Oct-2017
2001775,1-Nov-2017
2001776,1-Nov-2017
2001777,1-Nov-2017
2001778,1-Nov-2017
2001779,1-Nov-2017
2001780,1-Nov-2017
2001781,1-Nov-2017
2001784,6-Nov-2017
2001785,2-Nov-2017
2001787,2-Nov-2017
2001788,1-Nov-2017
2001789,1-Nov-2017
2001790,2-Nov-2017
2001791,2-Nov-2017
2001792,1-Nov-2017
2001793,2-Nov-2017
2001795,2-Nov-2017
2001798,19-Jul-2017
2001799,2-Nov-2017
2001800,2-Nov-2017
2001801,2-Nov-2017
2001802,2-Nov-2017
2001803,2-Nov-2017
2001804,2-Nov-2017
2001805,6-Nov-2017
2001806,2-Nov-2017
2001809,2-Nov-2017
2001811,2-Nov-2017
2001812,2-Nov-2017
2001814,3-Nov-2017
2001815,3-Nov-2017
2001816,3-Nov-2017
2001817,2-Nov-2017
2001818,2-Nov-2017
2001819,2-Nov-2017
2001821,3-Nov-2017
2001822,3-Nov-2017
2001823,3-Nov-2017
2001824,3-Nov-2017
2001825,3-Nov-2017
2001826,3-Nov-2017
2001827,3-Nov-2017
2001829,3-Nov-2017
2001830,4-Nov-2017
2001831,4-Nov-2017
2001832,5-Nov-2017
2001833,5-Nov-2017
2001834,5-Nov-2017
2001835,6-Nov-2017
2001836,6-Nov-2017
2001837,6-Nov-2017
2001838,6-Nov-2017
2001839,6-Nov-2017
2001840,6-Nov-2017
2001841,6-Nov-2017
2001842,6-Nov-2017
2001843,6-Nov-2017
2001844,6-Nov-2017
2001845,6-Nov-2017
2001846,6-Nov-2017
2001847,6-Nov-2017
2001853,6-Nov-2017
2001854,6-Nov-2017
2001859,6-Nov-2017
2001860,6-Nov-2017
2001861,6-Nov-2017
2001862,6-Nov-2017
2001864,6-Nov-2017
2001865,6-Nov-2017
2001866,6-Nov-2017
2001867,6-Nov-2017
2001868,7-Nov-2017
2001870,7-Nov-2017
2001871,7-Nov-2017
2001872,7-Nov-2017
2001873,2-Nov-2017
2001874,7-Nov-2017
2001875,6-Nov-2017
2001877,2-Nov-2017
2001879,8-Nov-2017
2001880,7-Nov-2017
2001881,7-Nov-2017
2001883,6-Nov-2017
2001884,8-Nov-2017
2001885,6-Nov-2017
2001886,8-Nov-2017
2001887,8-Nov-2017
2001888,8-Nov-2017
2001890,9-Nov-2017
2001892,8-Nov-2017
2001893,6-Nov-2017
2001895,9-Nov-2017
2001896,25-Oct-2017
2001897,8-Nov-2017
2001898,9-Nov-2017
2001899,7-Nov-2017
2001900,7-Nov-2017
2001901,8-Nov-2017
2001902,8-Nov-2017
2001903,8-Nov-2017
2001904,8-Nov-2017
2001905,8-Nov-2017
2001906,1-Oct-2017
2001907,9-Nov-2017
2001908,9-Nov-2017
2001909,9-Nov-2017
2001910,18-Aug-2017
2001911,9-Nov-2017
2001913,3-Oct-2017
2001916,9-Nov-2017
2001917,8-Nov-2017
2001918,2-Nov-2017
2001920,8-Nov-2017
2001921,10-Nov-2017
2001922,10-Nov-2017
2001925,5-Nov-2017
2001926,10-Nov-2017
2001928,10-Nov-2017
2001929,10-Nov-2017
2001930,10-Nov-2017
2001931,10-Nov-2017
2001932,1-Sep-2017
2001933,10-Nov-2017
2001934,11-Nov-2017
2001935,10-Nov-2017
2001936,10-Nov-2017
2001937,10-Nov-2017
2001938,10-Nov-2017
2001939,10-Nov-2017
2001940,11-Nov-2017
2001941,11-Nov-2017
2001942,11-Nov-2017
2001943,12-Nov-2017
2001944,12-Nov-2017
2001945,12-Nov-2017
2001946,12-Nov-2017
2001947,12-Nov-2017
2001948,12-Nov-2017
2001949,12-Nov-2017
2001950,12-Nov-2017
2001951,12-Nov-2017
2001952,13-Nov-2017
2001954,13-Nov-2017
2001956,8-Nov-2017
2001957,8-Nov-2017
2001958,31-Oct-2017
2001959,10-Nov-2017
2001960,3-Nov-2017
2001961,13-Nov-2017
2001962,13-Nov-2017
2001963,11-Nov-2017
2001966,11-Nov-2017
2001967,12-Nov-2017
2001968,13-Nov-2017
2001969,13-Nov-2017
2001970,13-Nov-2017
2001972,13-Nov-2017
2001973,13-Nov-2017
2001974,13-Nov-2017
2001975,13-Nov-2017
2001976,14-Nov-2017
2001977,13-Nov-2017
2001978,14-Nov-2017
2001980,5-Nov-2017
2001981,10-Nov-2017
2001982,25-Oct-2017
2001983,5-Nov-2017
2001984,13-Nov-2017
2001985,13-Nov-2017
2001986,13-Nov-2017
2001988,13-Nov-2017
2001989,7-Nov-2017
2001991,2-Nov-2017
2001992,14-Nov-2017
2001993,13-Nov-2017
2001994,10-Nov-2017
2001995,14-Nov-2017
2001996,14-Nov-2017
2001997,14-Nov-2017
2001998,14-Nov-2017
2001999,14-Nov-2017
2002000,10-Nov-2017
2002001,13-Nov-2017
2002002,14-Nov-2017
2002003,1-Oct-2017
2002004,14-Nov-2017
2002005,15-Nov-2017
2002006,10-Nov-2017
2002008,1-Jan-2018
2002009,15-Nov-2017
2002011,8-Nov-2017
2002012,1-Oct-2017
2002013,1-Oct-2017
2002014,15-Nov-2017
2002015,15-Nov-2017
2002016,15-Nov-2017
2002017,15-Nov-2017
2002018,15-Nov-2017
2002019,13-Nov-2017
2002020,16-Nov-2017
2002021,15-Nov-2017
2002022,16-Oct-2017
2002024,18-Oct-2017
2002025,14-Nov-2017
2002027,16-Nov-2017
2002028,16-Nov-2017
2002029,16-Nov-2017
2002030,16-Nov-2017
2002031,16-Nov-2017
2002032,13-Nov-2017
2002033,16-Oct-2017
2002034,3-Nov-2017
2002036,16-Nov-2017
2002037,16-Nov-2017
2002038,16-Nov-2017
2002039,16-Nov-2017
2002040,16-Nov-2017
2002041,16-Nov-2017
2002042,16-Nov-2017
2002043,16-Nov-2017
2002044,7-Nov-2017
2002045,31-Oct-2017
2002046,16-Nov-2017
2002048,15-Nov-2017
2002049,16-Nov-2017
2002050,16-Nov-2017
2002051,16-Nov-2017
2002052,17-Nov-2017
2002053,17-Nov-2017
2002054,17-Nov-2017
2002055,17-Nov-2017
2002056,2-Nov-2017
2002057,17-Nov-2017
2002058,17-Nov-2017
2002059,17-Nov-2017
2002060,17-Nov-2017
2002061,17-Nov-2017
2002062,17-Nov-2017
2002063,1-Oct-2017
2002064,15-Nov-2017
2002065,17-Nov-2017
2002066,17-Nov-2017
2002067,17-Nov-2017
2002068,18-Nov-2017
2002069,18-Nov-2017
2002070,18-Nov-2017
2002071,31-Oct-2017
2002072,19-Nov-2017
2002073,19-Nov-2017
2002074,19-Nov-2017
2002075,19-Nov-2017
2002076,2-Dec-2017
2002077,16-Nov-2017
2002078,17-Nov-2017
2002079,20-Nov-2017
2002080,20-Nov-2017
2002081,20-Nov-2017
2002082,20-Nov-2017
2002083,20-Nov-2017
2002084,20-Nov-2017
2002085,20-Nov-2017
2002086,20-Nov-2017
2002087,21-Nov-2017
2002088,21-Nov-2017
2002089,6-Nov-2017
2002090,17-Nov-2017
2002091,21-Nov-2017
2002092,20-Nov-2017
2002094,20-Nov-2017
2002095,20-Nov-2017
2002096,8-Nov-2017
2002097,21-Nov-2017
2002098,21-Nov-2017
2002099,21-Nov-2017
2002100,21-Nov-2017
2002101,30-Jun-2017
2002102,21-Nov-2017
2002104,20-Nov-2017
2002105,20-Nov-2017
2002107,21-Nov-2017
2002108,21-Nov-2017
2002109,22-Nov-2017
2002111,21-Nov-2017
2002112,21-Nov-2017
2002113,22-Nov-2017
2002114,22-Nov-2017
2002115,22-Nov-2017
2002116,22-Nov-2017
2002117,22-Nov-2017
2002118,22-Nov-2017
2002119,9-Oct-2017
2002121,21-Nov-2017
2002122,23-Nov-2017
