SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
BME9T7A,PROTO Impact Socket 1 In Dr 1-9/16 In 6 pt - J10025,"PROTO 1"" Drive Impact Socket, Size 1-9/16"", No of Point 6 - J10025",PROTO,J10025,
BME9T8N,PROTO Impact Socket 1 In Dr 1-9/16 In 6 pt - J10025L,"PROTO 1"" Drive Impact Socket, Size 1-9/16"", No of Point 6 - J10025L",PROTO,J10025L,
BME9T7B,PROTO Impact Socket 1 In Dr 1-5/8 In 6 pt - J10026,"PROTO 1"" Drive Impact Socket, Size 1-5/8"", No of Point 6 - J10026",PROTO,J10026,
BME9T8O,PROTO Impact Socket 1 In Dr 1-5/8 In 6 pt - J10026L,"PROTO 1"" Drive Impact Socket, Size 1-5/8"", No of Point 6 - J10026L",PROTO,J10026L,
BME9T3V,PROTO Impact Socket 1 In Dr 26mm 6 pt - J10026M,"PROTO 1"" Drive Impact Socket, Size 26 mm, No of Point 6 - J10026M",PROTO,J10026M,
BME9S7X,PROTO Impact Socket 1 In Dr 1-5/8 In 8 pt - J10026S,"PROTO 1"" Drive Impact Socket, Size 1-5/8"", No of Point 8 - J10026S",PROTO,J10026S,
BME9W9V,PROTO Impact Socket 1 In Dr 1-5/8 In 12 pt - J10026T,"PROTO 1"" Drive Impact Socket, Size 1-5/8"", No of Point 12 - J10026T",PROTO,J10026T,
BME9T7C,PROTO Impact Socket 1 In Dr 1-11/16 In 6 pt - J10027,"PROTO 1"" Drive Impact Socket, Size 1-11/16"", No of Point 6 - J10027",PROTO,J10027,
BME9S6A,PROTO Impact Socket 1 In Dr 1-11/16 In 6 pt - J10027L,"PROTO 1"" Drive Impact Socket, Size 1-11/16"", No of Point 6 - J10027L",PROTO,J10027L,
BME9T9C,PROTO Impact Socket 1 In Dr 27mm 6 pt - J10027M,"PROTO 1"" Drive Impact Socket, Size 27 mm, No of Point 6 - J10027M",PROTO,J10027M,
BME9W8T,PROTO Impact Socket 1 In Dr 27mm 6 pt - J10027ML,"PROTO 1"" Drive Impact Socket, Size 27 mm, No of Point 6 - J10027ML",PROTO,J10027ML,
BME9S7Y,PROTO Impact Socket 1 In Dr 1-11/16 In 8 pt - J10027S,"PROTO 1"" Drive Impact Socket, Size 1-11/16"", No of Point 8 - J10027S",PROTO,J10027S,
BME9W9W,PROTO Impact Socket 1 In Dr 1-11/16 In 12 pt - J10027T,"PROTO 1"" Drive Impact Socket, Size 1-11/16"", No of Point 12 - J10027T",PROTO,J10027T,
BME9T7D,PROTO Impact Socket 1 In Dr 1-3/4 In 6 pt - J10028,"PROTO 1"" Drive Impact Socket, Size 1-3/4"", No of Point 6 - J10028",PROTO,J10028,
BME9T8P,PROTO Impact Socket 1 In Dr 1-3/4 In 6 pt - J10028L,"PROTO 1"" Drive Impact Socket, Size 1-3/4"", No of Point 6 - J10028L",PROTO,J10028L,
BME9T9D,PROTO Impact Socket 1 In Dr 28mm 6 pt - J10028M,"PROTO 1"" Drive Impact Socket, Size 28 mm, No of Point 6 - J10028M",PROTO,J10028M,
BME9W8U,PROTO Impact Socket 1 In Dr 28mm 6 pt - J10028ML,"PROTO 1"" Drive Impact Socket, Size 28 mm, No of Point 6 - J10028ML",PROTO,J10028ML,
BME9S7Z,PROTO Impact Socket 1 In Dr 1-3/4 In 8 pt - J10028S,"PROTO 1"" Drive Impact Socket, Size 1-3/4"", No of Point 8 - J10028S",PROTO,J10028S,
BME9W9X,PROTO Impact Socket 1 In Dr 1-3/4 In 12 pt - J10028T,"PROTO 1"" Drive Impact Socket, Size 1-3/4"", No of Point 12 - J10028T",PROTO,J10028T,
BME9T7E,PROTO Impact Socket 1 In Dr 1-13/16 In 6 pt - J10029,"PROTO 1"" Drive Impact Socket, Size 1-13/16"", No of Point 6 - J10029",PROTO,J10029,
BME9T8Q,PROTO Impact Socket 1 In Dr 1-13/16 In 6 pt - J10029L,"PROTO 1"" Drive Impact Socket, Size 1-13/16"", No of Point 6 - J10029L",PROTO,J10029L,
BME9T3W,PROTO Impact Socket 1 In Dr 29mm 6 pt - J10029M,"PROTO 1"" Drive Impact Socket, Size 29 mm, No of Point 6 - J10029M",PROTO,J10029M,
BME9S8A,PROTO Impact Socket 1 In Dr 1-13/16 In 8 pt - J10029S,"PROTO 1"" Drive Impact Socket, Size 1-13/16"", No of Point 8 - J10029S",PROTO,J10029S,
BME9T7F,PROTO Impact Socket 1 In Dr 1-7/8 In 6 pt - J10030,"PROTO 1"" Drive Impact Socket, Size 1-7/8"", No of Point 6 - J10030",PROTO,J10030,
BME9T8R,PROTO Impact Socket 1 In Dr 1-7/8 In 6 pt - J10030L,"PROTO 1"" Drive Impact Socket, Size 1-7/8"", No of Point 6 - J10030L",PROTO,J10030L,
BME9T9E,PROTO Impact Socket 1 In Dr 30mm 6 pt - J10030M,"PROTO 1"" Drive Impact Socket, Size 30 mm, No of Point 6 - J10030M",PROTO,J10030M,
BME9W8V,PROTO Impact Socket 1 In Dr 30mm 6 pt - J10030ML,"PROTO 1"" Drive Impact Socket, Size 30 mm, No of Point 6 - J10030ML",PROTO,J10030ML,
BME9S8B,PROTO Impact Socket 1 In Dr 1-7/8 In 8 pt - J10030S,"PROTO 1"" Drive Impact Socket, Size 1-7/8"", No of Point 8 - J10030S",PROTO,J10030S,
BME9W9Y,PROTO Impact Socket 1 In Dr 1-7/8 In 12 pt - J10030T,"PROTO 1"" Drive Impact Socket, Size 1-7/8"", No of Point 12 - J10030T",PROTO,J10030T,
BME9T7G,PROTO Impact Socket 1 In Dr 1-15/16 In 6 pt - J10031,"PROTO 1"" Drive Impact Socket, Size 1-15/16"", No of Point 6 - J10031",PROTO,J10031,
BME9T8S,PROTO Impact Socket 1 In Dr 1-15/16 In 6 pt - J10031L,"PROTO 1"" Drive Impact Socket, Size 1-15/16"", No of Point 6 - J10031L",PROTO,J10031L,
BME9T7H,PROTO Impact Socket 1 In Dr 2 In 6 pt - J10032,"PROTO 1"" Drive Impact Socket, Size 2"", No of Point 6 - J10032",PROTO,J10032,
BME9T8T,PROTO Impact Socket 1 In Dr 2 In 6 pt - J10032L,"PROTO 1"" Drive Impact Socket, Size 2"", No of Point 6 - J10032L",PROTO,J10032L,
BME9T9F,PROTO Impact Socket 1 In Dr 32mm 6 pt - J10032M,"PROTO 1"" Drive Impact Socket, Size 32 mm, No of Point 6 - J10032M",PROTO,J10032M,
BME9W8W,PROTO Impact Socket 1 In Dr 32mm 6 pt - J10032ML,"PROTO 1"" Drive Impact Socket, Size 32 mm, No of Point 6 - J10032ML",PROTO,J10032ML,
BME9S8C,PROTO Impact Socket 1 In Dr 2 In 8 pt - J10032S,"PROTO 1"" Drive Impact Socket, Size 2"", No of Point 8 - J10032S",PROTO,J10032S,
BME9W9Z,PROTO Impact Socket 1 In Dr 2 In 12 pt - J10032T,"PROTO 1"" Drive Impact Socket, Size 2"", No of Point 12 - J10032T",PROTO,J10032T,
BME9T7I,PROTO Impact Socket 1 In Dr 2-1/16 In 6 pt - J10033,"PROTO 1"" Drive Impact Socket, Size 2-1/16"", No of Point 6 - J10033",PROTO,J10033,
BME9S6B,PROTO Impact Socket 1 In Dr 2-1/16 In 6 pt - J10033L,"PROTO 1"" Drive Impact Socket, Size 2-1/16"", No of Point 6 - J10033L",PROTO,J10033L,
BME9T9G,PROTO Impact Socket 1 In Dr 33mm 6 pt - J10033M,"PROTO 1"" Drive Impact Socket, Size 33 mm, No of Point 6 - J10033M",PROTO,J10033M,
BME9W8X,PROTO Impact Socket 1 In Dr 33mm 6 pt - J10033ML,"PROTO 1"" Drive Impact Socket, Size 33 mm, No of Point 6 - J10033ML",PROTO,J10033ML,
BME9X0A,PROTO Impact Socket 1 In Dr 2-1/16 In 12 pt - J10033T,"PROTO 1"" Drive Impact Socket, Size 2-1/16"", No of Point 12 - J10033T",PROTO,J10033T,
BME9T7J,PROTO Impact Socket 1 In Dr 2-1/8 In 6 pt - J10034,"PROTO 1"" Drive Impact Socket, Size 2-1/8"", No of Point 6 - J10034",PROTO,J10034,
BME9T8U,PROTO Impact Socket 1 In Dr 2-1/8 In 6 pt - J10034L,"PROTO 1"" Drive Impact Socket, Size 2-1/8"", No of Point 6 - J10034L",PROTO,J10034L,
BME9T7K,PROTO Impact Socket 1 In Dr 2-3/16 In 6 pt - J10035,"PROTO 1"" Drive Impact Socket, Size 2-3/16"", No of Point 6 - J10035",PROTO,J10035,
BME9T8V,PROTO Impact Socket 1 In Dr 2-3/16 In 6 pt - J10035L,"PROTO 1"" Drive Impact Socket, Size 2-3/16"", No of Point 6 - J10035L",PROTO,J10035L,
BME9T3X,PROTO Impact Socket 1 In Dr 35mm 6 pt - J10035M,"PROTO 1"" Drive Impact Socket, Size 35 mm, No of Point 6 - J10035M",PROTO,J10035M,
BME9W8Y,PROTO Impact Socket 1 In Dr 35mm 6 pt - J10035ML,"PROTO 1"" Drive Impact Socket, Size 35 mm, No of Point 6 - J10035ML",PROTO,J10035ML,
BME9S8D,PROTO Impact Socket 1 In Dr 2-3/16 In 6 pt - J10035S,"PROTO 1"" Drive Impact Socket, Size 2-3/16"", No of Point 6 - J10035S",PROTO,J10035S,
BME9T7L,PROTO Impact Socket 1 In Dr 2-1/4 In 6 pt - J10036,"PROTO 1"" Drive Impact Socket, Size 2-1/4"", No of Point 6 - J10036",PROTO,J10036,
BME9T8W,PROTO Impact Socket 1 In Dr 2-1/4 In 6 pt - J10036L,"PROTO 1"" Drive Impact Socket, Size 2-1/4"", No of Point 6 - J10036L",PROTO,J10036L,
BME9T9H,PROTO Impact Socket 1 In Dr 36mm 6 pt - J10036M,"PROTO 1"" Drive Impact Socket, Size 36 mm, No of Point 6 - J10036M",PROTO,J10036M,
BME9W8Z,PROTO Impact Socket 1 In Dr 36mm 6 pt - J10036ML,"PROTO 1"" Drive Impact Socket, Size 36 mm, No of Point 6 - J10036ML",PROTO,J10036ML,
BME9X0B,PROTO Impact Socket 1 In Dr 2-1/4 In 12 pt - J10036T,"PROTO 1"" Drive Impact Socket, Size 2-1/4"", No of Point 12 - J10036T",PROTO,J10036T,
BME9T7M,PROTO Impact Socket 1 In Dr 2-5/16 In 6 pt - J10037,"PROTO 1"" Drive Impact Socket, Size 2-5/16"", No of Point 6 - J10037",PROTO,J10037,
BME9T8X,PROTO Impact Socket 1 In Dr 2-5/16 In 6 pt - J10037L,"PROTO 1"" Drive Impact Socket, Size 2-5/16"", No of Point 6 - J10037L",PROTO,J10037L,
BME9T7N,PROTO Impact Socket 1 In Dr 2-3/8 In 6 pt - J10038,"PROTO 1"" Drive Impact Socket, Size 2-3/8"", No of Point 6 - J10038",PROTO,J10038,
BME9T8Y,PROTO Impact Socket 1 In Dr 2-3/8 In 6 pt - J10038L,"PROTO 1"" Drive Impact Socket, Size 2-3/8"", No of Point 6 - J10038L",PROTO,J10038L,
BME9S7K,PROTO Impact Socket 1 In Dr 38mm 6 pt - J10038M,"PROTO 1"" Drive Impact Socket, Size 38 mm, No of Point 6 - J10038M",PROTO,J10038M,
BME9W9A,PROTO Impact Socket 1 In Dr 38mm 6 pt - J10038ML,"PROTO 1"" Drive Impact Socket, Size 38 mm, No of Point 6 - J10038ML",PROTO,J10038ML,
BME9W7L,PROTO Impact Socket 1 In Dr 2-3/8 In 12 pt - J10038T,"PROTO 1"" Drive Impact Socket, Size 2-3/8"", No of Point 12 - J10038T",PROTO,J10038T,
BME9T7O,PROTO Impact Socket 1 In Dr 2-7/16 In 6 pt - J10039,"PROTO 1"" Drive Impact Socket, Size 2-7/16"", No of Point 6 - J10039",PROTO,J10039,
BMF0C5N,PROTO Impact Socket 1 In Dr 2-7/16 In 6 pt - J10039L,"PROTO 1"" Drive Impact Socket, Size 2-7/16"", No of Point 6 - J10039L",PROTO,J10039L,
BME9T7P,PROTO Impact Socket 1 In Dr 2-1/2 In 6 pt - J10040,"PROTO 1"" Drive Impact Socket, Size 2-1/2"", No of Point 6 - J10040",PROTO,J10040,
BMF0C5O,PROTO Impact Socket 1 In Dr 2-1/2 In 6 pt - J10040L,"PROTO 1"" Drive Impact Socket, Size 2-1/2"", No of Point 6 - J10040L",PROTO,J10040L,
BME9T7Q,PROTO Impact Socket 1 In Dr 2-9/16 In 6 pt - J10041,"PROTO 1"" Drive Impact Socket, Size 2-9/16"", No of Point 6 - J10041",PROTO,J10041,
BME9V4Q,PROTO Impact Socket 1 In Dr 2-9/16 In 12 pt - J10041L,"PROTO 1"" Drive Impact Socket, Size 2-9/16"", No of Point 12 - J10041L",PROTO,J10041L,
BME9T6N,PROTO Impact Socket 1 In Dr 41mm 6 pt - J10041M,"PROTO 1"" Drive Impact Socket, Size 41 mm, No of Point 6 - J10041M",PROTO,J10041M,
BME9W9B,PROTO Impact Socket 1 In Dr 41mm 6 pt - J10041ML,"PROTO 1"" Drive Impact Socket, Size 41 mm, No of Point 6 - J10041ML",PROTO,J10041ML,
BME9T7R,PROTO Impact Socket 1 In Dr 2-5/8 In 6 pt - J10042,"PROTO 1"" Drive Impact Socket, Size 2-5/8"", No of Point 6 - J10042",PROTO,J10042,
BMF0C5P,PROTO Impact Socket 1 In Dr 2-5/8 In 6 pt - J10042L,"PROTO 1"" Drive Impact Socket, Size 2-5/8"", No of Point 6 - J10042L",PROTO,J10042L,
BME9T7S,PROTO Impact Socket 1 In Dr 2-11/16 In 6 pt - J10043,"PROTO 1"" Drive Impact Socket, Size 2-11/16"", No of Point 6 - J10043",PROTO,J10043,
BME9T7T,PROTO Impact Socket 1 In Dr 2-3/4 In 6 pt - J10044,"PROTO 1"" Drive Impact Socket, Size 2-3/4"", No of Point 6 - J10044",PROTO,J10044,
BME9V4P,PROTO Impact Socket 1 In Dr 2-3/4 In 6 pt - J10044L,"PROTO 1"" Drive Impact Socket, Size 2-3/4"", No of Point 6 - J10044L",PROTO,J10044L,
BME9T7U,PROTO Impact Socket 1 In Dr 2-13/16 In 6 pt - J10045,"PROTO 1"" Drive Impact Socket, Size 2-13/16"", No of Point 6 - J10045",PROTO,J10045,
BME9W8D,PROTO Impact Socket 1 In Dr 2-13/16 In 6 pt - J10045L,"PROTO 1"" Drive Impact Socket, Size 2-13/16"", No of Point 6 - J10045L",PROTO,J10045L,
BME9T7V,PROTO Impact Socket 1 In Dr 2-7/8 In 6 pt - J10046,"PROTO 1"" Drive Impact Socket, Size 2-7/8"", No of Point 6 - J10046",PROTO,J10046,
BME9W8E,PROTO Impact Socket 1 In Dr 2-7/8 In 6 pt - J10046L,"PROTO 1"" Drive Impact Socket, Size 2-7/8"", No of Point 6 - J10046L",PROTO,J10046L,
BME9T6O,PROTO Impact Socket 1 In Dr 46mm 6 pt - J10046M,"PROTO 1"" Drive Impact Socket, Size 46 mm, No of Point 6 - J10046M",PROTO,J10046M,
BME9W9C,PROTO Impact Socket 1 In Dr 46mm 6 pt - J10046ML,"PROTO 1"" Drive Impact Socket, Size 46 mm, No of Point 6 - J10046ML",PROTO,J10046ML,
BME9T7W,PROTO Impact Socket 1 In Dr 2-15/16 In 6 pt - J10047,"PROTO 1"" Drive Impact Socket, Size 2-15/16"", No of Point 6 - J10047",PROTO,J10047,
BME9W8F,PROTO Impact Socket 1 In Dr 2-15/16 In 6 pt - J10047L,"PROTO 1"" Drive Impact Socket, Size 2-15/16"", No of Point 6 - J10047L",PROTO,J10047L,
BME9T7X,PROTO Impact Socket 1 In Dr 3 In 6 pt - J10048,"PROTO 1"" Drive Impact Socket, Size 3"", No of Point 6 - J10048",PROTO,J10048,
BME9W8G,PROTO Impact Socket 1 In Dr 3 In 6 pt - J10048L,"PROTO 1"" Drive Impact Socket, Size 3"", No of Point 6 - J10048L",PROTO,J10048L,
BME9T7Y,PROTO Impact Socket 1 In Dr 3-1/8 In 6 pt - J10050,"PROTO 1"" Drive Impact Socket, Size 3-1/8"", No of Point 6 - J10050",PROTO,J10050,
BME9W8H,PROTO Impact Socket 1 In Dr 3-1/8 In 6 pt - J10050L,"PROTO 1"" Drive Impact Socket, Size 3-1/8"", No of Point 6 - J10050L",PROTO,J10050L,
BME9T6P,PROTO Impact Socket 1 In Dr 50mm 6 pt - J10050M,"PROTO 1"" Drive Impact Socket, Size 50 mm, No of Point 6 - J10050M",PROTO,J10050M,
BME9W9D,PROTO Impact Socket 1 In Dr 50mm 6 pt - J10050ML,"PROTO 1"" Drive Impact Socket, Size 50 mm, No of Point 6 - J10050ML",PROTO,J10050ML,
BME9T7Z,PROTO Impact Socket 1 In Dr 3-1/4 In 6 pt - J10052,"PROTO 1"" Drive Impact Socket, Size 3-1/4"", No of Point 6 - J10052",PROTO,J10052,
BME9W8I,PROTO Impact Socket 1 In Dr 3-1/4 In 6 pt - J10052L,"PROTO 1"" Drive Impact Socket, Size 3-1/4"", No of Point 6 - J10052L",PROTO,J10052L,
BME9T8A,PROTO Impact Socket 1 In Dr 3-3/8 In 6 pt - J10054,"PROTO 1"" Drive Impact Socket, Size 3-3/8"", No of Point 6 - J10054",PROTO,J10054,
BME9W8J,PROTO Impact Socket 1 In Dr 3-3/8 In 6 pt - J10054L,"PROTO 1"" Drive Impact Socket, Size 3-3/8"", No of Point 6 - J10054L",PROTO,J10054L,
BME9S7L,PROTO Impact Socket 1 In Dr 54mm 6 pt - J10054M,"PROTO 1"" Drive Impact Socket, Size 54 mm, No of Point 6 - J10054M",PROTO,J10054M,
BME9T6Q,PROTO Impact Socket 1 In Dr 55mm 6 pt - J10055M,"PROTO 1"" Drive Impact Socket, Size 55 mm, No of Point 6 - J10055M",PROTO,J10055M,
BME9W9E,PROTO Impact Socket 1 In Dr 55mm 6 pt - J10055ML,"PROTO 1"" Drive Impact Socket, Size 55 mm, No of Point 6 - J10055ML",PROTO,J10055ML,
BME9T8B,PROTO Impact Socket 1 In Dr 3-1/2 In 6 pt - J10056,"PROTO 1"" Drive Impact Socket, Size 3-1/2"", No of Point 6 - J10056",PROTO,J10056,
BME9W8K,PROTO Impact Socket 1 In Dr 3-1/2 In 6 pt - J10056L,"PROTO 1"" Drive Impact Socket, Size 3-1/2"", No of Point 6 - J10056L",PROTO,J10056L,
BME9V4O,PROTO Impact Socket 1 In Dr 3-5/8 In 6 pt - J10058,"PROTO 1"" Drive Impact Socket, Size 3-5/8"", No of Point 6 - J10058",PROTO,J10058,
BME9W8L,PROTO Impact Socket 1 In Dr 3-5/8 In 6 pt - J10058L,"PROTO 1"" Drive Impact Socket, Size 3-5/8"", No of Point 6 - J10058L",PROTO,J10058L,
BME9S7M,PROTO Impact Socket 1 In Dr 58mm 6 pt - J10058M,"PROTO 1"" Drive Impact Socket, Size 58 mm, No of Point 6 - J10058M",PROTO,J10058M,
BME9W8M,PROTO Impact Socket 1 In Dr 3-3/4 In 6 pt - J10060L,"PROTO 1"" Drive Impact Socket, Size 3-3/4"", No of Point 6 - J10060L",PROTO,J10060L,
BME9T6R,PROTO Impact Socket 1 In Dr 60mm 6 pt - J10060M,"PROTO 1"" Drive Impact Socket, Size 60 mm, No of Point 6 - J10060M",PROTO,J10060M,
BME9W9F,PROTO Impact Socket 1 In Dr 60mm 6 pt - J10060ML,"PROTO 1"" Drive Impact Socket, Size 60 mm, No of Point 6 - J10060ML",PROTO,J10060ML,
BME9V4N,PROTO Impact Socket 1 In Dr 3-7/8 In 6 pt - J10062,"PROTO 1"" Drive Impact Socket, Size 3-7/8"", No of Point 6 - J10062",PROTO,J10062,
BME9W8N,PROTO Impact Socket 1 In Dr 3-7/8 In 6 pt - J10062L,"PROTO 1"" Drive Impact Socket, Size 3-7/8"", No of Point 6 - J10062L",PROTO,J10062L,
BME9S7N,PROTO Impact Socket 1 In Dr 63mm 6 pt - J10063M,"PROTO 1"" Drive Impact Socket, Size 63 mm, No of Point 6 - J10063M",PROTO,J10063M,
BME9V4M,PROTO Impact Socket 1 In Dr 4 In 6 pt - J10064,"PROTO 1"" Drive Impact Socket, Size 4"", No of Point 6 - J10064",PROTO,J10064,
BME9W8O,PROTO Impact Socket 1 In Dr 4 In 6 pt - J10064L,"PROTO 1"" Drive Impact Socket, Size 4"", No of Point 6 - J10064L",PROTO,J10064L,
BME9T6S,PROTO Impact Socket 1 In Dr 65mm 6 pt - J10065M,"PROTO 1"" Drive Impact Socket, Size 65 mm, No of Point 6 - J10065M",PROTO,J10065M,
BME9W9G,PROTO Impact Socket 1 In Dr 65mm 6 pt - J10065ML,"PROTO 1"" Drive Impact Socket, Size 65 mm, No of Point 6 - J10065ML",PROTO,J10065ML,
BME9V4L,PROTO Impact Socket 1 In Dr 4-1/8 In 6 pt - J10066,"PROTO 1"" Drive Impact Socket, Size 4-1/8"", No of Point 6 - J10066",PROTO,J10066,
BME9W8P,PROTO Impact Socket 1 In Dr 4-1/8 In 6 pt - J10066L,"PROTO 1"" Drive Impact Socket, Size 4-1/8"", No of Point 6 - J10066L",PROTO,J10066L,
BME9S7O,PROTO Impact Socket 1 In Dr 67mm 8 pt - J10067M,"PROTO 1"" Drive Impact Socket, Size 67 mm 8 pt - J10067M",PROTO,J10067M,
BME9V4K,PROTO Impact Socket 1 In Dr 4-1/4 In 6 pt - J10068,"PROTO 1"" Drive Impact Socket, Size 4-1/4"", No of Point 6 - J10068",PROTO,J10068,
BME9W8Q,PROTO Impact Socket 1 In Dr 4-1/4 In 6 pt - J10068L,"PROTO 1"" Drive Impact Socket, Size 4-1/4"", No of Point 6 - J10068L",PROTO,J10068L,
BMF0C5Q,PROTO Impact Socket 1 In Dr 70mm 6 pt - J10070M,"PROTO 1"" Drive Impact Socket, Size 70 mm, No of Point 6 - J10070M",PROTO,J10070M,
BME9W9H,PROTO Impact Socket 1 In Dr 70mm 6 pt - J10070ML,"PROTO 1"" Drive Impact Socket, Size 70 mm, No of Point 6 - J10070ML",PROTO,J10070ML,
BME9V4J,PROTO Impact Socket 1 In Dr 4-1/2 In 6 pt - J10072,"PROTO 1"" Drive Impact Socket, Size 4-1/2"", No of Point 6 - J10072",PROTO,J10072,
BME9W8R,PROTO Impact Socket 1 In Dr 4-1/2 In 6 pt - J10072L,"PROTO 1"" Drive Impact Socket, Size 4-1/2"", No of Point 6 - J10072L",PROTO,J10072L,
BMF0C5R,PROTO Impact Socket 1 In Dr 75mm 6 pt - J10075M,"PROTO 1"" Drive Impact Socket, Size 75 mm, No of Point 6 - J10075M",PROTO,J10075M,
BME9W9I,PROTO Impact Socket 1 In Dr 75mm 6 pt - J10075ML,"PROTO 1"" Drive Impact Socket, Size 75 mm, No of Point 6 - J10075ML",PROTO,J10075ML,
BMF0C5S,PROTO Impact Socket 1 In Dr 80mm 6 pt - J10080M,"PROTO 1"" Drive Impact Socket, Size 80 mm, No of Point 6 - J10080M",PROTO,J10080M,
BME9W9J,PROTO Impact Socket 1 In Dr 80mm 6 pt - J10080ML,"PROTO 1"" Drive Impact Socket, Size 80 mm, No of Point 6 - J10080ML",PROTO,J10080ML,
BMA9X7V,PROTO Box End Wrench 3/8 x 7/16 in. 7-3/4 L - J1012-500,"PROTO Box End Wrench, Head Size 3/8 X 7/16"", Overall Length 7.3/4"" - J1012-500",PROTO,J1012-500,
BMA9X7W,PROTO Box End Wrench 1/2 x 9/16 in. 8-7/8 L - J1016-500,"PROTO Box End Wrench, Head Size 1/2 X 9/16"", Overall Length 8.7/8 L - J1016-500",PROTO,J1016-500,
BMA9X7X,PROTO Box End Wrench 9/16 x 5/8 in. 9-1/2 L - J1018-500,"PROTO Box End Wrench, Head Size 9/16 X 5/8"", Overall Length 9.1/2"" - J1018-500",PROTO,J1018-500,
BMA9X7Y,PROTO Box End Wrench 11/16x3/4 in. 11-3/16L - J1022-500,"PROTO Box End Wrench, Head Size 11/16 X 3/4"", Overall Length 11.3/16L - J1022-500",PROTO,J1022-500,
BMB1C1U,PROTO C-Clamp 2 In 7500 lb. Black - J102GS,"PROTO Heavy Service Standard Screw C-Clamp, Max Opening 2"", Clamping Pressure 7500 lb. - J102GS",PROTO,J102GS,
BMA9X7Z,PROTO Box End Wrench 15/16 x 1 in. 14-3/8 L - J1030-500,"PROTO Box End Wrench, Head Size 15/16 X 1"", Overall Length 14.3/8"" - J1030-500",PROTO,J1030-500,
BMA9X8A,PROTO Box End Wrench 1-1/16 x 1-1/8 in. 15 in. - J1034-500,"PROTO Box End Wrench, Head Size 1.1/16 X 1.1/8"", Overall Length 15""- J1034-500",PROTO,J1034-500,
BMB1C1V,PROTO C-Clamp 3 In 8750 lb. Black - J103GS,"PROTO Heavy Service Standard Screw C-Clamp, Max Opening 3"", Clamping Pressure 8750 lb. - J103GS",PROTO,J103GS,
BMB1C1W,PROTO C-Clamp 4-1/8 In 10 000 lb. Black - J104GS,"PROTO Heavy Service Standard Screw C-Clamp, Max Opening 4-1/8"", Clamping Pressure 10000 lb. - J104GS",PROTO,J104GS,
BMA9X8J,PROTO Box End Wrench 6 x 7mm 5-3/4 in L - J1050M,"PROTO Box End Wrench, Head Size 6 X 7 mm, Overall Length 5.3/4"" - J1050M",PROTO,J1050M,
BMA9X8K,PROTO Box End Wrench 8 x 9mm 6-3/4 in L - J1051M,"PROTO Box End Wrench, Head Size 8 X 9 mm, Overall Length 6.3/4"" - J1051M",PROTO,J1051M,
BMA9X8L,PROTO Box End Wrench 10 x 11mm 8 in L - J1053M,"PROTO Box End Wrench, Head Size 10 X 11 mm, Overall Length 8"" - J1053M",PROTO,J1053M,
BMA9X8M,PROTO Box End Wrench 12 x 13mm 8-6/7 in L - J1057M,"PROTO Box End Wrench, Head Size 12 X 13 mm, Overall Length 8.6/7"" - J1057M",PROTO,J1057M,
BMA9X8N,PROTO Box End Wrench 12 x 14mm 9 in L - J1058M,"PROTO Box End Wrench, Head Size 12 X 14 mm, Overall Length 9"" - J1058M",PROTO,J1058M,
BMA9X8O,PROTO Box End Wrench 14 x 15mm 9-2/3 in L - J1061M,"PROTO Box End Wrench, Head Size 14 X 15 mm, Overall Length 9.2/3"" - J1061M",PROTO,J1061M,
BMA9X8P,PROTO Box End Wrench 16 x 18mm 10-11/16 in L - J1064M,"PROTO Box End Wrench, Head Size 16 X 18 mm, Overall Length 10.11/16"" - J1064M",PROTO,J1064M,
BMA9X8Q,PROTO Box End Wrench 17 x 19mm 11-23/64 in L - J1065M,"PROTO Box End Wrench, Head Size 17 X 19 mm, Overall Length 11.23/64"" - J1065M",PROTO,J1065M,
BMA9X8R,PROTO Box End Wrench 19 x 21mm 12-1/2 in L - J1068M,"PROTO Box End Wrench, Head Size 19 X 21 mm, Overall Length 12.1/2"" - J1068M",PROTO,J1068M,
BMA9X8S,PROTO Box End Wrench 19 x 22mm 12-1/2 in L - J1069M,"PROTO Box End Wrench, Head Size 19 X 22 mm, Overall Length 12.1/2"" - J1069M",PROTO,J1069M,
BMB1C1X,PROTO C-Clamp 6 In 11 250 lb. Black - J106GS,"PROTO Heavy Service Standard Screw C-Clamp, Max Opening 6"", Clamping Pressure 11250 lb. - J106GS",PROTO,J106GS,
BMA9X8T,PROTO Box End Wrench 21 x 24mm 13-3/8 in L - J1072M,"PROTO Box End Wrench, Head Size 21 X 24 mm, Overall Length 13.3/8"" - J1072M",PROTO,J1072M,
BMA9X8U,PROTO Box End Wrench 22 x 24mm 13-3/4 in L - J1073M,"PROTO Box End Wrench, Head Size 22 X 24 mm, Overall Length 13.3/4"" - J1073M",PROTO,J1073M,
BMA9X8V,PROTO Box End Wrench 27 x 30mm 16 in L - J1077M,"PROTO Box End Wrench, Head Size 27 X 30 mm, Overall Length 16"" - J1077M",PROTO,J1077M,
BMA9X8W,PROTO Box End Wrench 30 x 32mm 17 in L - J1079M,"PROTO Box End Wrench, Head Size 30 X 32 mm, Overall Length 17"" - J1079M",PROTO,J1079M,
