Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,Non-Calculated Payment,Non-Calculated Amount
70201543,N,02/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0179648 M S CUMMINS TECHNOLO,INR,N,0
70201549,N,01/11/18,773,Piramal Enterprises Ltd.,,NEFT N305180669387981 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201550,N,01/11/18,773,Piramal Enterprises Ltd.,,Blank,INR,N,0
70201547,N,02/11/18,87,Cummins Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201551,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827218 20211052,INR,N,0
70201552,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827209☻,INR,N,0
70201559,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827043☻,INR,N,0
70201562,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827207☻,INR,N,0
70201568,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827149☻,INR,N,0
70201574,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827148☻,INR,N,0
70201577,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827155☻,INR,N,0
70201575,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827120☻,INR,N,0
70201556,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827086☻20211153,INR,N,0
70201560,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827103☻,INR,N,0
70201564,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827076☻,INR,N,0
70201584,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827037☻20211010 Being Amount received from HENKEL Through FRN NO 796GFC1827037☻20211010,INR,N,0
70201563,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827045☻,INR,N,0
70201573,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827130☻,INR,N,0
70201581,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827171☻,INR,N,0
70201572,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827100☻,INR,N,0
70201582,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827070☻ 20211169,INR,N,0
70201576,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827208☻,INR,N,0
70201554,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827088☻ 20211007,INR,N,0
70201580,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827159,INR,N,0
70201566,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827203☻,INR,N,0
70201569,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827096☻,INR,N,0
70201557,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827064☻20211037,INR,N,0
70201570,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827182☻,INR,N,0
70201567,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827109☻,INR,N,0
70201579,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827129,INR,N,0
70201558,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO ☻796GFC1827143,INR,N,0
70201553,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827154☻ 20211080,INR,N,0
70201586,N,31/10/18,1708,ZF India Pvt. Ltd.,,NEFT 181031258GN00062 ZF INDIA PVT LTD,INR,N,0
70201555,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827088☻,INR,N,0
70201571,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827100☻,INR,N,0
70201585,N,02/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1827355 20211208,INR,N,0
70201561,N,31/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1827207☻,INR,N,0
70201601,N,09/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0180064 M S CUMMINS TECHNOLO◘,INR,N,0
70201598,N,09/11/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18946215453 APPLIED MATERIALS INDIA PVT,INR,N,0
70201600,N,09/11/18,1742,Cummins Technologies India Pvt. Ltd. - Recon India,,NEFT SIN05451Q0180316 M S CUMMINS TECHNOLO☻,INR,N,0
70201591,N,03/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18943447349 G B M C L PAYMENT TO SUPPLI◘,INR,N,0
70201590,N,02/11/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N306180670474889 CUMMINS GENERATOR TECHN IND,INR,N,0
70201592,N,03/11/18,198,J S Equipments,,RTGS UBINR52018110300473739 J S EQUIPMENTS◘,INR,N,0
70201597,N,08/11/18,463,Cargill India Pvt. Ltd.,,NEFT 181108111GN00030 CARGILL INDIA PRIVATELIMITE,INR,N,0
70201595,N,06/11/18,773,Piramal Enterprises Ltd.,,NEFT N310180674784437 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201602,N,12/11/18,1708,ZF India Pvt. Ltd.,,NEFT 181112100GN00060 ZF INDIA PVT LTD,INR,N,0
70201599,N,09/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0180140 M S CUMMINS TECHNOLO☻,INR,N,0
70201615,N,13/11/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18947978232 INGERSOLL RAND INDIA LIMITE,INR,N,0
70201610,N,05/11/18,1737,Nivea India Pvt. Ltd.,,NEFT 181105AIYGN00021 NIVEA INDIA PRIVATELIMITED,INR,N,0
70201607,N,02/11/18,580,GE T and D India Ltd.,,NEFT CITIN18942853251 GE T D INDIA LIMITED FSSC,INR,N,0
70201629,N,13/11/18,473,Asahi India Glass Ltd.,,CH NO 850914  Being amount received from ASAHI INDIA,INR,N,0
70201612,N,05/11/18,1541,ABB India Ltd.,,,INR,N,0
70201613,N,06/11/18,473,Asahi India Glass Ltd.,,NEFT N309180674040531 ASAHI INDIA GLASS LTD GURGA,INR,N,0
70201633,N,14/11/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18948181250 APPLIED MATERIALS INDIA PVT☻,INR,N,0
70201616,N,05/11/18,1512,Covestro India Pvt. Ltd.,,BLank,INR,N,0
70201628,N,12/11/18,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 181112HTMGN00156 GLAXOSMITHKLINE CONSUMERHEA,INR,N,0
70201637,N,14/11/18,1737,Nivea India Pvt. Ltd.,,NEFT 181114786GN00029 NIVEA INDIA PRIVATELIMITED♦,INR,N,0
70201632,N,14/11/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N318180679224008 CUMMINS GENERATOR TECHN IND☻,INR,N,0
70201627,N,12/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18947497343 G B M C L PAYMENT TO SUPPLI,INR,N,0
70201614,N,12/11/18,1485,GHCL Ltd.,,NEFT SBIN818316276255 GHCL LTD☻,INR,N,0
70201631,N,15/11/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,Blank,INR,N,0
70201636,N,14/11/18,1485,GHCL Ltd.,,RTGS SBINR12018111410053601 GHCL LTD,INR,N,0
70201634,N,14/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18948481807 G B M C L PAYMENT TO SUPPLI,INR,N,0
70201640,N,23/10/18,180,Ingersoll Rand (India) Ltd.,,"NEFT 000054117559 MSWIPETECHNOLOGIES bill no 20610582,20610583",INR,N,0
70201642,N,31/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000054966935 MSWIPETECHNOLOGIES☻,INR,N,0
70201641,N,29/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000054635010 MSWIPETECHNOLOGIES,INR,N,0
70201531,N,25/10/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182988590534,INR,Y,0
70201623,N,09/11/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N313180676697034 CUMMINS GENERATOR TECHN IND,INR,N,0
70200973,N,30/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180730425722 HYOSUNG T AND D INDIA PVT LTD,INR,N,0
70201643,N,02/11/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000055269348 MSWIPETECHNOLOGIES◘,INR,N,0
70201606,N,02/11/18,20,Kirloskar Corrocoat Pvt. Ltd.,,NEFT CMS948245265 KIRLOSKAR CORROCOAT PVT LTD☺,INR,N,0
70201389,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824079☻,INR,N,0
70201611,N,05/11/18,1485,GHCL Ltd.,,NEFT SBIN418309639766 GHCL LTD♠,INR,N,0
70201648,N,15/11/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18319016721 GE DIESEL LOCOMOTIVE PRIVAT☻,INR,N,0
70201651,N,02/11/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 181102837GN00047 HENKEL ANAND INDIA PVTLIMIT,INR,N,0
70201652,N,02/11/18,530,Bharti Airtel Ltd.,,Blank,INR,N,0
70201653,N,03/11/18,530,Bharti Airtel Ltd.,,NEFT N307180671190564 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201654,N,03/11/18,530,Bharti Airtel Ltd.,,NEFT N307180671190562 BHARTI AIRTEL LIMITED 14 NE☻3,INR,N,0
70201655,N,03/11/18,530,Bharti Airtel Ltd.,,NEFT N307180671190802 BHARTI AIRTEL LIMITED 14 NE♣,INR,N,0
70201656,N,05/11/18,1512,Covestro India Pvt. Ltd.,,NEFT 181105312GN00001 COVESTRO INDIA PRIVATELIM,INR,N,0
70201668,N,08/11/18,530,Bharti Airtel Ltd.,,NEFT N312180675892151 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201670,N,08/11/18,530,Bharti Airtel Ltd.,,NEFT N312180675889098 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201669,N,08/11/18,530,Bharti Airtel Ltd.,,NEFT N312180675889098 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201681,N,16/11/18,844,GIA India Laboratory Pvt. Ltd.,,NEFT HSBCN18320197725 GIA INDIA LABORATORY PRIVAT,INR,N,0
70201680,N,16/11/18,129,GE Diesel Locomotive Pvt. Ltd.,,RTGS HSBCR22018111605882167 GE DIESEL LOCOMOTIV,INR,N,0
70201673,N,08/11/18,530,Bharti Airtel Ltd.,,NEFT N312180675911905 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201675,N,06/11/18,773,Piramal Enterprises Ltd.,,NEFT N310180674791689 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201672,N,08/11/18,530,Bharti Airtel Ltd.,,Blank,INR,N,0
70201677,N,13/11/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18317834309 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70201678,N,05/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1827488,INR,N,0
70201683,N,16/11/18,1782,Hindustan Zinc Ltd,,RTGS HDFCR52018111652642399 HINDUSTANZINCLTD,INR,N,0
70201676,N,09/11/18,580,GE T and D India Ltd.,,NEFT CITIN18946566855 GE T D INDIA LIMITED FSSC,INR,N,0
70201679,N,16/11/18,1702,Reliance Corporate IT Park Ltd.,,INV NO 20211151 DT:14/08/2018 NEFT N320180681296281 RELIANCE CORPORATE IT PARK,INR,N,0
70201693,N,05/11/18,451,DS Namah Hospitality Pvt. Ltd.,,By clearing cheque 23911_ AXS by clearing,INR,N,0
70201697,N,10/10/18,1716,GE Power Systems India Pvt. Ltd.,,being  amount received from GE POWER  through UTR NO HSBCN182844846355,INR,N,0
70201698,N,10/10/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,being  amount received from GE POWER through UTR NO HSBCN182844844383,INR,N,0
70201702,N,29/10/18,53,BEL Optronic Devices Ltd.,,being amount received from BEL OPTRONIC Through UTR NO SBIN518302972585♣,INR,N,0
70201706,N,20/11/18,1684,Husco Hydraulics Pvt. Ltd.,,NEFT CHASM18323962293 HUSCO HYDRAULICS PRIVATE LI,INR,N,0
70201703,N,12/06/18,530,Bharti Airtel Ltd.,,being amount received from AIRTEL Through UTR NO N164180563012933,INR,N,0
70201709,N,19/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18950255671 G B M C L PAYMENT TO SUPPLI,INR,N,0
70201705,N,20/11/18,772,Asian Paints Ltd.,,ch no 764146,INR,N,0
70201704,N,15/11/18,773,Piramal Enterprises Ltd.,,NEFT N319180680762628 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201710,N,20/11/18,473,Asahi India Glass Ltd.,,ch no 847767,INR,N,0
70201720,N,20/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0181527 M S CUMMINS TECHNOLO○,INR,N,0
70201721,N,20/11/18,1859,Carlsberg India Pvt. Ltd.,,NEFT BNPNN18324709996 CARLSBERG INDIA PRIVATE LIM☻,INR,N,0
70201718,N,21/11/18,87,Cummins Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201719,N,20/11/18,3,Cummins India Ltd.,,NEFT N324180683766739 CUMMINS INDIA LTD,INR,N,0
70201727,N,05/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176359 M S CUMMINS TECHNOLO,INR,N,0
70201717,N,19/11/18,1485,GHCL Ltd.,,RTGS SBINR12018111900037266 GHCL LTD,INR,N,0
70201726,N,17/10/18,773,Piramal Enterprises Ltd.,,NEFT N290180658528737 PIRAMAL ENTERPRISES LIMITED NEFT N290180658528737 PIRAMAL ENTERPRISES LIMITED NEFT N290180658528737 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201728,N,06/10/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 181006220GN00054 HENKEL ANAND INDIA PVTLIMIT,INR,N,0
70201729,N,21/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181121401GN00018 HENKEL ADHESIVES TECHNO LOG,INR,N,0
70201730,N,21/11/18,298,Sabarmati Gas Ltd.,,ch no 003818,INR,N,0
70201731,N,21/11/18,1737,Nivea India Pvt. Ltd.,,NEFT 181121296GN00023 NIVEA INDIA PRIVATELIMITED,INR,N,0
70201733,N,10/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received From Henkel througH FRN NO 796GFC1821777☺,INR,N,0
70201734,N,15/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1822974,INR,N,0
70201741,N,10/09/18,1716,GE Power Systems India Pvt. Ltd.,,,INR,N,0
70201742,N,10/09/18,136,GE Power India Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182534921346,INR,N,0
70201739,N,10/09/18,136,GE Power India Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182534920840,INR,N,0
70201737,N,20/09/18,773,Piramal Enterprises Ltd.,,Blank,INR,N,0
70201740,N,10/09/18,1716,GE Power Systems India Pvt. Ltd.,,,INR,N,0
70201738,N,27/09/18,773,Piramal Enterprises Ltd.,,NEFT N270180641113115 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201743,N,22/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0182034 M S CUMMINS TECHNOLO,INR,N,0
70201744,N,22/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0181979 M S CUMMINS TECHNOLO,INR,N,0
70201745,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828366,INR,N,0
70201746,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828397,INR,N,0
70201747,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828377,INR,N,0
70201748,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828362,INR,N,0
70201750,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828434,INR,N,0
70201751,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828406,INR,N,0
70201749,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828432,INR,N,0
70201757,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828363,INR,N,0
70201752,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828423,INR,N,0
70201754,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828415,INR,N,0
70201759,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201758,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828373,INR,N,0
70201756,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201753,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828369,INR,N,0
70201760,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828360,INR,N,0
70201762,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828379,INR,N,0
70201763,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828411,INR,N,0
70201764,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828435,INR,N,0
70201761,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828427☺,INR,N,0
70201768,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO  796GFC1828431,INR,N,0
70201765,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828436,INR,N,0
70201766,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO 796GFC1828436,INR,N,0
70201773,N,22/11/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18326623545 GE DIESEL LOCOMOTIVE PRIVAT,INR,N,0
70201772,N,23/11/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18952128454 APPLIED MATERIALS INDIA PVT,INR,N,0
70201784,N,20/11/18,604,ISRO Propulsion Complex,,ISRO Propulsion Complex,INR,N,0
70201785,N,23/11/18,14,Survival Systems India,,CH NO 642178,INR,N,0
70201767,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL through FRN NO   796GFC1828376,INR,N,0
70201789,N,17/11/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000056866673 MSWIPETECHNOLOGIES,INR,N,0
70201776,N,22/11/18,773,Piramal Enterprises Ltd.,,NEFT N326180685359967 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201769,N,20/11/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201793,N,02/08/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182142947802,INR,N,0
70201792,N,21/08/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182338565716,INR,N,0
70201797,N,21/08/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182338565716,INR,N,0
70201795,N,02/08/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,,INR,N,0
70201796,N,02/08/18,1716,GE Power Systems India Pvt. Ltd.,,,INR,N,0
70201798,N,22/11/18,1716,GE Power Systems India Pvt. Ltd.,,being amount received from GE POWER  Through UTR NO AXTB183267972711♠,INR,N,0
70201800,N,22/11/18,1716,GE Power Systems India Pvt. Ltd.,,being amount received from GE POWER  Through UTR NO AXTB183267972721,INR,N,0
70201804,N,26/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18953228560 G B M C L PAYMENT TO SUPPLI,INR,N,0
70201801,N,26/11/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181126456585 HYOSUNG T AND D INDIA PVT LTD,INR,N,0
70200492,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO    796GFC1818746,INR,Y,11619.71
70201808,N,01/08/18,1675,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,,NEFT 001ONCF182130128 NSIGT OPERATING EXPENSES ES,INR,N,0
70201807,N,01/08/18,1675,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,,NEFT 001ONCF182130003 NSIGT OPERATING EXPENSES ES,INR,N,0
70200493,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO    796GFC1818732,INR,Y,132544.6
70200494,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO     796GFC1818745,INR,Y,82630.19
70200495,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO     796GFC1818733,INR,Y,27760.85
70200496,N,16/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819898,INR,Y,12364
70200497,N,29/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1821387,INR,Y,27575.03
70200513,N,16/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819904,INR,Y,5577.73
70200514,N,29/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1821380,INR,Y,4529.39
70200515,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO    796GFC1818724,INR,Y,52395.67
70200516,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO     796GFC1818729,INR,Y,15643.11
70200517,N,16/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819908,INR,Y,10002.5
70200620,N,16/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819897,INR,Y,74725.94
70200621,N,24/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1820374,INR,Y,26818.44
70200628,N,06/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO     796GFC1818743,INR,Y,100689.08
70201814,N,28/11/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,N,0
70201809,N,28/11/18,1737,Nivea India Pvt. Ltd.,,Blank,INR,N,0
70201813,N,29/11/18,14,Survival Systems India,,CH NO 642224,INR,N,0
70201817,N,29/11/18,453,Johnson Matthey Chemicals India Pvt. Ltd.,,Blank,INR,N,0
70200660,N,09/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO      796GFC1819103☺,INR,Y,108660.27
70200661,N,09/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819097☺,INR,Y,46280.95
70200662,N,09/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO  796GFC1819080,INR,Y,6242.19
70200663,N,09/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819096,INR,Y,2457.57
70200664,N,29/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1821401,INR,Y,31269.78
70202295,N,24/12/18,_SYS00000004601,Bank Interest,,,INR,Y,854
70201810,N,28/11/18,180,Ingersoll Rand (India) Ltd.,,Blank,INR,N,0
70202184,N,11/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180911AEIGN00001 COVESTRO INDIA PRIVATE,INR,N,0
70201820,N,11/07/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-UTIBH18192615104,INR,N,0
70201822,N,29/11/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18955277948 G B M C L PAYMENT TO SUPPLI◘,INR,N,0
70200490,N,30/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO  796GFC1818391,INR,Y,6142.35
70201821,N,29/11/18,4,Applied Materials India Pvt. Ltd.,,Being cash received from cutomer inq no.26711.,INR,N,0
70201826,N,29/11/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N333180689317790 CUMMINS GENERATOR TECHN IND◘,INR,N,0
70201824,N,29/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0182619 M S CUMMINS TECHNOLO,INR,N,0
70201832,N,23/11/18,580,GE T and D India Ltd.,,NEFT CITIN18952248971 GE T D INDIA LIMITED FSSC,INR,N,0
