product_id,bm_number,product_name,category_name,brand_name
38997,BM9N6M2,BULK MRO APPROVED Acetone,Reagents and Solvents,BULK MRO APPROVED
39050,BM9N7E3,BULK MRO APPROVED Adhesive Wheel Fixture for 90 Deg. Peel Test with Upper Grip,Hydraulic Hoses,BULK MRO APPROVED
36135,BM9M1N6,BULK MRO APPROVED Air Driven Liquid Pump - M04 3120.0361,Supplied Air Compressors and Pumps,BULK MRO APPROVED
38760,BM9N5C9,"BULK MRO APPROVED Alien Head Screw, Grade 12.8, Dia M12, Length 60 mm",Socket Head Cap Screws,BULK MRO APPROVED
37670,BM9M9B5,BULK MRO APPROVED Ambu Bag,CPR Mask Kits,BULK MRO APPROVED
38975,BM9N7E2,BULK MRO APPROVED Ammonium Acetate,Reagents and Solvents,BULK MRO APPROVED
38986,BM9N7K4,"BULK MRO APPROVED AR Ammonium Ferrous Sulphate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38963,BM9N6Z5,"BULK MRO APPROVED AR Boric Acid, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38959,BM9N6Y8,"BULK MRO APPROVED AR Boric Acid, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38972,BM9N7E8,"BULK MRO APPROVED AR Boric Acid, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38994,BM9N7B4,"BULK MRO APPROVED AR Chloroform, Capacity 500 ml",Reagents and Solvents,BULK MRO APPROVED
38968,BM9N7F6,"BULK MRO APPROVED AR Di-Sodium Tetraborate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38961,BM9N6W9,"BULK MRO APPROVED AR Di-Sodium Tetraborate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
36606,BM9M3V7,BULK MRO APPROVED AR Series FLEX DC Power Supply Input Built-In Controller - AR24SAKD-3,DC Power Supplies,BULK MRO APPROVED
38998,BM9N6U6,"BULK MRO APPROVED AR Silver Sulphate, Capacity 10 gms",Water Quality Testing Kits,BULK MRO APPROVED
38989,BM9N7E7,"BULK MRO APPROVED AR Sulphamic Acid, Capacity 100 gms",Reagents and Solvents,BULK MRO APPROVED
42127,BM9W2B5,BULK MRO APPROVED Armature Assy,Power Supplies,BULK MRO APPROVED
38310,BM9N2S1,BULK MRO APPROVED Balvika 3 Wheel Gas Cylinder Trolley - 740,Cylinder Hand Truck,BULK MRO APPROVED
38311,BM9N3G6,"BULK MRO APPROVED Balvika Hand Trolley, Weight 500Kg, Dimension 60 X 22 X 18 mm - 758",Accessories,BULK MRO APPROVED
38420,BM9N3E6,BULK MRO APPROVED Barber Training for 2 days,Training Main Category,BULK MRO APPROVED
39220,BM9N7X1,BULK MRO APPROVED Bearing - GSA-2313-B-01,Other Bearings,BULK MRO APPROVED
39216,BM9N7X8,BULK MRO APPROVED Bearing - GSA-2313-B-02,Other Bearings,BULK MRO APPROVED
37272,BM9M7F3,BULK MRO APPROVED BELL 212/412 Handle Housing - 03-2689,Emergency Preparedness,BULK MRO APPROVED
31668,BM9J3B8,"BULK MRO APPROVED Bituminous Water Proofing Coating for Sandwich Construction, Monoproof BWP, Weight 5Kg","Epoxy, Urethane, and Specialty Coatings",BULK MRO APPROVED
37611,BM9M8U6,"BULK MRO APPROVED Blind Spot Convex Mirror, Dia 800 mm",Convex Safety and Security Mirrors,BULK MRO APPROVED
36475,BM9M3E8,BULK MRO APPROVED Blower Coupling,Fan and Blower Accessories,BULK MRO APPROVED
33142,BM9K2M2,"BULK MRO APPROVED BNC Connectors, Female-Female, Range 50 Ohm, Specifications Straight Connectors 0-4 GHz",Connectors,BULK MRO APPROVED
33140,BM9K2L9,"BULK MRO APPROVED BNC Connectors, Male, Range 50 Ohm, Specifications Straight Connectors 0-4 GHz",Connectors,BULK MRO APPROVED
33141,BM9K2M1,"BULK MRO APPROVED BNC Male Crimp-On Connector, Range 50 Ohm, Specifications Straight Connectors 0-4 GHz",Connectors,BULK MRO APPROVED
38864,BM9N6S6,"BULK MRO APPROVED Boring Tool with Carbide Tip, Size 3/8""",Strain Relief Connectors and Grips,BULK MRO APPROVED
38863,BM9N6U1,"BULK MRO APPROVED Boring Tool with Carbide Tip, Size 5/8""",Strain Relief Connectors and Grips,BULK MRO APPROVED
37587,BM9M8R9,"BULK MRO APPROVED Box, Size 24 X 30 X 50"", Design Wuth A Ms Pipe With 18 Gauge Crc Sheets And Powder Coated",Storage Tanks,BULK MRO APPROVED
37613,BM9M8U8,BULK MRO APPROVED Breath Analyser,Drug and Alcohol Test Kits,BULK MRO APPROVED
42124,BM9R7R4,BULK MRO APPROVED Brush Gear,Power Supplies,BULK MRO APPROVED
42125,BM9P9P8,BULK MRO APPROVED Brush Set,Power Supplies,BULK MRO APPROVED
38715,BM9N4Z4,BULK MRO APPROVED Bubble Top,Cutlery and Plates,BULK MRO APPROVED
38983,BM9N7C1,BULK MRO APPROVED Burette Stand,Clamps and Supports,BULK MRO APPROVED
32156,BM9J5S2,BULK MRO APPROVED Call Charge L2 Visit Charges for ML204,Accessories,BULK MRO APPROVED
38746,BM9N4K2,"BULK MRO APPROVED CAN Bus PCI Interface for Vehicle Electronic, Current Consumption 410 mA - CAN-AC2-PCI",Duct Fans and Accessories,BULK MRO APPROVED
35962,BM9L9M2,"BULK MRO APPROVED Cast Iron, Weight 50 Kg",Disposable Cutlery,BULK MRO APPROVED
31343,BM9J1F2,"BULK MRO APPROVED Cavity Profile Chamfer Tool, Dia 6.0 mm, Temperature 12 X 45 Deg.",Accessories,BULK MRO APPROVED
39180,BM9N7U8,"BULK MRO APPROVED C-Channel Support Both Side Clit, Dimension 40 X 25 X 500 mm - CRT02B2",Forklift and Accessories,BULK MRO APPROVED
33082,BM9K2A5,BULK MRO APPROVED Certificate of Conformity for Spare Parts,Accessories,BULK MRO APPROVED
33081,BM9K2A4,BULK MRO APPROVED Certificate of Origin,Accessories,BULK MRO APPROVED
38720,BM9N5A8,BULK MRO APPROVED Chocolate Potli,Appliances and Equipment,BULK MRO APPROVED
37726,BM9M9H9,BULK MRO APPROVED Cleaning Cloth Cotton,Paper Towel,BULK MRO APPROVED
37282,BM9M7G4,BULK MRO APPROVED Clevis Insert Emergency Release - 04A-1082,Inserts,BULK MRO APPROVED
42604,BM9V8F6,BULK MRO APPROVED Clutch Body Pawl,Machinery Supplies,BULK MRO APPROVED
42599,BM9R7R3,BULK MRO APPROVED Clutch Trigger Hold,Cabinets,BULK MRO APPROVED
38712,BM9N4X5,BULK MRO APPROVED Coffee Mug,Cups,BULK MRO APPROVED
37251,BM9M7C9,BULK MRO APPROVED Coil for MNX 550,Switches,BULK MRO APPROVED
38846,BM9N6M4,"BULK MRO APPROVED Commander Jacket, Colour Yellow",Rope and Rope Accessories,BULK MRO APPROVED
28994,BM9G4K8,BULK MRO APPROVED Common PC Software for 3 Data Logger,Electrical Properties Data Loggers,BULK MRO APPROVED
30438,BM9H2V6,"BULK MRO APPROVED Conveyor, Dimension. 1.2 Mtr L X 1 Mtr W X 800 mm to 1.5 Mtr H, Fabrication MS CRC Sheet 40 X 40 mm, Squire Pipe 14 Gauge with Suitable Angle and Dull Finished Buffed, 35 mm Round SS Roller X 1 Mtr = 24 Nos, In center folded conveyor and",Conveyor Accessories,BULK MRO APPROVED
37477,BM9M8D5,"BULK MRO APPROVED Copper Earthing Electrode, Dia 50 mm, Length 2 Mtr",Electrodes and Probes,BULK MRO APPROVED
32373,BM9J6U1,"BULK MRO APPROVED Copper Flexible Cable, Size 1 Sq.mm X 3 Core",Continous Flexing Cables,BULK MRO APPROVED
29252,BM9G5T6,"BULK MRO APPROVED Copper Pipe, Dia 1""",Copper and Brass Pipe and Tubing,BULK MRO APPROVED
29251,BM9G5T5,"BULK MRO APPROVED Copper Pipe, Dia 1/2""",Copper and Brass Pipe and Tubing,BULK MRO APPROVED
36726,BM9M4Q1,"BULK MRO APPROVED Copper Pipe, Dia 6 mm",Copper and Brass Pipe and Tubing,BULK MRO APPROVED
29249,BM9G5T3,"BULK MRO APPROVED Copper Pipe, Dia 7/8""",Copper and Brass Pipe and Tubing,BULK MRO APPROVED
37220,BM9M6X9,BULK MRO APPROVED Corrosion Inhibitor - ARC-1025 XL,Corrossion Inhibitors,BULK MRO APPROVED
32461,BM9J7N9,BULK MRO APPROVED Cotton Waste - BM9J7N9,Accessories,BULK MRO APPROVED
38964,BM9N6R8,"BULK MRO APPROVED Coulometric Karl Fischer Reagent, Capacity 500 ml",Reagents and Solvents,BULK MRO APPROVED
37347,BM9M7Q1,BULK MRO APPROVED CR10 Calibration Radiometer - 16-2036-5-CR10,Maintenance,BULK MRO APPROVED
36607,BM9M3V8,BULK MRO APPROVED CRK Series FLEX Built-in Controller - CRK523PAKD-T10,Cable and Fittings,BULK MRO APPROVED
27743,BM9F4T5,"BULK MRO APPROVED Cryogentic Gloves with Stand Liquid Nitrogen, Temperature 170 Deg C",Cryogenic Gloves,BULK MRO APPROVED
32599,BM9J8F2,BULK MRO APPROVED Cups for Office Employees,Cups,BULK MRO APPROVED
32595,BM9J8E6,BULK MRO APPROVED Cups with Saucer,Cups,BULK MRO APPROVED
27506,BM9F3F4,"BULK MRO APPROVED Cut-Off Wheel Spark, Dimension 350 X 3 X 25.4 mm",Non-Woven Wheels,BULK MRO APPROVED
38474,BM9N3R2,"BULK MRO APPROVED DC Pico(M8) Unshielded Straight Female Cordset, No of Pin 4, jacket PVC, Colour Yellow, Length 5 Mtr - 889P-F4AB-5",Switches,BULK MRO APPROVED
37807,BM9M9W8,BULK MRO APPROVED Diamond Pin,Pins,BULK MRO APPROVED
22545,BM9C6P3,BULK MRO APPROVED Digital Earth Tester - DET,"Current, Capacitor, Multi-Function and Other Testers",BULK MRO APPROVED
37660,BM9M9A4,"BULK MRO APPROVED Din Rail Dip Switch Configurable Converter, Power supply 18-30Vdc - DAT5020",DC Power Supplies,BULK MRO APPROVED
39221,BM9N7U3,"BULK MRO APPROVED Di-sodium Tetraborate, AR Quantity 500 gms",Reagents and Solvents,BULK MRO APPROVED
36242,BM9M2A9,BULK MRO APPROVED Divyol - BM9M2A9,Automotive Hydraulic Oil,BULK MRO APPROVED
36243,BM9M2B1,BULK MRO APPROVED Divyol - BM9M2B1,Automotive Hydraulic Oil,BULK MRO APPROVED
36244,BM9M2B2,BULK MRO APPROVED Divyol - BM9M2B2,Automotive Hydraulic Oil,BULK MRO APPROVED
36245,BM9M2B3,BULK MRO APPROVED Divyol - BM9M2B3,Automotive Hydraulic Oil,BULK MRO APPROVED
36246,BM9M2B4,BULK MRO APPROVED Divyol - BM9M2B4,Automotive Hydraulic Oil,BULK MRO APPROVED
38814,BM9N6J5,"BULK MRO APPROVED Double Wheel Barrow, Dia 36 X 24 X 12 X 10"" - Balvika-725",Wheelbarrows,BULK MRO APPROVED
36184,BM9M1U1,"BULK MRO APPROVED Drilling, Tapping & M24 Heli-coil mount}",Insert Kits,BULK MRO APPROVED
38661,BM9N5D3,"BULK MRO APPROVED E52100 Hard Wear Alloy Steel Precision Ball, Dia 7 mm - 9292K43",Accessories,BULK MRO APPROVED
38138,BM9N1T7,"BULK MRO APPROVED Electrostem Earthing Electrode Pipe, Outer Pipe Dia 48 mm - SEE-SIP-C-50-2L",Arc Welding Consumables,BULK MRO APPROVED
37313,BM9M7K8,BULK MRO APPROVED Emergency Push Here - 03-19413,Push Buttons (Non Illuminated),BULK MRO APPROVED
37312,BM9M7K7,BULK MRO APPROVED Emergency Push Here - 03-2018,Push Buttons (Non Illuminated),BULK MRO APPROVED
37610,BM9M8U5,BULK MRO APPROVED Emergency Rescue Kit form QC and RTGC,Pullers,BULK MRO APPROVED
39186,BM9N7V9,BULK MRO APPROVED End Cap - CRT08,Forklift and Accessories,BULK MRO APPROVED
37393,BM9M7V5,"BULK MRO APPROVED End Suction Horizontal Centrifugal Chemical Process Pump, Net Weight 16 Kg, Speed 2900 rpm - NSRP 40 TBG V1J",Chemical Transfer Magnetic Drive Pumps,BULK MRO APPROVED
38990,BM9N7K5,"BULK MRO APPROVED ER Ferroin Indicator Solution, Capacity 100 ml",Reagents and Solvents,BULK MRO APPROVED
38992,BM9N7G5,"BULK MRO APPROVED ER Magnesium Chloride Hexahydrate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38958,BM9N6P1,"BULK MRO APPROVED ER Potassium Dichromate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38976,BM9N7C5,"BULK MRO APPROVED ER Potassium Dichromate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38974,BM9N6Y7,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38977,BM9N6Q3,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38956,BM9N6K7,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38962,BM9N7C8,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38966,BM9N6X2,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38969,BM9N7A2,"BULK MRO APPROVED ER Sodium Hydroxide Pellet, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38960,BM9N6W7,"BULK MRO APPROVED ER Sodium Thiosulphate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38982,BM9N6N5,"BULK MRO APPROVED ER Sodium Thiosulphate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38993,BM9N6U9,"BULK MRO APPROVED ER Sodium Thiosulphate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38967,BM9N6M9,"BULK MRO APPROVED ER Sulphuric Acid, Capacity 500 ml",Reagents and Solvents,BULK MRO APPROVED
38984,BM9N7D4,"BULK MRO APPROVED ER Sulphuric Acid, Capacity 500 ml",Reagents and Solvents,BULK MRO APPROVED
38980,BM9N6U5,"BULK MRO APPROVED ER Toluene, Capacity 500 ml",Reagents and Solvents,BULK MRO APPROVED
36163,BM9M1R7,BULK MRO APPROVED Erection Rate Structural Steel Primer and Fire Red Painting,Installation,BULK MRO APPROVED
38797,BM9N6F9,"BULK MRO APPROVED Excitation Dc Ampere Meter for Tg-3 Avr, Range 4-20Ma/0-10A, Dial Range 0-10 A Dc, Input 4-20 Ma, Scale 240 Deg.",Analog Panel Meters,BULK MRO APPROVED
38318,BM9N3E8,"BULK MRO APPROVED Expanded Metal Sheet, Material Galvanised, Strand Width 6 mm, Thickness 4.5 mm",Shelving and Storage Racks,BULK MRO APPROVED
38337,BM9N3M7,"BULK MRO APPROVED Expanded Metal Sheet, Material Galvanised, Strand Width 6 mm, Thickness 4.5 mm",Shelving and Storage Racks,BULK MRO APPROVED
38319,BM9N2X9,"BULK MRO APPROVED Expanded Metal Sheet, Material Mild Steel, Strand Width 6 mm, Thickness 4.5 mm",Shelving and Storage Racks,BULK MRO APPROVED
38338,BM9N3K6,"BULK MRO APPROVED Expanded Metal Sheet, Material Mild Steel, Strand Width 6 mm, Thickness 4.5 mm",Shelving and Storage Racks,BULK MRO APPROVED
39052,BM9N7C9,BULK MRO APPROVED Exponent Software,Hydraulic Hoses,BULK MRO APPROVED
37292,BM9M7H5,"BULK MRO APPROVED Exterior Frame, Size 23.5 X 25.5"" - 03-1938",Door Louver and Lite Kits,BULK MRO APPROVED
37297,BM9M7J1,"BULK MRO APPROVED Exterior Window Frame - P.O. - AW-139 Cabin Window Pushout, Size 24.1/2"" X 27.1/2"" - 03-19403",Door Louver and Lite Kits,BULK MRO APPROVED
37288,BM9M7H1,BULK MRO APPROVED Exterior Window Frame - P.O. CH-46/L - 02-1960,Door Louver and Lite Kits,BULK MRO APPROVED
37301,BM9M7J5,"BULK MRO APPROVED Exterior Window Frame P.O. - AS-365 Cabin Window Pushout, Dauphin Port - 03-19420",Door Louver and Lite Kits,BULK MRO APPROVED
38783,BM9N6K5,"BULK MRO APPROVED External Shunt Moving Coil Dc Ammeter for Battery Charger Panel with 90 Deg. Scale, Accuracy +/- 1.5%, Range 0 - 200 Amps, Size 96 X 96 mm",Analog Panel Meters,BULK MRO APPROVED
33152,BM9K2N3,BULK MRO APPROVED Extra Copper Pipe,Copper and Brass Pipe and Tubing,BULK MRO APPROVED
38699,BM9N4X3,BULK MRO APPROVED Feed Piston - CN37397,Pneumatic System Components,BULK MRO APPROVED
38708,BM9N4P5,BULK MRO APPROVED Feed Stop Piston - CN37377,Pneumatic System Components,BULK MRO APPROVED
28981,BM9G4J3,"BULK MRO APPROVED Fishing Twine, Dia 0.5 mm - BM9G4J3",Accessories,BULK MRO APPROVED
42860,BM9S5B7,"BULK MRO APPROVED Flame Proof Pannel Box, Power Supply 24V, Mcp Switches With Connector",Office Supplies,BULK MRO APPROVED
39179,BM9N8B2,"BULK MRO APPROVED Flat Cable Trolley, Size 70 mm/52 mm - CRT10A",Conduit and Wire Racks and Carts,BULK MRO APPROVED
30511,BM9H3D8,"BULK MRO APPROVED Flexible Conduit Pipe, Size 1"", Color Black, Gray",Conduit Fittings,BULK MRO APPROVED
30510,BM9H3D7,"BULK MRO APPROVED Flexible Conduit Pipe, Size 1/2"", Color Black, Gray",Conduit Fittings,BULK MRO APPROVED
36173,BM9M1S8,"BULK MRO APPROVED Float / Boost Type Fully Automatic Battery Charger, Input Supply 230 V AC, Output Voltage 12 V / 24 V DC, Current Capacity 20 Amp - BCH / 505",Battery Chargers and Boosters,BULK MRO APPROVED
39170,BM9N7R9,BULK MRO APPROVED Floor Vase with Artificial Stick,Calculators and Miscellaneous Office Equipment,BULK MRO APPROVED
32165,BM9J5T2,BULK MRO APPROVED Flushing O Ring and Capillary Servicing,Accessories,BULK MRO APPROVED
37841,BM9M9M3,"BULK MRO APPROVED Fly Killer, Size 2 ft., Material Fiber Body - FK002",Electronic Bug Killers,BULK MRO APPROVED
38302,BM00028,BULK MRO APPROVED Freight Charges,Freight,BULK MRO APPROVED
36581,BM9M3S8,BULK MRO APPROVED Freight Charges (Deleted),O&M services parent,BULK MRO APPROVED
37544,BM9M8M2,"BULK MRO APPROVED Gas In Our Returnable Cylinders, Std Pkt 10 Kg - R-134A",Gas Detection,BULK MRO APPROVED
38711,BM9N5J4,"BULK MRO APPROVED Glass Container, Capacity 750 ml",Cutlery and Plates,BULK MRO APPROVED
38402,BM9N3L1,BULK MRO APPROVED Green Chief Dosa Tava,Gifts,BULK MRO APPROVED
38403,BM9N3S4,BULK MRO APPROVED Green Chief Pop,Gifts,BULK MRO APPROVED
38012,BM9N2B2,"BULK MRO APPROVED Half Coupling, Material SS304, Size 15NB",Stainless Steel Pipe Fittings,BULK MRO APPROVED
39214,BM9N8F4,BULK MRO APPROVED Hammer - GSA-2313-H,Other Tools,BULK MRO APPROVED
39219,BM9N7X3,BULK MRO APPROVED Hammer Frame - GSA-2313-HF,Other Tools,BULK MRO APPROVED
39218,BM9N8F1,BULK MRO APPROVED Hammer Pin - GSA-2313-HP,Other Tools,BULK MRO APPROVED
37644,BM9M8Y6,BULK MRO APPROVED Hand Operated Eye Wash Fountain and Shower - SSCH,Emergency Eyewash and Shower Stations,BULK MRO APPROVED
28822,BM3X4Z2,"BULK MRO APPROVED Hand Safety Gloves, Cut level 1",Cut-Resistant Gloves,BULK MRO APPROVED
28823,BM3X4Z3,"BULK MRO APPROVED Hand Safety Gloves, Cut level 2",Cut-Resistant Gloves,BULK MRO APPROVED
38417,BM9N3R7,"BULK MRO APPROVED Hand Trolley, Size 60 X 22 X 18"", Capacity 500 Kg - 758 BALVIKA",Cylinder Hand Truck,BULK MRO APPROVED
30582,BM9H3N6,"BULK MRO APPROVED Handle Type Ratchet Lashing, Size 25 mm, Length 5 Mtr, Capacity 1.5  ton",Belt Accessories,BULK MRO APPROVED
30368,BM9H2K9,BULK MRO APPROVED HDMI to VGA Convertor,Office Supplies,BULK MRO APPROVED
37606,BM9M8U1,"BULK MRO APPROVED HDPE Full Open Top Drum, Capacity 210 Ltr, Colour Blue",Emergency Eye Wash Stations,BULK MRO APPROVED
38008,BM9N1X9,"BULK MRO APPROVED Heavy Duty Chain Half Link/Lock, Chain Pitch 5/8""",Chain Links,BULK MRO APPROVED
38011,BM9N2A5,"BULK MRO APPROVED Heavy Duty Chain Lock, Chain Pitch 5/8""",Chain Links,BULK MRO APPROVED
39049,BM9N6V3,BULK MRO APPROVED Heavy Duty Platform with Aluminum Plate,Dispensers,BULK MRO APPROVED
38184,BM9N2V9,"BULK MRO APPROVED Hex Head Bolt & Nut, Dia 5/8"", Length 2.1/2""",Hex Head Screws,BULK MRO APPROVED
34331,BM9K9F9,"BULK MRO APPROVED Hex Head Bolt with Nut GI, Size 1/2"" X 2""",Hex Head Screws,BULK MRO APPROVED
37971,BM9N1L4,"BULK MRO APPROVED Hex Head GI Bolt with Nut, Dia 1/2"", Length 1-1/2""",Hex Nuts,BULK MRO APPROVED
38202,BM9N2S8,"BULK MRO APPROVED Hex Head Mild Steel Bolt With Nut, Dia 5/8"", Length 3""",Hex Head Screws,BULK MRO APPROVED
38195,BM9N2F9,"BULK MRO APPROVED Hex Head Mild Steel Bolt With Nut/Washer, Dia 1/2"", Length 2""",Hex Head Screws,BULK MRO APPROVED
38719,BM9N5D4,BULK MRO APPROVED High Ball Glass,Cutlery and Plates,BULK MRO APPROVED
33058,BM9K1X8,"BULK MRO APPROVED High Loft Glass Fiber Filter Blanket, Size 100 mm, Thickness 1 X 20 Mtr, Filtration Glass G3/EN779, Pressure Drop 60 IPD & 250 FPD, Average Arrestance 90%< A <98%, Flame Ressistance F1 B1",Accessories,BULK MRO APPROVED
33056,BM9K1X6,"BULK MRO APPROVED High Loft Glass Fiber Filter Blanket, Size 50 mm, Thickness 1 X 20 Mtr, Filtration Glass G3/EN779, Pressure Drop 60 IPD & 250 FPD, Average Arrestance 90%< A <98%, Flame Ressistance F1 B1",Accessories,BULK MRO APPROVED
33057,BM9K1X7,"BULK MRO APPROVED High Loft Glass Fiber Filter Blanket, Size 70 mm, Thickness 1 X 20 Mtr, Filtration Glass G3/EN779, Pressure Drop 60 IPD & 250 FPD, Average Arrestance 90%< A <98%, Flame Ressistance F1 B1",Accessories,BULK MRO APPROVED
38931,BM9N6F8,BULK MRO APPROVED Hospital Cubicle Curtain Track with Fitting,"Shower Curtains, Rods and Tracks",BULK MRO APPROVED
38985,BM9N7F1,BULK MRO APPROVED Hydrochloric Acid,Reagents and Solvents,BULK MRO APPROVED
42836,BM9X3R8,"BULK MRO APPROVED IMU Sensor Deutsch Connector, Colour Red - ASL606-05SN-HE",PLC,BULK MRO APPROVED
38217,BM9N2W7,"BULK MRO APPROVED Incco Grade Nickel Plate, Size 24 X 4 mm",Door Hardware,BULK MRO APPROVED
39395,BM9N9E6,"BULK MRO APPROVED Indicating Lamp, SSI-22.5-Q2-B-240A/N",Pilot Lights and Accessories,BULK MRO APPROVED
39390,BM9N8X5,"BULK MRO APPROVED Indicating Lamp, SSI-22.5-Q2-B-24D/N",Indicator Lights,BULK MRO APPROVED
39394,BM9N8E2,"BULK MRO APPROVED Indicating Lamp, SSI-22.5-Q2-R-24D/N",Pilot Lights and Accessories,BULK MRO APPROVED
39396,BM9N8U4,"BULK MRO APPROVED Indicating Lamp, SSI-22.5-Q2-Y-24D/N",Pilot Lights and Accessories,BULK MRO APPROVED
39188,BM9N8G6,BULK MRO APPROVED Industrial Grade Android Based Data Logger,Electrical Properties Data Loggers,BULK MRO APPROVED
36192,BM9M1U9,"BULK MRO APPROVED Industrial Hylam Sheet, Size 3 mm X 2 X 4 ft",Others,BULK MRO APPROVED
42259,BM9T3V9,BULK MRO APPROVED Industrial Line Light,Site Lighting,BULK MRO APPROVED
39196,BM9N7Y1,"BULK MRO APPROVED Industrial Mug, Capacity 1 Ltr",Electronics,BULK MRO APPROVED
30182,BM9H1J6,BULK MRO APPROVED Inspection & Testing - BM9H1J6,Accessories,BULK MRO APPROVED
30185,BM9H1J9,BULK MRO APPROVED Inspection & Testing - BM9H1J9,Accessories,BULK MRO APPROVED
30187,BM9H1K2,BULK MRO APPROVED Inspection & Testing - BM9H1K2,Accessories,BULK MRO APPROVED
36777,BM9M4V9,BULK MRO APPROVED Installation - BM9M4V9,O&M services parent,BULK MRO APPROVED
37302,BM9M7J6,"BULK MRO APPROVED Interior Frame P.O. - AS-365 Cabin Window Pushout, Dauphin Port - 03-19419",Door Louver and Lite Kits,BULK MRO APPROVED
37298,BM9M7J2,BULK MRO APPROVED Interior Frame P.O.- AW-139 Cabin Window Pushout - 03-19402,Door Louver and Lite Kits,BULK MRO APPROVED
37289,BM9M7H2,BULK MRO APPROVED Interior Frame with P.O. Window - CH-46/L - 02-1961,Door Louver and Lite Kits,BULK MRO APPROVED
37293,BM9M7H6,"BULK MRO APPROVED Interior Window Frame - S-61, Small Size 18 X 20 - 03-1933",Door Louver and Lite Kits,BULK MRO APPROVED
38472,BM9N3J7,BULK MRO APPROVED ISO/IEC 17025 : 2017 (HARD COPY)ISO/IEC 17025: General Requirement for the Competence of Testing and Calibration Laboratories,Notebooks,BULK MRO APPROVED
30462,BM9H2Y3,"BULK MRO APPROVED Jali CP, Size 4""",Accessories,BULK MRO APPROVED
38981,BM9N6Z6,BULK MRO APPROVED Laboratory Centrifuge,Laboratory Mixers and Accessories,BULK MRO APPROVED
38404,BM9N3R8,BULK MRO APPROVED Launch Box,Food Storage,BULK MRO APPROVED
38952,BM9N6Y9,"BULK MRO APPROVED Lead Carbonate, Capacity 500 gms",Reagents and Solvents,BULK MRO APPROVED
38772,BM9N4V6,"BULK MRO APPROVED Leaf Chain, Pitch 25.4 mm, Length 46.5 mm, Width 75 mm, Height 20.7 mm, Thickness 3.0 mm, Pin Dia. 8.25 mm",Chain,BULK MRO APPROVED
36580,BM9M3S7,"BULK MRO APPROVED Leak Proof Second Hand Storage Container, Length 40 Ft",Containers,BULK MRO APPROVED
38901,BM9N5Z6,"BULK MRO APPROVED Legal Paper, Colour Green, FS Size 80 Gsm, No of Sheet 500",Notebooks,BULK MRO APPROVED
39192,BM9N8D4,"BULK MRO APPROVED Magnetic Folder, Size A4",Files and Folders,BULK MRO APPROVED
39191,BM9N7P3,"BULK MRO APPROVED Magnetic White Board, Size 4 X 8 Ft",Boards,BULK MRO APPROVED
38703,BM9N5D9,BULK MRO APPROVED Main Piston Unit for CN80 - CN81206,Pneumatic System Components,BULK MRO APPROVED
31748,BM9J3M9,"BULK MRO APPROVED Master level, L.C 0.02, Size 150 mm",Miscellaneous Tools,BULK MRO APPROVED
26635,BM3X3Q1,BULK MRO APPROVED Medium Paper Weight,Copier Paper,BULK MRO APPROVED
26629,BM3X3P5,BULK MRO APPROVED Medium Round Shape Plastic Damper,Dampers,BULK MRO APPROVED
38988,BM9N6Y5,"BULK MRO APPROVED Mercuric Sulphate, Capacity 250 gms",Reagents and Solvents,BULK MRO APPROVED
38957,BM9N7F4,"BULK MRO APPROVED Methyl Orange Indicator Solution, Capacity 125 ml",Reagents and Solvents,BULK MRO APPROVED
38965,BM9N6S8,"BULK MRO APPROVED Methyl Orange Indicator Solution, Capacity 125 ml",Reagents and Solvents,BULK MRO APPROVED
38979,BM9N7D5,"BULK MRO APPROVED Methyl Orange Indicator Solution, Capacity 125 ml",Reagents and Solvents,BULK MRO APPROVED
37219,BM9M6X8,BULK MRO APPROVED Microbiocide - ARC-1023 (I) XL,Chemicals,BULK MRO APPROVED
38938,BM9N7C7,"BULK MRO APPROVED Mild Steel 2-1/2"" Y",Flow Control Valves,BULK MRO APPROVED
