Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
3457,BM1A5P8,Insulation Tapes (Red) ½ inch or 12 mm wide,100000175,15-Mar-16,0561/15.16,3457,17-Mar-2016,12,42,504,62%,12.5% VAT,13%,66,570
3457,BM1A5Q4,Floor Marking Tapes – Yellow & Black – 48mm (W),100000175,15-Mar-16,0561/15.16,3457,17-Mar-2016,12,597,7164,64%,12.5% VAT,13%,931,8095
3457,BM1A5Q3,Floor Marking Tapes – Yellow – 48mm (W),100000175,15-Mar-16,0561/15.16,3457,17-Mar-2016,12,597,7164,46%,12.5% VAT,13%,931,8095
3500,BM1A5R8,BV2333K152/PP/PP/T/ONF/BSP socket connection ACT-50D,100000591,15-Mar-16,052/16.17,3500,16-Apr-2016,5,22110,110550,23%,12.5% VAT,13%,14372,124922
3515,BM0O3Y7,A/4 Paper J.K Copier ( Red Packing ),100000596,15-Mar-16,004/16.17,3515,2-Apr-2016,60,154,9240,-16%,12.5% VAT,13%,1201,10441
2448,BM0Z1F6,"BAK- Compact – Swiss Made Hot Air Blower – Heavy Duty Industrial Quality
Continuous 24 hours operation
Voltage: 400-440V
Variable Temperature – 20-650Deg.c,
Variable Air Flow",100000868,16-Mar-16,0556/15.16,2448,16-Mar-2016,1,75900,75900,2%,2.0% VAT,2%,1518,77418
2448,BM0Z1F6,"BAK- Compact – Swiss Made Hot Air Blower – Heavy Duty Industrial Quality
Continuous 24 hours operation
Voltage: 400-440V
Variable Temperature – 20-650Deg.c,
Variable Air Flow",100000868,16-Mar-16,0459/15.16,2448,21-Jan-2016,1,75900,75900,2%,2.0% VAT,2%,1518,77418
3425,BM1A5P5,"S.S. 316/316L BLRF Flange, 2½” NB x 150#",100000178,17-Mar-16,0582/15.16,3425,25-Mar-2016,1,3375,3375,47%,5.0% VAT,5%,169,3544
3494,BM1A5H1,Silicon Foam,100001422,17-Mar-16,0577/15.16,3494,22-Mar-2016,30,125,3750,23%,12.5% VAT,13%,488,4238
3534,BM1A8S5,Part # 61143 - DRIVE RACK FOR MOTOR,100001421,17-Mar-16,0177/16.17,3534,27-May-2016,2,7563,15126,13%,12.5% VAT,13%,1966,17092
3550,BM1A5S5,"1/4"" NPT Tap set",100000627,18-Mar-16,0570/15.16,3550,21-Mar-2016,1,2777,2777,40%,12.5% VAT,13%,361,3138
3560,BM1A5T2,PTFE rod 25mm dia,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,1,1800,1800,50%,12.5% VAT,13%,234,2034
3560,BM1A5T1,PTFE rod 10mm dia,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,1,474,474,76%,12.5% VAT,13%,62,536
3560,BM1A5T0,PTFE rod 8mm dia,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,1,414,414,82%,12.5% VAT,13%,54,468
3560,BM1A5O4,2 pin Molex connector,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,20,58,1160,33%,12.5% VAT,13%,151,1311
3560,BM0Z0W2,4 pin molex connector,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,10,115,1150,33%,12.5% VAT,13%,150,1300
3560,BM0Z0W3,10 pin molex connector,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,10,250,2500,23%,12.5% VAT,13%,325,2825
3560,BM1A5S9,PTFE rod 6mm dia,200236,18-Mar-16,0568/15.16,3560,21-Mar-2016,1,391,391,85%,12.5% VAT,13%,51,442
3560,BM1A5T4,PP Terminal Box 98X98X52 mm,200236,18-Mar-16,0593/15.16,3560,29-Mar-2016,10,363,3630,61%,12.5% VAT,13%,472,4102
3560,BM1A5S7,PG threaded nylon cable Gland,200236,19-Mar-16,0568/15.16,3560,21-Mar-2016,15,13,195,17%,12.5% VAT,13%,25,220
3560,BM1A5S8,PG threaded nylon cable Gland,200236,19-Mar-16,0568/15.16,3560,21-Mar-2016,15,8,120,19%,12.5% VAT,13%,16,136
3571,BM9B4D7,"1/4"" OD Nylon Pipe Natural Color",100001416,19-Mar-16,0575/15.16,3571,22-Mar-2016,30,53,1590,35%,12.5% VAT,13%,207,1797
3571,BM1E8U9,16 mm Teflon Rod,100001416,19-Mar-16,0575/15.16,3571,22-Mar-2016,1,766,766,58%,12.5% VAT,13%,100,866
3250,BM1A4X6,"Circlip pliers for internal retaining rings, straight, 8-13 mm",100000834,21-Mar-16,0148/16.17,3250,19-May-2016,200,895,179000,-8%,2.0% VAT,2%,3580,182580
3250,BM1A4X6,"Circlip pliers for internal retaining rings, straight, 8-13 mm",100000834,21-Mar-16,0205/16.17,3250,11-Jun-2016,300,895,268500,9%,2.0% VAT,2%,5370,273870
3473,BM9B4D8,Thermostat switch -- 150 degree,100001419,21-Mar-16,0569/15.16,3473,21-Mar-2016,10,156,1560,21%,12.5% VAT,13%,203,1763
3473,BM9B4D9,Thermostat switch -- 220 degree,100001419,21-Mar-16,0569/15.16,3473,21-Mar-2016,10,169,1690,20%,12.5% VAT,13%,220,1910
3473,BM9B4E1,Thermostat switch -- 60 degree,100001419,21-Mar-16,0569/15.16,3473,21-Mar-2016,10,106,1060,24%,12.5% VAT,13%,138,1198
3473,BM9B4E2,Thermostat switch -- 100 degree,100001419,21-Mar-16,0569/15.16,3473,21-Mar-2016,10,106,1060,24%,12.5% VAT,13%,138,1198
3573,BM1A5T6,RTV sealicon sealant,200219,21-Mar-16,0567/15.16,3573,21-Mar-2016,2,1279,2558,33%,12.5% VAT,13%,333,2891
3573,BM0Z0Y0,"Festo push in bulkhead connector ,size 10mm OD pipe, part# 153160 QSS 10",200219,21-Mar-16,0578/15.16,3573,22-Mar-2016,20,430,8600,30%,12.5% VAT,13%,1118,9718
3573,BM1A5T5,1/8” NPT tap set,200219,21-Mar-16,0567/15.16,3573,21-Mar-2016,1,1555,1555,39%,12.5% VAT,13%,202,1757
3478,BM1A9J2,"ABDS-60, 6” x 60” Size Belt and disc sander machine with Electric Motor 60, 6” x 60” Size Belt and disc sander machine with Electric Motor, Emergency switch SPECIFICATIONS:
Size of Machine : 6” X 60” Disc Dia. : 15”
Belt Sanding Size : 6” X 20”
Disc Sanding Table : 25” X 9”
Disc Table Tilt : 45
Motor Hp Required : 1.5hp",100000589,22-Mar-16,0242-16-17,3478,27-Jun-2016,1,75000,75000,12%,2.0% VAT,2%,1500,76500
3532,BM1A5S0,"Sticky Mats 45cm X 115 cm, 30 SHEETS IN 1 MAT BLUE",100000169,22-Mar-16,0581/15.16,3532,23-Mar-2016,10,625,6250,23%,12.5% VAT,13%,813,7063
3532,BM1A5S1,Shoe Cover’s Disposable shoe cover LDPE (50 pairs per packet),100000169,22-Mar-16,0589/15.16,3532,28-Mar-2016,5,193.33,966.65,30%,12.5% VAT,13%,126,1092
3483,BM0K8H6,3M Antifog Safety goggles,100001437,23-Mar-16,GJ-001/15.16,3483,30-Mar-2016,200,129.56,25912,49%,15.0% VAT,15%,3887,29799
3489,BM9B4F2,"PARKER HOSE 801-4
Hose ID - 1/4 “ , 
Length – 5 Meter .
Color - Grey 
Note 831 PUSH LOK HOSE SERIES IS DISCONTD & MERGE WITH 801 SERIES",100001425,23-Mar-16,0574/15.16,3489,21-Mar-2016,5,652,3260,46%,12.5% VAT,13%,424,3684
3526,BM1A5S3,"Fan 300 mm dia, cap 2200 CFM, pressure 25 mm wgp with 0.5 hp 2880 215 volts, single phase motor",100000170,23-Mar-16,0580/15.16,3526,23-Mar-2016,1,15200,15200,12%,12.5% VAT,13%,1976,17176
3540,BM1A5T3,PP Pleated Cartridge 10” Long 10 Micron Doe Type,100000167,23-Mar-16,0590/15.16,3540,29-Mar-2016,8,780,6240,28%,2.0% VAT,2%,125,6365
3586,BM1A5U2,Silver Oak Wood,100000800-1,23-Mar-16,060/16.17,3586,22-Apr-2016,112,145.61,16308.32,-1%,12.5% VAT,13%,2120,18428
3601,BM1A9T1,HiRise Deluxe for iPhone/iPad (rose gold),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,3555.42,42665.04,25%,5.5% VAT,6%,2560,45225
3601,BM1A9T0,"BookArc for MacBook
Vertical Laptop Stand for MacBook",100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,2667.46,32009.52,25%,5.5% VAT,6%,1921,33930
3601,BM1A9S9,HiRise for Apple Watch (Black),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,2667.46,32009.52,25%,5.5% VAT,6%,1921,33930
3601,BM1A9S8,HiRise for Apple Watch (Silver),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,2667.46,32009.52,17%,5.5% VAT,6%,1921,33930
3601,BM1A9S5,HiRise Deluxe for iPhone (gold),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,3555.42,42665.04,25%,5.5% VAT,6%,2560,45225
3601,BM1A9S4,ParcSlope for MacBook,100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,66,2962.66,195535.56,25%,5.5% VAT,6%,11732,207268
3601,BM1A9S3,HiRise Deluxe for iPhone/iPad (black),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,3555.42,42665.04,25%,5.5% VAT,6%,2560,45225
3601,BM1A9S2,HiRise Deluxe for iPhone/iPad (silver),100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,3555.42,42665.04,25%,5.5% VAT,6%,2560,45225
3601,BM1A9S1,"BaseLift
Integrated stand and lap pad for MacBook",100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,24,2369.89,56877.36,25%,5.5% VAT,6%,3413,60290
3601,BM1A9S0,BookBook Travel Journal,100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,6,5926.5,35559,30%,12.5% VAT,13%,4623,40182
3601,BM1A9R9,Ghost Stand for MacBook,100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,24,2073.5,49764,25%,5.5% VAT,6%,2986,52750
3601,BM1A9R8,"BookArc for iPad/iPad mini
Tabletop Stand for iPad/iPad mini",100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,1777.12,21325.44,25%,5.5% VAT,6%,1280,22605
3601,BM1A9R7,"HiRise for iMac 
Adjustable stand for iMac & Apple Display",100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,12,4740.97,56891.64,25%,5.5% VAT,6%,3413,60305
3601,BM1A9R6,"Magic Wand 
Connects Magic Trackpad to Apple Bluetooth Keyboar",100000778-1,23-Mar-16,032/16.17,3601,11-Apr-2016,36,1777.12,63976.32,25%,5.5% VAT,6%,3839,67815
3452,BM1A5U0,"M. S Flat W – 30 mm, T- 5 mm, Length- 100 mm",100000554-1,28-Mar-16,005/16.17,3452,2-Apr-2016,1000,6.24,6506.49,-3%,5.5% VAT,6%,390,6897
3452,BM1A5T9,"M. S Flat W – 65 mm, T- 6 mm, Length- 100 mm",100000554-1,28-Mar-16,005/16.17,3452,2-Apr-2016,2700,15.6,43918.82,-3%,5.5% VAT,6%,2635,46554
3452,BM1A5T8,"M. S Flat W – 65 mm, T- 6 mm, Length- 65 mm",100000554-1,28-Mar-16,005/16.17,3452,2-Apr-2016,1500,10.4,16266.23,-3%,5.5% VAT,6%,976,17242
3452,BM1A5T7,"M. S Round Bar Dia – 32, Length- 125 mm",100000554-1,28-Mar-16,005/16.17,3452,2-Apr-2016,600,45.6,28528.46,-3%,5.5% VAT,6%,1712,30240
3594,BM1A5U4,Digital Vernier Caliper Range 0 -300 mm,100000662,28-Mar-16,011/16.17,3594,4-Apr-2016,1,19461,19461,9%,12.5% VAT,13%,2530,21991
3594,BM1A5U3,Digital Vernier Caliper Range 0 -150 mm,100000662,28-Mar-16,011/16.17,3594,4-Apr-2016,1,8029,8029,16%,12.5% VAT,13%,1044,9073
3625,BM0C7K0,Part # 93-304-1-22 - T-Bar Socket 10 mm Make: Stanley,100000165,28-Mar-16,0588/15.16,3625,28-Mar-2016,1,263,338,-31%,,0%,-,338
1760,BM1A8E9,SRIMA Fire Safety Cabinet with 2 shelves (03 Compartments) – Size: 1650 H x 1100 W x 500mm D,100000835,29-Mar-16,0592/15.16,1760,29-Mar-2016,2,57500,122750,13%,12.5% VAT,13%,15958,138708
3456,BM1A5P7,Infrared Thermometer (-50 TO 1550'c+CONTACT+E),100000571-1,29-Mar-16,014/16.17,3456,5-Apr-2016,1,8888,8888,14%,12.5% VAT,13%,1155,10043
3456,BM1A5P6,Infrared Thermometer Range: –50°C ~ 1050°C,100000571-1,29-Mar-16,014/16.17,3456,5-Apr-2016,2,8391,16782,18%,12.5% VAT,13%,2182,18964
3630,BM1A5W8,"HDD, 1 TB",100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,4586.61,4586.61,11%,12.5% VAT,13%,596,5183
3630,BM1A5W6,4Ch DVR,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,3692.6,3692.6,12%,12.5% VAT,13%,480,4173
3630,BM1A5W4,HD CCTV Camera (1MP) DOME 24 IR LED,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,1548.11,1548.11,15%,12.5% VAT,13%,201,1749
3630,BM1A5W7,"power supply 12V,2A",100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,416.45,416.45,23%,12.5% VAT,13%,54,471
3630,BM1A5X2,Laying + Casing,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,161.83,161.83,-31%,12.5% VAT,13%,21,183
3630,BM1A5W9,BNC,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,2,76.95,153.9,73%,12.5% VAT,13%,20,174
3630,BM1A5X0,DC,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,2,71.29,142.58,79%,12.5% VAT,13%,19,161
3630,BM1A5X1,Cable,100000896-1,29-Mar-16,00327-16-17,3630,31-Jul-2016,1,153.91,153.91,77%,12.5% VAT,13%,20,174
3638,BM0Z1E5,Couple Watch,100000974,29-Mar-16,GJ-002/15.16,3638,30-Mar-2016,3,4500,13500,17%,15.0% VAT,15%,2025,15525
2908,BM1A5I4,Hiclean L - SGP,100000887,30-Mar-16,047/16.17,2908,15-Apr-2016,240,255,61200,35%,12.5% VAT,13%,7956,69156
2908,BM1A5I4,Hiclean L - SGP,100000887,30-Mar-16,0253/16.17,2908,2-Jul-2016,10,255,2550,-129%,12.5% VAT,13%,332,2882
3525,BM1A9L1,FLUKE LEAD,100000603,30-Mar-16,002/16.17,3525,1-Apr-2016,10,1800,18000,8%,12.5% VAT,13%,2340,20340
3616,BM1A5W1,"First aid box made of SS / Plastic contents the following
Cylindrical Radius End (TCRB B2)
Part # TU-S9 - USB to Serial port converter - Make Trendnet
4sq mm copper grounding wire
5/16 inch x 7/8 inch Socket Head bolts
5/16 inch x 7/8 inch Socket Head nuts
5/16 inch x 7/8 inch Socket Head washer
Borosil flask round bottom 4necks 34/35,24/29 2000ml.Centre neck and three parallel side neck
Mineral Insulated RTD Assembly along with Thermowell; For detailed description please refer annexure 1
AA Battery (Duracel)
AAA Battery Duracell
E' TYPE Thermocuple juntion only, cable -2mtr Tef /Tef (Blue), conector small (yellow) conector brand - taiwan
Mop Refill Good quality
Mop Stick Local make with 4 foot rod
Mop Stick Local make with 4 foot rod
Scratch Brite
Glossy Paper - 210 Gsm
AA Battery (Duracel)
AAA Battery Duracell
9V Battery
Mask - Mouth Cloth
Box file big
Whitner
Cello Tape 1",200217,30-Mar-16,026/16-17,3616,7-Apr-2016,1,4075,4075,23%,12.5% VAT,13%,530,4605
3455,BM0O4D4,Floor Wiper,100000560,31-Mar-16,041/16.17,3455,14-Apr-2016,15,1200,18000,35%,12.5% VAT,13%,2340,20340
3550,BM1Z9F4,Pencil,100000627,31-Mar-16,020/16-17,3550,6-Apr-2016,1,1327,1327,55%,12.5% VAT,13%,173,1500
4009,BM1A9C3,High Lighter,100000774-2,31-Mar-16,024/16-17,4009,7-Apr-2016,1,524,524,-21%,12.5% VAT,13%,68,592
4009,BM1A9C4,Dettol Liquid 1 ltr,100000774-2,31-Mar-16,024/16-17,4009,7-Apr-2016,1,217,217,6%,12.5% VAT,13%,28,245
4009,BM1A9C5,Room Freshner,100000774-2,31-Mar-16,024/16-17,4009,7-Apr-2016,100,2,200,68%,12.5% VAT,13%,26,226
4044,BM0O7W3,Long note Book 200pgs,100000794,31-Mar-16,0132/16.17,4044,14-May-2016,1,2286,2286,23%,12.5% VAT,13%,297,2583
3169,BM1A9O2,Hit Spry- 400 ml,100000847,01-Apr-16,006/16.17,3169,2-Apr-2016,3,3148,9444,17%,12.5% VAT,13%,1228,10672
3515,BM0O4L2,A/4 Paper J.K Copier ( Red Packing ),100000596,01-Apr-16,004/16.17,3515,2-Apr-2016,48,27,1296,-5%,12.5% VAT,13%,168,1464
3515,BM0O4L4,A3 Paper,100000596,01-Apr-16,004/16.17,3515,2-Apr-2016,38,28,1064,-4%,12.5% VAT,13%,138,1202
3618,BM1A5W5,Glass cloth,100000693-1,01-Apr-16,023/16-17,3618,7-Apr-2016,1,531,531,41%,12.5% VAT,13%,69,600
3624,BM0O4R4,Sharpner,200165,01-Apr-16,007/16.17,3624,2-Apr-2016,30,65,1950,-107%,12.5% VAT,13%,254,2204
3624,BM0O4R6,Eraser,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,6,260,1560,84%,12.5% VAT,13%,203,1763
3624,BM0O4R6,Button Files,200165,01-Apr-16,007/16.17,3624,2-Apr-2016,6,260,1560,84%,12.5% VAT,13%,203,1763
3624,BM0O4T7,"Scales Big 12"" Plastic",200165,01-Apr-16,007/16.17,3624,2-Apr-2016,60,6,360,-5%,12.5% VAT,13%,47,407
3624,BM0O4A1,"12"" Steel Scale",200165,01-Apr-16,007/16.17,3624,2-Apr-2016,15,280,4200,2%,12.5% VAT,13%,546,4746
3624,BM0O4L2,W/B Marker,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,48,26.4,1267.2,-7%,12.5% VAT,13%,165,1432
3624,BM0O4L4,Fevi Kwick small,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,36,28,1008,-4%,12.5% VAT,13%,131,1139
3624,BM0O4L0,"Cellow Tape - 2""",200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,210,5040,80%,12.5% VAT,13%,655,5695
3624,BM0O4Q7,Scissor Medium,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,150,3.5,525,7%,12.5% VAT,13%,68,593
3624,BM0O4F5,Garbage cover Small (Black),200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,65,1560,34%,12.5% VAT,13%,203,1763
3624,BM0O4H3,Garbage cover Small (Black),200165,01-Apr-16,025/16.17,3624,7-Apr-2016,6,15.33,91.98,-5%,12.5% VAT,13%,12,104
3624,BM0O4J6,Garbage Bag 30x40,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,30,7.5,225,6%,12.5% VAT,13%,29,254
3624,BM0O4J9,Garbage Bag L (24x32) (Pack of 15pcs),200165,01-Apr-16,025/16.17,3624,7-Apr-2016,60,14,840,-7%,12.5% VAT,13%,109,949
3624,BM0O4U3,Room Spray 250ml,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,12,150,1800,33%,12.5% VAT,13%,234,2034
3624,BM0O4E9,Mosquitos Smart Cards,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,10,25,250,-7%,12.5% VAT,13%,33,283
3624,BM0O4H4,Dettol - 5 ltr,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,10,13,130,-7%,12.5% VAT,13%,17,147
3624,BM0O4T4,Germ Free - 5Ltr,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,25,145,3625,-14%,12.5% VAT,13%,471,4096
3624,BM0O4W5,Check cloth small,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,6,290,1740,74%,12.5% VAT,13%,226,1966
3624,BM0O4K5,Kitchen Wipe,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,34,816,-20%,12.5% VAT,13%,106,922
3624,BM0O4V6,L Folder,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,12,170,2040,-1%,12.5% VAT,13%,265,2305
3624,BM0O3Y7,Paper Glass - 200 ML,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,120,154,18480,-16%,12.5% VAT,13%,2402,20882
3624,BM0O3Y8,Air Freshner,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,40,310,12400,-4%,12.5% VAT,13%,1612,14012
3624,BM0O4Q3,"2 Ply Toilet Tissue Rolls, 350 Pulls with fsc certification 100% Virgin Fibre",200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,11.5,276,-38%,12.5% VAT,13%,36,312
3624,BM0O4F1,Kitchen Roll 210 g x 23cm length with fsc certification 100% Virgin Fibre,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,20,2.45,49,61%,12.5% VAT,13%,6,55
3624,BM0O4F0,Multifold tissues -21cmx23cm 40gsm with fsc certification 100% Virgin Fibre,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,20,0.5,10,-350%,12.5% VAT,13%,1,11
3624,BM0O4W2,Air freshener (vent),200165,01-Apr-16,025/16.17,3624,7-Apr-2016,15,25,375,13%,12.5% VAT,13%,49,424
3624,BM0O4M9,Urinal Cake 60 Gms,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,12,9,108,4%,12.5% VAT,13%,14,122
3624,BM0O4N0,140 Bar Pressure Washer ( Orange & Black),200165,01-Apr-16,025/16.17,3624,7-Apr-2016,12,17,204,-1%,12.5% VAT,13%,27,231
3624,BM0O4G7,Copper 1” pipe bender,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,60,16.5,990,-4%,12.5% VAT,13%,129,1119
3624,BM0O4K2,SIZE : 16MM OD (5/8”) NATURAL COLOUR Flexible Nylon Rod,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,25,4.24,106,-2%,12.5% VAT,13%,14,120
3624,BM0O4J8,SIZE : 12.7MM OD NATURAL COLOUR Flexible Nylon Rod,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,60,14,840,-7%,12.5% VAT,13%,109,949
3624,BM0O4M2,"Part # 10-418 - DynaGrip SnapOf BladeKnife, Blade 18mm Make: Stanley",200165,01-Apr-16,025/16.17,3624,7-Apr-2016,12,30,360,-7%,12.5% VAT,13%,47,407
3624,BM0O4O5,PSL Safety Shoes Size 8,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,22,2200,2%,12.5% VAT,13%,286,2486
3624,BM0O4O5,Multifold tissues -21cmx23cm 40gsm with fsc certification 100% Virgin Fibre,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,22,2200,2%,12.5% VAT,13%,286,2486
3624,BM0O4O7,"2 Ply Toilet Tissue Rolls, 350 Pulls with fsc certification 100% Virgin Fibre",200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,70,7000,-61%,12.5% VAT,13%,910,7910
3624,BM0O4O6,Kitchen Roll 210 g x 23cm length with fsc certification 100% Virgin Fibre,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,42.22,4222,3%,12.5% VAT,13%,549,4771
3624,BM0O4S1,M4 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,16,145,2320,17%,12.5% VAT,13%,302,2622
3624,BM0O4W4,M5 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,200,9.5,1900,3%,12.5% VAT,13%,247,2147
3624,BM0O4T5,M6 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,2,725,1450,-24%,12.5% VAT,13%,189,1639
3624,BM0O4T8,M16 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,6,510,3060,-7%,12.5% VAT,13%,398,3458
3624,BM0O4Q5,M20 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,6,144,-74%,12.5% VAT,13%,19,163
3624,BM0O4R2,M22 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,24,28,672,14%,12.5% VAT,13%,87,759
3624,BM0O4F2,M30 Hand tap,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,150,4.95,742.5,-28%,12.5% VAT,13%,97,839
3624,BM0O4S2,HSSDRILL DIA 2mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,200,1,200,-7746%,12.5% VAT,13%,26,226
3624,BM0O4P5,HSSDRILL DIA 3mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,1,790,790,92%,12.5% VAT,13%,103,893
3624,BM0O4V3,HSSDRILL DIA 4mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,800,14.7,11760,-7%,12.5% VAT,13%,1529,13289
3624,BM0O4V4,HSSDRILL DIA 5mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,80,22.7,1816,-7%,12.5% VAT,13%,236,2052
3624,BM0O4V2,HSSDRILL DIA 6mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,1200,28,33600,-21%,12.5% VAT,13%,4368,37968
3624,BM0O4T9,HSSDRILL DIA 7mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,12,1200,-91%,12.5% VAT,13%,156,1356
3624,BM0O4T3,HSSDRILL DIA 8mm PS,200165,01-Apr-16,025/16.17,3624,7-Apr-2016,100,11,1100,-1%,12.5% VAT,13%,143,1243
3627,BM1A9O1,HSSDRILL DIA 9mm PS,100000798,01-Apr-16,016/16.17,3627,5-Apr-2016,1,29146.67,29146.67,19%,12.5% VAT,13%,3789,32936
3662,BM0P0S9,HSSDRILL DIA 10mm PS,100000762,01-Apr-16,008/16.17,3662,4-Apr-2016,1,6565,6565,31%,12.5% VAT,13%,853,7418
3662,BM0P0T0,HSSDRILL DIA11mm TS,100000762,01-Apr-16,008/16.17,3662,4-Apr-2016,1,433,433,77%,12.5% VAT,13%,56,489
3662,BM0P0T1,HSSDRILL DIA12mm TS,100000762,01-Apr-16,008/16.17,3662,4-Apr-2016,1,400,400,69%,12.5% VAT,13%,52,452
4003,BM0C7D8,HSSDRILL DIA24mm TS,100000768,01-Apr-16,001/16.17,4003,1-Apr-2016,1,130,205,-21%,,0%,-,205
3245,BM0O4V2,HSSDRILL DIA39mm TS,100000838,02-Apr-16,003/16.17,3245,2-Apr-2016,800,28,22400,-21%,12.5% VAT,13%,2912,25312
3245,BM0O4V3,HSSDRILL DIA41mm TS,100000838,02-Apr-16,003/16.17,3245,2-Apr-2016,600,14.7,8820,-7%,12.5% VAT,13%,1147,9967
3245,BM0O4V4,HSSDRILL DIA 18.5mm TS,100000838,02-Apr-16,003/16.17,3245,2-Apr-2016,150,22.5,3375,-8%,12.5% VAT,13%,439,3814
3333,BM0O8J2,HSSDRILL DIA48x500mm TS,100000820,04-Apr-16,0111/16.17,3333,7-May-2016,1,124632.17,124632.17,100%,12.5% VAT,13%,16202,140834
3544,BM1A9O3,HSSDRILL DIA 50x500mm TS,100000624,04-Apr-16,028/16.17,3544,9-Apr-2016,1,30222.35,30222.35,13%,5.5% VAT,6%,1813,32036
4008,BM0P0S8,HSSDRILL DIA45x500mm TS,100000771,04-Apr-16,013/16.17,4008,5-Apr-2016,1,12720,12720,31%,5.0% VAT,5%,636,13356
4010,BM0P0S6,"S.S. 316 Needle Valve OD: 1/4""Temp Range: 250-300 deg C Pressure 4-5 bar",100000777,04-Apr-16,046/16.17,4010,15-Apr-2016,5,74,370,51%,12.5% VAT,13%,48,418
4010,BM0P0S7,4 sqmm Fuse Terminal Block with indication suitable for 220V colour,100000777,04-Apr-16,046/16.17,4010,15-Apr-2016,5,80,400,49%,12.5% VAT,13%,52,452
