idcompany_gstinfo,cmp_id,cmp_name,gst_num,gst_file,address,city,state_code,state_name,country,pincode,telephone,cst_num,cst_file,vat_num,vat_file,ed_num,ed_file,shippingfirstname,shippinglastname,sap_row_num,gst_type,tan_num,sap_row_num
3215,371,"Amazon Online Sales","No GST Number",NULL,"N-15, 2ND FLOOR,   NEAR GATE# 4 N-15, 2ND FLOOR,   NEAR GATE# 4","NEW DELHI",494,Delhi,IN,110065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vidya,Kumari,,NULL,NULL,
3216,371,"Amazon Online Sales","No GST Number",NULL,"No:21,Vallakottai Murugan Street,Rajamanikam Nagar, No:21,Vallakottai Murugan Street,Rajamanikam Nagar",CHENNAI,515,"Tamil Nadu",IN,600117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yaaseen,NULL,,NULL,NULL,
3217,371,"Amazon Online Sales","No GST Number",NULL,"Anju Villa House no.52 Bhagat Tola Dibadih Doranda Anju Villa House no.52 Bhagat Tola Dibadih Doranda",RANCHI,500,Jharkhand,IN,834002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Anuj,Murmu,,NULL,NULL,
3218,371,"Amazon Online Sales","No GST Number",NULL,"E 103 Sector 12 E 103 Sector 12",Ghaziabad,517,"Uttar Pradesh",IN,201009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Deepak,NULL,,NULL,NULL,
3219,371,"Amazon Online Sales","No GST Number",NULL,"NB2-11,  Nethravathi, Vijaya Enclave, SRS Nagar NB2-11,  Nethravathi, Vijaya Enclave, SRS Nagar",BENGALURU,501,Karnataka,IN,560076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Prasanna,Ram,,NULL,NULL,
3220,371,"Amazon Online Sales","No GST Number",NULL,"F140/141, flat no1 pitambra apartment, harishankar puram F140/141, flat no1 pitambra apartment, harishankar puram",GWALIOR,504,"Madhya Pradesh",IN,474001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gaurav,Gupta,,NULL,NULL,
3221,371,"Amazon Online Sales","No GST Number",NULL,"500 (old 340A) 500 (old 340A)",CHENNAI,515,"Tamil Nadu",IN,600016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kanagaraj,James,,NULL,NULL,
3222,371,"Amazon Online Sales","No GST Number",NULL,"SGS INDIA PVT SGS INDIA PVT",GURGAON,497,Haryana,IN,122050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jeevendra,Sharma,,NULL,NULL,
3223,371,"Amazon Online Sales","No GST Number",NULL,"Flat no 304 kasturi plaza Flat no 304 kasturi plaza",KAIKALUR,486,"Andhra Pradesh",IN,521333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sriram,NULL,,NULL,NULL,
3224,371,"Amazon Online Sales","No GST Number",NULL,"DENA BANK DENA BANK",KHARAGPUR,519,"West Bengal",IN,721304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alam,NULL,,NULL,NULL,
3225,371,"Amazon Online Sales","No GST Number",NULL,"E708, Aparna Cyber Commune, Nallagandla E708, Aparna Cyber Commune, Nallagandla",HYDERABAD,870,Telangana,IN,500019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nikhil,Ramabhadra,,NULL,NULL,
3226,371,"Amazon Online Sales","No GST Number",NULL,"576A/8A, DIAMOND HARBOUR ROAD 576A/8A, DIAMOND HARBOUR ROAD",KOLKATA,519,"West Bengal",IN,700034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Probal Roy",Choudhury,,NULL,NULL,
3227,371,"Amazon Online Sales","No GST Number",NULL,"1101/B, 11th Floor, Onyx Towers 1101/B, 11th Floor, Onyx Towers",PUNE,505,Maharashtra,IN,411001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abhishek,Banerji,,NULL,NULL,
3228,371,"Amazon Online Sales","No GST Number",NULL,"Flat 401, Bommarillu Homes Flat 401, Bommarillu Homes",HYDERABAD,870,Telangana,IN,500090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venu,NULL,,NULL,NULL,
3229,371,"Amazon Online Sales","No GST Number",NULL,"Flat No. MC - 1502, MAPLE block, Golden Grand Apartments, Flat No. MC - 1502, MAPLE block, Golden Grand Apartments",BENGALURU,501,Karnataka,IN,560022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guneet,Tandon,,NULL,NULL,
3230,371,"Amazon Online Sales","No GST Number",NULL,"EG - 56 EG - 56","New Delhi",494,Delhi,IN,110012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sachin,Arora,,NULL,NULL,
3231,371,"Amazon Online Sales","No GST Number",NULL,"1001, New Madhuvan Society 1001, New Madhuvan Society",Mumbai,505,Maharashtra,IN,400054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Birju,Patel,,NULL,NULL,
3232,371,"Amazon Online Sales","No GST Number",NULL,"1, Rydham Apartment, 72-73 Azad Society 1, Rydham Apartment, 72-73 Azad Society",AHMEDABAD,496,Gujarat,IN,380015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ashish,NULL,,NULL,NULL,
3233,371,"Amazon Online Sales","No GST Number",NULL,"plot no2/255 plot no2/255",BENGALURU,501,Karnataka,IN,560058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bhagaban,Shoo,,NULL,NULL,
3234,371,"Amazon Online Sales","No GST Number",NULL,"Helpshift Technologies Pvt Ltd Helpshift Technologies Pvt Ltd",Pune,505,Maharashtra,IN,411014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kiran,NULL,,NULL,NULL,
3235,371,"Amazon Online Sales","No GST Number",NULL,"B 1/E 4, Ground Floor B 1/E 4, Ground Floor","NEW DELHI",494,Delhi,IN,110044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rajnish,NULL,,NULL,NULL,
3236,371,"Amazon Online Sales","No GST Number",NULL,"Room no 10 chwal no 2 Room no 10 chwal no 2",MUMBAI,505,Maharashtra,IN,400097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abhishek,NULL,,NULL,NULL,
3237,371,"Amazon Online Sales","No GST Number",NULL,"405, chennu avenue, near post office 405, chennu avenue, near post office",HYDERABAD,870,Telangana,IN,500020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Emm,NULL,,NULL,NULL,
3238,371,"Amazon Online Sales","No GST Number",NULL,"Suite 402, New Mark House, Plot No. 56, Patrika Nagar Suite 402, New Mark House, Plot No. 56, Patrika Nagar",HYDERABAD,870,Telangana,IN,500081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jagadeesh,NULL,,NULL,NULL,
3239,371,"Amazon Online Sales","No GST Number",NULL,"No 19 bajanai kovil street No 19 bajanai kovil street",Chennai,515,"Tamil Nadu",IN,600126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vigneshkot,NULL,,NULL,NULL,
3240,371,"Amazon Online Sales","No GST Number",NULL,"Tata Elxsi [Ext: 1388], First Floor, Gayathri, Tata Elxsi [Ext: 1388], First Floor, Gayathri",TRIVANDRUM,502,Kerala,IN,695581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ragesh N",K,,NULL,NULL,
3241,371,"Amazon Online Sales","No GST Number",NULL,"1/5H,Shyam Bose Road, P.O- Alipore, Chetla, 1/5H,Shyam Bose Road, P.O- Alipore, Chetla",KOLKATA,519,"West Bengal",IN,700027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dattatreya,Raha,,NULL,NULL,
3242,371,"Amazon Online Sales","No GST Number",NULL,"No.788, 1st Floor, 14th Main, 3rd Block, Rajajinagar No.788, 1st Floor, 14th Main, 3rd Block, Rajajinagar",BANGALORE,501,Karnataka,IN,560010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Punith,NULL,,NULL,NULL,
3243,371,"Amazon Online Sales","No GST Number",NULL,"Flat No. 102C, 109/4, Zed collective Apartment, Avalahalli Flat No. 102C, 109/4, Zed collective Apartment, Avalahalli",BENGALURU,501,Karnataka,IN,560064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sabu,Augustine,,NULL,NULL,
3244,371,"Amazon Online Sales","No GST Number",NULL,"KUNA MESWA CSC CHARMAL KUNA MESWA CSC CHARMAL",REDHAKHOL,510,Odisha,IN,768106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kuna,Meswa,,NULL,NULL,
3245,371,"Amazon Online Sales","No GST Number",NULL,"Asst. Professor, Dept. of IT Asst. Professor, Dept. of IT",salem,515,"Tamil Nadu",IN,636005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Selvanatha,N,,NULL,NULL,
3246,371,"Amazon Online Sales","No GST Number",NULL,"Appurao Compound Appurao Compound",THIRTHAHALLI,501,Karnataka,IN,577432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vinayak,NULL,,NULL,NULL,
3247,371,"Amazon Online Sales","No GST Number",NULL,"Oil India Hospital Oil India Hospital",Duliajan,488,Assam,IN,786602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Anshuman,Bhagowati,,NULL,NULL,
3248,371,"Amazon Online Sales","No GST Number",NULL,"Ext 43928,4th Floor, Building 2b(Maximus), Raheja IT Park Ext 43928,4th Floor, Building 2b(Maximus), Raheja IT Park",HYDERABAD,870,Telangana,IN,500081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bhanu,Prasad,,NULL,NULL,
3249,371,"Amazon Online Sales","No GST Number",NULL,"Kallarackal house Kallarackal house",Aluva,502,Kerala,IN,683571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jinto,Antony,,NULL,NULL,
3250,371,"Amazon Online Sales","No GST Number",NULL,"Flat No 501/A, Navy Nulife Apartments, Sheelanagar Flat No 501/A, Navy Nulife Apartments, Sheelanagar",VISAKHAPATNAM,486,"Andhra Pradesh",IN,530012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jacob,Thomas,,NULL,NULL,
3251,371,"Amazon Online Sales","No GST Number",NULL,"H.no 410 Fatorda Margao H.no 410 Fatorda Margao","SOUTH GOA",495,Goa,IN,403602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bryan,NULL,,NULL,NULL,
3252,371,"Amazon Online Sales","No GST Number",NULL,"1101, Shanti Towers, Shanti Park, 1101, Shanti Towers, Shanti Park",MUMBAI,505,Maharashtra,IN,400077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yash,Shinde,,NULL,NULL,
3253,371,"Amazon Online Sales","No GST Number",NULL,"y v vgarv house number 5-118 y v vgarv house number 5-118","WEST GODAVARI",486,"Andhra Pradesh",IN,534260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sony,NULL,,NULL,NULL,
3254,371,"Amazon Online Sales","No GST Number",NULL,"Housing Colony Housing Colony",Gangtok,514,Sikkim,IN,737102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shrenik,Rai,,NULL,NULL,
3255,371,"Amazon Online Sales","No GST Number",NULL,"63 63",RATNAGIRI,505,Maharashtra,IN,415619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nilesh Nam",Bhute,,NULL,NULL,
3256,371,"Amazon Online Sales","No GST Number",NULL,"27-17-21/18, APT 202 27-17-21/18, APT 202",Bhimavaram,486,"Andhra Pradesh",IN,534202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suryanaray,Raju,,NULL,NULL,
3257,371,"Amazon Online Sales","No GST Number",NULL,"G-502, Crescent-2, Mahindra Woods, G-502, Crescent-2, Mahindra Woods",PUNE,505,Maharashtra,IN,411057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rcw,NULL,,NULL,NULL,
3258,371,"Amazon Online Sales","No GST Number",NULL,"#209, 15th 'B' cross, 6th main, 2nd stage, 2nd phase, #209, 15th 'B' cross, 6th main, 2nd stage, 2nd phase",BENGALURU,501,Karnataka,IN,560086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Muralidhar,NULL,,NULL,NULL,
3259,371,"Amazon Online Sales","No GST Number",NULL,"Infra aspire - APT 5F, VSNL Road Infra aspire - APT 5F, VSNL Road",ERNAKULAM,502,Kerala,IN,682030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Karthikeya,NULL,,NULL,NULL,
3260,371,"Amazon Online Sales","No GST Number",NULL,"No.3,1st floor, 1st A main No.3,1st floor, 1st A main",Bangalore,501,Karnataka,IN,560075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indira.v,NULL,,NULL,NULL,
3261,371,"Amazon Online Sales","No GST Number",NULL,"# 45 / pratiksha society, gandevi road # 45 / pratiksha society, gandevi road",NAVSARI,496,Gujarat,IN,396445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suraj,Patel,,NULL,NULL,
3262,371,"Amazon Online Sales","No GST Number",NULL,"BG 19, SUPREME PARK B, BG 19, SUPREME PARK B",Margao,495,Goa,IN,403601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sushil,Chopade,,NULL,NULL,
3263,371,"Amazon Online Sales","No GST Number",NULL,"Instakart Services Pvt Ltd First Floor,Amala Building, Instakart Services Pvt Ltd First Floor,Amala Building",Ernakulam,502,Kerala,IN,682028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Stanly,Jose,,NULL,NULL,
3264,371,"Amazon Online Sales","No GST Number",NULL,"340 340",CHICHLI,504,"Madhya Pradesh",IN,487770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nibin,Jacob,,NULL,NULL,
3265,371,"Amazon Online Sales","No GST Number",NULL,"3/536 (33 3/536 (33",YERRAGUNTLA,486,"Andhra Pradesh",IN,516309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ramanji,NULL,,NULL,NULL,
3266,371,"Amazon Online Sales","No GST Number",NULL,"Sci/Eng 'SC', OSD/ECSA, National Remote Sensing centre(NRSC) Sci/Eng 'SC', OSD/ECSA, National Remote Sensing centre(NRSC)",HYDERABAD,870,Telangana,IN,500042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abhinav,NULL,,NULL,NULL,
3267,371,"Amazon Online Sales","No GST Number",NULL,"A2 406 Mayfair Greenwoods , 14 G P Moitra Road A2 406 Mayfair Greenwoods , 14 G P Moitra Road",Kolkata,519,"West Bengal",IN,700145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pradipta,Bhattachar,,NULL,NULL,
3268,371,"Amazon Online Sales","No GST Number",NULL,"Ward no-2, h.n.o-236 ramnath deoria Ward no-2, h.n.o-236 ramnath deoria",DEORIA,517,"Uttar Pradesh",IN,274001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pawan,Kumar,,NULL,NULL,
3269,371,"Amazon Online Sales","No GST Number",NULL,"kottackal house,manganam p.o,kottayam18 kottackal house,manganam p.o,kottayam18",KOTTAYAM,502,Kerala,IN,686018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Varghese,Mammen,,NULL,NULL,
3270,371,"Amazon Online Sales","No GST Number",NULL,"RAJYA SABHA TELEVISION, 4th Floor, TALKATORA STADIUM ANNEXE, RAJYA SABHA TELEVISION, 4th Floor, TALKATORA STADIUM ANNEXE","NEW DELHI",494,Delhi,IN,110001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vineet Kum",Dikshit,,NULL,NULL,
3271,371,"Amazon Online Sales","No GST Number",NULL,"PUTHEN VEEDU,  MAHADEVIKAD  PO PUTHEN VEEDU,  MAHADEVIKAD  PO",CHINGOLI,502,Kerala,IN,690555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sunder,NULL,,NULL,NULL,
3272,371,"Amazon Online Sales","No GST Number",NULL,"SB-168, 501, Pearl Excellency SB-168, 501, Pearl Excellency",JAIPUR,513,Rajasthan,IN,302015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nakul,NULL,,NULL,NULL,
3273,371,"Amazon Online Sales","No GST Number",NULL,"Village Chaaunni kalan Village Chaaunni kalan",HOSHIARPUR,512,Punjab,IN,146001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kulpreet,NULL,,NULL,NULL,
3274,371,"Amazon Online Sales","No GST Number",NULL,"Assistant Professor, Mechanical Engg. Deptt. Assistant Professor, Mechanical Engg. Deptt.","Dist. KANGRA",498,"Himachal Pradesh",IN,176047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mohit,Dhiman,,NULL,NULL,
3275,371,"Amazon Online Sales","No GST Number",NULL,"H.no.11/33, sai jeevan, prashanti nilaya, H.no.11/33, sai jeevan, prashanti nilaya",KALABURGI,501,Karnataka,IN,585105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dr,Jeevan,,NULL,NULL,
3276,371,"Amazon Online Sales","No GST Number",NULL,"Live-In-Style Apartments, A1 Live-In-Style Apartments, A1",Bangalore,501,Karnataka,IN,560005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tanveer,Yousuf,,NULL,NULL,
3277,371,"Amazon Online Sales","No GST Number",NULL,"64-b,Kristhu Nagar,Main Road, 64-b,Kristhu Nagar,Main Road",NAGERCOIL,515,"Tamil Nadu",IN,629003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Anandha,Eswaran,,NULL,NULL,
3278,371,"Amazon Online Sales","No GST Number",NULL,"qtr 439-c,sector-6,steel plant qtr 439-c,sector-6,steel plant",VISAKHAPATNAM,486,"Andhra Pradesh",IN,530032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sampath,Kumar,,NULL,NULL,
3279,371,"Amazon Online Sales","No GST Number",NULL,"C-404, Hextax Commune Apartments C-404, Hextax Commune Apartments",GURGAON,497,Haryana,IN,122002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Siddharth,NULL,,NULL,NULL,
3280,371,"Amazon Online Sales","No GST Number",NULL,"A-17, Chetak Apartment A-17, Chetak Apartment","NEW DELHI",494,Delhi,IN,110085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Preeti,Varshney,,NULL,NULL,
3281,371,"Amazon Online Sales","No GST Number",NULL,"2/117 2/117",DHANBAD,500,Jharkhand,IN,826003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pankaj,Ray,,NULL,NULL,
3282,371,"Amazon Online Sales","No GST Number",NULL,"304, Chandana Homes, KLV layout, JP Nagar 8th phase 304, Chandana Homes, KLV layout, JP Nagar 8th phase",Bangalore,501,Karnataka,IN,560076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Balaji,NULL,,NULL,NULL,
3283,371,"Amazon Online Sales","No GST Number",NULL,"VOLKSWAGEN CALICUT ,NH-17,KANNUR ROAD,PUTHIYANGADI VOLKSWAGEN CALICUT ,NH-17,KANNUR ROAD,PUTHIYANGADI",KOZHIKODE,502,Kerala,IN,673021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bubin,NULL,,NULL,NULL,
3284,371,"Amazon Online Sales","No GST Number",NULL,"Flat No. 441, Block E, SLS Square Apartment Flat No. 441, Block E, SLS Square Apartment",BENGALURU,501,Karnataka,IN,560066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Anubhav,Hota,,NULL,NULL,
3285,371,"Amazon Online Sales","No GST Number",NULL,"Mayiladumparayil, House Number 16 Mayiladumparayil, House Number 16",Venganoor,502,Kerala,IN,695523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"M L",Twynham,,NULL,NULL,
3286,371,"Amazon Online Sales","No GST Number",NULL,"402, Tower J 402, Tower J",GURUGRAM,497,Haryana,IN,122005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,James,Vogel,,NULL,NULL,
3287,371,"Amazon Online Sales","No GST Number",NULL,"4/222c/2 4/222c/2",THOOTHUKKUDI,515,"Tamil Nadu",IN,628002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Muniaraju,NULL,,NULL,NULL,
3288,371,"Amazon Online Sales","No GST Number",NULL,"Hno. 1820 sector - 34d Hno. 1820 sector - 34d",Chandigarh,490,Chandigarh,IN,160022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Namit,Nagpal,,NULL,NULL,
3289,371,"Amazon Online Sales","No GST Number",NULL,"SEARCH - ARCHITECTURE & LANDSCAPE SEARCH - ARCHITECTURE & LANDSCAPE",MUMBAI,505,Maharashtra,IN,400013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kapil Suri",Bhalla,,NULL,NULL,
3290,371,"Amazon Online Sales","No GST Number",NULL,"Ashirwad Banglow , Ganesh colony, near Samarpan hospital Ashirwad Banglow , Ganesh colony, near Samarpan hospital",Bhadgaon,505,Maharashtra,IN,424105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Buyer,NULL,,NULL,NULL,
3291,371,"Amazon Online Sales","No GST Number",NULL,"F1, New No:2B, Shivashakthi Illam, 1st Main Road, Baby Nagar F1, New No:2B, Shivashakthi Illam, 1st Main Road, Baby Nagar",Chennai,515,"Tamil Nadu",IN,600042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jinu,Varghese,,NULL,NULL,
3292,371,"Amazon Online Sales","No GST Number",NULL,"B-4202 Oberoi Exquisite B-4202 Oberoi Exquisite",MUMBAI,505,Maharashtra,IN,400063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rajeev,Ranjan,,NULL,NULL,
3293,371,"Amazon Online Sales","No GST Number",NULL,"Ioma, Plot.No.116 Prof Almedia Road TPS-IV Ioma, Plot.No.116 Prof Almedia Road TPS-IV",MUMBAI,505,Maharashtra,IN,400050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abdon,Valladares,,NULL,NULL,
3294,371,"Amazon Online Sales","No GST Number",NULL,"UNDER SECRETARY (ADM), RM&DD HEAD OFFICE, TASHILING  GANGTOK UNDER SECRETARY (ADM), RM&DD HEAD OFFICE, TASHILING  GANGTOK",GANGTOK,514,Sikkim,IN,737101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Praneet,Pradhan,,NULL,NULL,
3295,371,"Amazon Online Sales","No GST Number",NULL,"3442, Sector D, pocket III, 3442, Sector D, pocket III","New Delhi",494,Delhi,IN,110070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sarla,Agarwal,,NULL,NULL,
3296,371,"Amazon Online Sales","No GST Number",NULL,"near deshmeep nursery school, santipara,motorstand , agartal near deshmeep nursery school, santipara,motorstand , agartal",AGARTALA,516,Tripura,IN,799001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jayanta,Saha,,NULL,NULL,
3297,371,"Amazon Online Sales","No GST Number",NULL,"Inchiparambu Road, nethaji cross Road, unichira,Edapally Inchiparambu Road, nethaji cross Road, unichira,Edapally",Kalamassery,502,Kerala,IN,682021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arun,Paul,,NULL,NULL,
3298,371,"Amazon Online Sales","No GST Number",NULL,"LG Laminates LG Laminates",LUCKNOW,517,"Uttar Pradesh",IN,226002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nischal,NULL,,NULL,NULL,
3299,371,"Amazon Online Sales","No GST Number",NULL,"kasgi kasgi",UMARGA,505,Maharashtra,IN,413606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kumbhar,B.s.,,NULL,NULL,
3300,371,"Amazon Online Sales","No GST Number",NULL,"MCPI Housing Complex, Quarter No.-E1-002 MCPI Housing Complex, Quarter No.-E1-002","EAST MIDNAPORE",519,"West Bengal",IN,721607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Debraj,Goswami,,NULL,NULL,
3301,371,"Amazon Online Sales","No GST Number",NULL,"7th Floor / Apt 702 / Bajaj Onyx 7th Floor / Apt 702 / Bajaj Onyx",MUMBAI,505,Maharashtra,IN,400052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tommy,Drachkovit,,NULL,NULL,
3302,371,"Amazon Online Sales","No GST Number",NULL,"Nokia Networks, L5 building, Manyata Tech Park Nokia Networks, L5 building, Manyata Tech Park",BENGALURU,501,Karnataka,IN,560045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ajith,NULL,,NULL,NULL,
3303,371,"Amazon Online Sales","No GST Number",NULL,"Panchratn Restaurant Rohru Panchratn Restaurant Rohru",ROHRU,498,"Himachal Pradesh",IN,171207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Janeshwar,Banshtu,,NULL,NULL,
3349,371,"Amazon Online Sales","No GST Number",NULL,"C-2-14-6 C-2-14-6","NAVI MUMBAI",505,Maharashtra,IN,410206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nishant,NULL,,NULL,NULL,
3350,371,"Amazon Online Sales","No GST Number",NULL,"P 45/6 P 45/6",PALAMPUR,498,"Himachal Pradesh",IN,176061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pankaj,Paul,,NULL,NULL,
3351,371,"Amazon Online Sales","No GST Number",NULL,"B 23 Reva Park Society, Nr. Reva Park Garden B 23 Reva Park Society, Nr. Reva Park Garden",VADODARA,496,Gujarat,IN,390025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Priyank,NULL,,NULL,NULL,
3352,371,"Amazon Online Sales","No GST Number",NULL,"New No:141,Basement, Kavitha Garden, ECR New No:141,Basement, Kavitha Garden, ECR",CHENNAI,515,"Tamil Nadu",IN,600119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Praveen,NULL,,NULL,NULL,
3353,371,"Amazon Online Sales","No GST Number",NULL,"90-91/83/4 90-91/83/4",BENGALURU,501,Karnataka,IN,560076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Raj,Murali,,NULL,NULL,
3354,371,"Amazon Online Sales","No GST Number",NULL,"Penta Security System Penta Security System","SIDCO Industrial Estate, ",NULL,NULL,IN,600098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vasudevan,Swaminatha,,NULL,NULL,
3355,371,"Amazon Online Sales","No GST Number",NULL,"A-702, Parikshit Bldg. A-702, Parikshit Bldg.",MUMBAI,505,Maharashtra,IN,400068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rahul,Chodankar,,NULL,NULL,
3356,371,"Amazon Online Sales","No GST Number",NULL,"COMPUTER BAZAR COMPUTER BAZAR","EAST MIDNAPORE",519,"West Bengal",IN,721636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sandip,NULL,,NULL,NULL,
3370,371,"Amazon Online Sales","No GST Number",NULL,"B-203, Sai Integrate, Windmill Village, B-203, Sai Integrate, Windmill Village",PUNE,505,Maharashtra,IN,411021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Abhishek,Mahajan,,NULL,NULL,
3371,371,"Amazon Online Sales","No GST Number",NULL,"No.9, Cenopath Road 2nd lane, 3A Surya apartments No.9, Cenopath Road 2nd lane, 3A Surya apartments",Chennai,515,"Tamil Nadu",IN,600018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dr,Jaykarasha,,NULL,NULL,
3372,371,"Amazon Online Sales","No GST Number",NULL,"Building 2, Flat C-15 Building 2, Flat C-15","Pashan, Pune",505,Maharashtra,IN,411021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ashish D",Joshi,,NULL,NULL,
3373,371,"Amazon Online Sales","No GST Number",NULL,"Top floor,E895, Chittaranjan park, New Delhi Top floor,E895, Chittaranjan park, New Delhi","NEW DELHI",494,Delhi,IN,110019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kaustav,Das,,NULL,NULL,
3390,371,"Amazon Online Sales","No GST Number",NULL,"1279, Sector 31 1279, Sector 31",GURGAON,497,Haryana,IN,122003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aditya,NULL,,NULL,NULL,
