Chapter,Heading,Subheading,Description,Code,Internal Key,Is Service
7209,16,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091690,20744,FALSE
7209,17,,OF A THICKNESS OF 0.5 MM OR MORE BUT NOT EXCEEDING 1 MM,720917,20745,FALSE
7209,17,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091710,20746,FALSE
7209,17,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091720,20747,FALSE
7209,17,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091730,20748,FALSE
7209,17,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091790,20749,FALSE
7209,18,,OF A THICKNESS OF LESS THAN 0.5 MM,720918,20750,FALSE
7209,18,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091810,20751,FALSE
7209,18,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091820,20752,FALSE
7209,18,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091830,20753,FALSE
7209,18,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72091890,20754,FALSE
7209,25,,OF A THICKNESS OF 3 MM OR MORE,720925,20755,FALSE
7209,25,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092510,20756,FALSE
7209,25,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092520,20757,FALSE
7209,25,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092530,20758,FALSE
7209,25,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092590,20759,FALSE
7209,26,,OF A THICKNESS EXCDDEING 1 MM BUT LESS THAN 3 MM,720926,20760,FALSE
7209,26,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092610,20761,FALSE
7209,26,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092620,20762,FALSE
7209,26,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092630,20763,FALSE
7209,26,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092690,20764,FALSE
7209,27,,OF A THICKNESS OF 0.5 MM OR MORE BUT NOT EXCEEDING 1 MM,720927,20765,FALSE
7209,27,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092710,20766,FALSE
7209,27,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092720,20767,FALSE
7209,27,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092730,20768,FALSE
7209,27,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092790,20769,FALSE
7209,28,,OF A THICKNESS OF LESS THAN 0.5 MM,720928,20770,FALSE
7209,28,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092810,20771,FALSE
7209,28,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092820,20772,FALSE
7209,28,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092830,20773,FALSE
7209,28,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLDREDUCED), NOT CLAD, PLA",72092890,20774,FALSE
7210,,,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - PLATED OR COATE",7210,20776,FALSE
7210,11,,OF A THICKNESS OF 0.5 MM OR MORE,721011,20777,FALSE
7210,11,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - PLATED OR COATE",72101110,20778,FALSE
7210,11,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - PLATED OR COATE",72101190,20779,FALSE
7210,12,,OF A THICKNESS OF LESS THAN 0.5 MM,721012,20780,FALSE
7210,12,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - PLATED OR COATE",72101210,20781,FALSE
7210,12,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - PLATED OR COATE",72101290,20782,FALSE
7210,30,,ELECTROLYTICALLY PLATED OR COATED WITH ZINC,721030,20784,FALSE
7210,30,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - ELECTROLYTICALL",72103010,20785,FALSE
7210,30,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - ELECTROLYTICALL",72103090,20786,FALSE
7210,90,,OTHER,721090,20793,FALSE
7210,90,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - OTHER : LACQUER",72109010,20794,FALSE
7210,90,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED - OTHER : OTHER",72109090,20795,FALSE
7211,,,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",7211,20796,FALSE
7211,14,,"OTHER, OF A THICKNESS OF 4.75 MM OR MORE",721114,20798,FALSE
7211,14,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111410,20799,FALSE
7211,14,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111420,20800,FALSE
7211,14,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111430,20801,FALSE
7211,14,40,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111440,20802,FALSE
7211,14,50,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111450,20803,FALSE
7211,14,60,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111460,20804,FALSE
7211,14,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111490,20805,FALSE
7211,19,,OTHER,721119,20806,FALSE
7211,19,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111910,20807,FALSE
7211,19,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111920,20808,FALSE
7211,19,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111930,20809,FALSE
7211,19,40,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111940,20810,FALSE
7211,19,50,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111950,20811,FALSE
7211,19,60,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111960,20812,FALSE
7211,19,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72111990,20813,FALSE
7211,23,,CONTAINING BY WEIGHT LESS THAN 0.20% OF CARBON,721123,20814,FALSE
7211,23,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112310,20815,FALSE
7211,23,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112320,20816,FALSE
7211,23,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112330,20817,FALSE
7211,23,40,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112340,20818,FALSE
7211,23,50,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112350,20819,FALSE
7211,23,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112390,20820,FALSE
7211,29,,OTHER,721129,20821,FALSE
7211,29,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112910,20822,FALSE
7211,29,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112920,20823,FALSE
7211,29,30,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112930,20824,FALSE
7211,29,40,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112940,20825,FALSE
7211,29,50,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112950,20826,FALSE
7211,29,60,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112960,20827,FALSE
7211,29,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTH",72112990,20828,FALSE
7211,90,,OTHER,721190,20829,FALSE
7211,90,11,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : U",72119011,20830,FALSE
7211,90,12,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : U",72119012,20831,FALSE
7211,90,13,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : U",72119013,20832,FALSE
7211,90,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : O",72119090,20833,FALSE
7212,,,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED",7212,20834,FALSE
7212,10,,PLATED OR COATED WITH TIN,721210,20835,FALSE
7212,10,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COA",72121010,20836,FALSE
7212,10,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COA",72121090,20837,FALSE
7212,20,,ELECTROLYTICALLY PLATED OR COATED WITH ZINC,721220,20838,FALSE
7212,20,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICA",72122010,20839,FALSE
7212,20,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICA",72122090,20840,FALSE
7212,30,,OTHERWISE PLATED OR COATED WITH ZINC,721230,20841,FALSE
7212,30,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLA",72123010,20842,FALSE
7212,30,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLA",72123090,20843,FALSE
7212,50,,OTHERWISE PLATED OR COATED,721250,20845,FALSE
7212,50,10,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLA",72125010,20846,FALSE
7212,50,20,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLA",72125020,20847,FALSE
7212,50,90,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLA",72125090,20848,FALSE
7213,,,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL",7213,20850,FALSE
7213,10,,"CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS",721310,20851,FALSE
7213,10,10,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROO",72131010,20852,FALSE
7213,10,90,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROO",72131090,20853,FALSE
7213,20,,"OTHER, OF FREE-CUTTING STEEL",721320,20854,FALSE
7213,20,10,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : ELEC",72132010,20855,FALSE
7213,20,20,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : COLD",72132020,20856,FALSE
7213,20,90,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : OTHE",72132090,20857,FALSE
7213,91,,OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER,721391,20858,FALSE
7213,91,10,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION M",72139110,20859,FALSE
7213,91,20,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION M",72139120,20860,FALSE
7213,91,90,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION M",72139190,20861,FALSE
7213,99,,OTHER,721399,20862,FALSE
7213,99,10,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRODE QUALITY",72139910,20863,FALSE
7213,99,20,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : COLD HEADING QUALIT",72139920,20864,FALSE
7213,99,90,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : OTHER",72139990,20865,FALSE
7214,,,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOTROLLED, HOT-DRAWN OR HOT-EXTRUDED, B",7214,20866,FALSE
7214,10,,FORGED,721410,20867,FALSE
7214,10,10,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72141010,20868,FALSE
7214,10,90,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72141090,20869,FALSE
7214,20,,"CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS OR TWISTED AFTER ROLLI",721420,20870,FALSE
7214,20,10,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72142010,20871,FALSE
7214,20,90,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72142090,20872,FALSE
7214,91,,OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION,721491,20874,FALSE
7214,91,10,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72149110,20875,FALSE
7214,91,90,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72149190,20876,FALSE
7214,99,,OTHER,721499,20877,FALSE
7214,99,10,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72149910,20878,FALSE
7214,99,90,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED,",72149990,20879,FALSE
7215,,,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL,7215,20880,FALSE
7215,50,,"OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED",721550,20882,FALSE
7215,50,10,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : MILD STE",72155010,20883,FALSE
7215,50,90,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",72155090,20884,FALSE
7215,90,,OTHER,721590,20885,FALSE
7215,90,10,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH ZINC,72159010,20886,FALSE
7215,90,20,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH OTHER BASE METALS,72159020,20887,FALSE
7215,90,90,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : OTHER,72159090,20888,FALSE
7216,,,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL",7216,20889,FALSE
7216,99,,OTHER,721699,20899,FALSE
7216,99,10,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH ZINC",72169910,20900,FALSE
7216,99,20,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH BASE METALS OTHER THAN ZI",72169920,20901,FALSE
7216,99,30,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : SLOTTED ANGLES AND SLOTTED CHANNELS",72169930,20902,FALSE
7216,99,40,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : FORGED",72169940,20903,FALSE
7216,99,90,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : OTHER",72169990,20904,FALSE
7217,,,WIRE OF IRON OR NON-ALLOY STEEL,7217,20905,FALSE
7217,10,,"NOT PLATED OR COATED, WHETHER OR NOT POLISHED",721710,20906,FALSE
7217,10,10,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS OF 18 SWG AND BELOW",72171010,20907,FALSE
7217,10,20,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 18 SWG BUT UP TO",72171020,20908,FALSE
7217,10,30,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 26 SWG",72171030,20909,FALSE
7217,20,,PLATED OR COATED WITH ZINC,721720,20910,FALSE
7217,20,10,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS OF 18 SWG AND BELOW,72172010,20911,FALSE
7217,20,20,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG,72172020,20912,FALSE
7217,20,30,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 26 SWG,72172030,20913,FALSE
7217,30,,PLATED OR COATED WITH OTHER BASE METALS,721730,20914,FALSE
7217,30,10,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS OF 18 SWG AND BELOW,72173010,20915,FALSE
7217,30,20,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SW,72173020,20916,FALSE
7217,30,30,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 26 SWG,72173030,20917,FALSE
7217,90,,OTHER,721790,20918,FALSE
7217,90,11,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION HALF ROUND,72179011,20919,FALSE
7217,90,12,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION FLAT AND RECTANGULAR,72179012,20920,FALSE
7217,90,13,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION `Z SHAPED,72179013,20921,FALSE
7217,90,19,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION OTHER SHAPES,72179019,20922,FALSE
7217,90,91,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : HIGH TENSILE QUALITY,72179091,20923,FALSE
7217,90,92,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRODE QUALITY,72179092,20924,FALSE
7217,90,93,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRIC RESISTANCE WIRE (INCLUDING ELECTRIC RESISTANCE HEATING WIRE),72179093,20925,FALSE
