Inside Sales Name,Client Order Date,Price Currency,Document Rate,Magento Company Name,Company Alias,Inquiry Number,So #,Order Date,Bm #,Description,Order Qty,Unit Selling Price,Freight,Tax Type,Tax Rate,Tax Amount,Total Selling Price,Total Landed Cost,Unit cost price,Margin,Margin (In %),Kit,AE,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,Abs. Mismatch,Mismatch
Others,19-Oct-15,INR,1,Cairn India Ltd.,Cairn,1639,100000357-1,19-Oct-15,BM1A8J3,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â_x009d_ with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. With 1ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â_x009d_ dia 10ft. long (5ft.+5ft) G.I.Pipe stand with 2ft. dia round ring concealed ball bearing system.(Complete Set)",10,2409.5,0,2.0% VAT,2.00%,481.9,24095,20315,2031.5,3780,15.69%,No,No,23122,23584.44,24095,24576.9,992.460000000003,-992.460000000003
Suvidha Shinde,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7U6,"100042472-GAUGE, PRESSURE",20,1263.152,0,,0.00%,0,25263.04,19616,980.8,5647.04,22.35%,No,No,24767,24767,25263.04,25263.04,496.040000000001,-496.040000000001
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7U7,"100042473-GAUGE, PRESSURE",20,1349.7015,0,2.0% VAT,2.00%,539.8806,26994.03,20960,1048,6034.03,22.35%,No,No,26464,26993.28,26994.03,27533.91,540.630000000001,-540.630000000001
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7U8,"100053564-GAUGE, PRESSURE",20,1263.203,0,2.0% VAT,2.00%,505.2812,25264.06,19616,980.8,5648.06,22.36%,No,No,24768,25263.36,25264.06,25769.34,505.98,-505.98
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7U9,"100035597-GAUGE, PRESSURE",10,137.398,0,2.0% VAT,2.00%,27.4796,1373.98,1075,107.5,298.98,21.76%,No,No,1347,1373.94,1373.98,1401.46,27.52,-27.52
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V0,"100077695-GAUGE, PRESSURE",20,1193.994,0,2.0% VAT,2.00%,477.5976,23879.88,18541,927.05,5338.88000000001,22.36%,No,No,23411,23879.22,23879.88,24357.48,478.259999999998,-478.259999999998
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V1,"100042471-GAUGE, PRESSURE",20,1263.203,0,2.0% VAT,2.00%,505.2812,25264.06,19616,980.8,5648.06,22.36%,No,No,24768,25263.36,25264.06,25769.34,505.98,-505.98
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V2,"100051410-GAUGE, PRESSURE",10,1903.475,0,2.0% VAT,2.00%,380.695,19034.75,14779,1477.9,4255.75,22.36%,No,No,18661,19034.22,19034.75,19415.45,381.23,-381.23
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V3,"300005563-GAUGE, PRESSURE",40,318.40175,0,2.0% VAT,2.00%,254.7214,12736.07,8083,202.075,4653.07,36.53%,No,No,12486,12735.72,12736.07,12990.79,255.070000000001,-255.070000000001
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V4,"100026135-GAUGE, PRESSURE",20,9344.172,0,2.0% VAT,2.00%,3737.6688,186883.44,145107,7255.35,41776.44,22.35%,No,No,183214,186878.28,186883.44,190621.11,3742.82999999999,-3742.82999999999
Gajendra Pawar,3-Sep-15,INR,1,Cairn India Ltd.,Cairn,1546,100000360-2,3-Sep-15,BM1A7V5,"100003489-GAUGE, PRESSURE",20,1124.785,0,2.0% VAT,2.00%,449.914,22495.7,17467,873.35,5028.7,22.35%,No,No,22054,22495.08,22495.7,22945.61,450.529999999999,-450.529999999999
Gajendra Pawar,11-Aug-15,INR,1,Cairn India Ltd.,Cairn,1221,100000411-2,8-Sep-15,BM1A6K1,Welding Umbrella 6.29 ft W 7 ft Red,15,26681.0633333333,0,2.0% VAT,2.00%,8004.319,400215.95,210258,14017.2,189957.95,47.46%,No,No,380944.95,388563.85,400215.95,408220.27,19656.42,-19656.42
Others,8-Jul-15,INR,1,GE India Industrial Pvt. Ltd.,GE,1373,100000480-1,8-Jul-15,BM0L8K2,Cleaner/Degreaser 1 gal Sassafrass,15,5777,0,12.5% VAT,13.00%,11265.15,86655,2902,193.466666666667,83753,96.65%,No,No,64155,72495.15,86655,97920.15,25425,-25425
Suvidha Shinde,28-Mar-16,INR,1,Omnikart Engineering Pvt. Ltd.,IIT,3452,100000554-1,28-Mar-16,BM1A5T7,"M. S Round Bar Dia ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 32, Length- 125 mm",600,47.5474333333333,0,5.5% VAT,6.00%,1711.7076,28528.46,29394,48.99,-865.540000000001,-3.03%,No,No,27360,29001.6,28528.46,30240.17,1238.57,-1238.57
Suvidha Shinde,28-Mar-16,INR,1,Omnikart Engineering Pvt. Ltd.,IIT,3452,100000554-1,28-Mar-16,BM1A5T8,"M. S Flat W ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 65 mm, T- 6 mm, Length- 65 mm",1500,10.8441533333333,0,5.5% VAT,6.00%,975.9738,16266.23,16760,11.1733333333333,-493.77,-3.04%,No,No,15600,16536,16266.23,17242.2,706.200000000001,-706.200000000001
Suvidha Shinde,28-Mar-16,INR,1,Omnikart Engineering Pvt. Ltd.,IIT,3452,100000554-1,28-Mar-16,BM1A5T9,"M. S Flat W ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 65 mm, T- 6 mm, Length- 100 mm",2700,16.2662296296296,0,5.5% VAT,6.00%,2635.1292,43918.82,45251,16.7596296296296,-1332.17999999999,-3.03%,No,No,42120,44647.2,43918.82,46553.95,1906.75,-1906.75
Suvidha Shinde,28-Mar-16,INR,1,Omnikart Engineering Pvt. Ltd.,IIT,3452,100000554-1,28-Mar-16,BM1A5U0,"M. S Flat W ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 30 mm, T- 5 mm, Length- 100 mm",1000,6.50649,0,5.5% VAT,6.00%,390.3894,6506.49,6704,6.704,-197.51,-3.04%,No,No,6240,6614.4,6506.49,6896.88,282.48,-282.48
Suvidha Shinde,26-Apr-16,INR,1,Applied Materials Inc.,AMAT,4245,100000705-1,26-Apr-16,BM1B1L9,Primary voltage : 230 VAC Secondary voltage: 0-100-115 VAC Capacity : 2 KVA Transformer type : Isolation,2,10744,0,12.5% VAT,13.00%,2793.44,21488,13000,6500,8488,39.50%,No,No,17888,20213.44,21488,24281.44,4068,-4068
Shailender Agarwal,15-Jan-16,INR,1,Applied Materials India Pvt. Ltd.,AMAT,3089,100000859-2,15-Jan-16,BM1A4W9,250 ltr Plastic Drum Blue,10,1593.4,0,12.5% VAT,13.00%,2071.42,15934,12704,1270.4,3230,20.27%,No,No,13930,15740.9,15934,18005.42,2264.52,-2264.52
Shailender Agarwal,30-May-16,INR,1,Amazon Online Sales,Amazon - Online Sales,4693,100000926-1,30-May-16,BM0Y9N4,PERFORMANCE FLASHLIGHT ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ POCKET INSPECTOR,1,1899,0,5.5% VAT,6.00%,113.94,1899,1672,1672,227,11.95%,No,No,1814,1922.84,1899,2012.94,90.1000000000001,-90.1000000000001
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O3Y7,A/4 Paper J.K Copier ( Red Packing ),60,152.8,0,12.5% VAT,13.00%,1191.84,9168,10835,180.583333333333,-1667,-18.18%,No,No,9000,10170,9168,10359.84,189.84,-189.84
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4F4,Spring File A4,24,34.7916666666667,0,12.5% VAT,13.00%,108.55,835,568,23.6666666666667,267,31.98%,No,No,768,867.84,835,943.55,75.7099999999999,-75.7099999999999
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4F5,Box file big,12,42.8333333333333,0,12.5% VAT,13.00%,66.82,514,497,41.4166666666667,17,3.31%,No,No,480,542.4,514,580.82,38.4200000000001,-38.4200000000001
Shailender Agarwal,6-January-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-January-16,BM0O4G2,Spiral Pad 1x6,500,36.352,0,12.5% VAT,13.00%,2362.88,18176,12092,24.184,6084,33.47%,No,No,16775,18955.75,18176,20538.88,1583.13,-1583.13
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4G7,W/B Marker,100,18.75,0,12.5% VAT,13.00%,243.75,1875,1714,17.14,161,8.59%,No,No,1595,1802.35,1875,2118.75,316.4,-316.4
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4G8,OHP marker,24,102.791666666667,0,12.5% VAT,13.00%,320.71,2467,2322,96.75,145,5.88%,No,No,2400,2712,2467,2787.71,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4G9,W.B Duster,24,19.2916666666667,0,12.5% VAT,13.00%,60.19,463,426,17.75,37,7.99%,No,No,396,447.48,463,523.19,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4I3,Stapler Pin No.10,2,73,0,12.5% VAT,13.00%,18.98,146,204,102,-58,-39.73%,No,No,140,158.2,146,164.98,6.78,-6.78
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4J5,Glue Stick 8Gm,1,339,0,12.5% VAT,13.00%,44.07,339,18,18,321,94.69%,No,No,330,372.9,339,383.07,10.17,-10.17
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4J6,"Cello Tape 1""",24,9.79166666666667,0,12.5% VAT,13.00%,30.55,235,168,7,67,28.51%,No,No,168,189.84,235,265.55,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4J9,"2"" Brown Tape",24,22.5916666666667,0,12.5% VAT,13.00%,70.486,542.2,511,21.2916666666667,31.2,5.75%,No,No,475.2,536.98,542.2,612.69,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4K0,"3"" Brown Tape",24,30.2916666666667,0,12.5% VAT,13.00%,94.51,727,709,29.5416666666667,18,2.48%,No,No,660,745.8,727,821.51,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4K1,"1"" Double side tape",6,16.3333333333333,0,12.5% VAT,13.00%,12.74,98,35,5.83333333333333,63,64.29%,No,No,81,91.53,98,110.74,19.21,-19.21
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4K2,Fevi Kwick small,24,7.79166666666667,0,12.5% VAT,13.00%,24.31,187,103,4.29166666666667,84,44.92%,No,No,120,135.6,187,211.31,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4K5,Long note Book 200pgs,24,41.2916666666667,0,12.5% VAT,13.00%,128.83,991,993,41.375,-2,-0.20%,No,No,924,1044.12,991,1119.83,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4L2,AA Battery (Duracel),24,29.1916666666667,0,12.5% VAT,13.00%,91.078,700.6,680,28.3333333333333,20.5999999999999,2.94%,No,No,633.6,715.97,700.6,791.68,75.7099999999999,-75.7099999999999
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4L4,AAA Battery Duracell,24,30.2916666666667,0,12.5% VAT,13.00%,94.51,727,709,29.5416666666667,18,2.48%,No,No,660,745.8,727,821.51,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4O5,Garbage cover Small (Black),24,22.7916666666667,0,12.5% VAT,13.00%,71.11,547,516,21.5,31,5.67%,No,No,480,542.4,547,618.11,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4O7,Garbage Bag 30x40,65,112.8,0,12.5% VAT,13.00%,953.16,7332,7546,116.092307692308,-214,-2.92%,No,No,7150,8079.5,7332,8285.16,205.66,-205.66
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4P3,TASKI R6 -Toilet Bowl Cleaner (5ltr Can),12,477.833333333333,0,12.5% VAT,13.00%,745.42,5734,4239,353.25,1495,26.07%,No,No,6279.96,7096.35,5734,6479.42,616.93,616.93
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4Q3,Glass cloth,24,20.3916666666667,0,12.5% VAT,13.00%,63.622,489.4,387,16.125,102.4,20.92%,No,No,422.4,477.31,489.4,553.02,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4Q5,Check cloth small,24,12.7916666666667,0,12.5% VAT,13.00%,39.91,307,258,10.75,49,15.96%,No,No,240,271.2,307,346.91,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4R0,Hand gloves Surgical ramson (Box of 50 sets)Half white colour,4,327.75,0,12.5% VAT,13.00%,170.43,1311,1290,322.5,21,1.60%,No,No,1300,1469,1311,1481.43,12.4300000000001,-12.4300000000001
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4R2,Kitchen Wipe,24,26.7916666666667,0,12.5% VAT,13.00%,83.59,643,568,23.6666666666667,75,11.66%,No,No,576,650.88,643,726.59,75.71,-75.71
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4R6,Mop Stick Local make with 4 foot rod,4,31.75,0,12.5% VAT,13.00%,16.51,127,95,23.75,32,25.20%,No,No,116,131.08,127,143.51,12.43,-12.43
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4S3,All Clean - 5ltr,10,312.8,0,12.5% VAT,13.00%,406.64,3128,3225,322.5,-97,-3.10%,No,No,3100,3503,3128,3534.64,31.6399999999999,-31.6399999999999
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4S6,Wet mop refill,30,50.8,0,12.5% VAT,13.00%,198.12,1524,1451,48.3666666666667,73,4.79%,No,No,1440,1627.2,1524,1722.12,94.9199999999999,-94.9199999999999
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4T1,Room Spray ( Airwick),15,67.8,0,12.5% VAT,13.00%,132.21,1017,967,64.4666666666667,50,4.92%,No,No,975,1101.75,1017,1149.21,47.46,-47.46
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4T3,Urinal Cake 60 Gms,100,13.8,0,12.5% VAT,13.00%,179.4,1380,1108,11.08,272,19.71%,No,No,1100,1243,1380,1559.4,316.4,-316.4
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4T4,Dettol Liquid 1 ltr,20,171.8,0,12.5% VAT,13.00%,446.68,3436,3332,166.6,104,3.03%,No,No,3380,3819.4,3436,3882.68,63.2799999999997,-63.2799999999997
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4T7,Scratch Brite,50,7.8,0,12.5% VAT,13.00%,50.7,390,172,3.44,218,55.90%,No,No,250,282.5,390,440.7,158.2,-158.2
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4T9,Air freshener (vent),100,24.8,0,12.5% VAT,13.00%,322.4,2480,2365,23.65,115,4.64%,No,No,2200,2486,2480,2802.4,316.4,-316.4
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4U3,Floor Wiper,5,132.8,0,12.5% VAT,13.00%,86.32,664,484,96.8,180,27.11%,No,No,650,734.5,664,750.32,15.8200000000001,-15.8200000000001
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4U4,Spray gun,10,29.8,0,12.5% VAT,13.00%,38.74,298,236,23.6,62,20.81%,No,No,270,305.1,298,336.74,31.64,-31.64
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4U7,Sponge Magic Brand,12,22.3833333333333,0,12.5% VAT,13.00%,34.918,268.6,256,21.3333333333333,12.6,4.69%,No,No,237.6,268.49,268.6,303.52,35.03,-35.03
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4V1,Water Bottle,24,35.7916666666667,0,12.5% VAT,13.00%,111.67,859,851,35.4583333333333,8,0.93%,No,No,792,894.96,859,970.67,75.7099999999999,-75.7099999999999
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4V2,Multifold tissues -21cmx23cm 40gsm with fsc certification 100% Virgin Fibre,800,35.80125,0,12.5% VAT,13.00%,3723.33,28641,27517,34.39625,1124,3.92%,No,No,26400,29832,28641,32364.33,2532.33,-2532.33
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4V3,"2 Ply Toilet Tissue Rolls, 350 Pulls with fsc certification 100% Virgin Fibre",600,18.8016666666667,0,12.5% VAT,13.00%,1466.53,11281,9480,15.8,1801,15.96%,No,No,9600,10848,11281,12747.53,1899.53,-1899.53
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0O4V4,Kitchen Roll 210 g x 23cm length with fsc certification 100% Virgin Fibre,150,28.8,0,12.5% VAT,13.00%,561.6,4320,3660,24.4,660,15.28%,No,No,3900,4407,4320,4881.6,474.6,-474.6
Shailender Agarwal,6-Jan-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,2505,100000960-1,6-Jan-16,BM0Z1J7,"Cello Pronto Tuff Jug, 1 Litre, Pink",6,382.833333333333,0,12.5% VAT,13.00%,298.61,2297,1842,307,455,19.81%,No,No,2280,2576.4,2297,2595.61,19.21,-19.21
Parveen Bano,31-May-16,INR,1,Ingersoll Rand (India) Ltd.,IR,4241,100000965-1,31-May-16,BM1B2L9,"Grease Gun, Length : 1 feet, flexible shaft 12""",2,309,0,5.0% VAT,5.00%,15.45,309,322,161,-13,-4.21%,No,No,618.28,649.19,309,324.45,324.74,324.74
Tejasvi Bhosale,28-Jun-16,INR,1,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,5094,100001114-1,28-Jun-16,BM9A6U9,.Coupler TGPL ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 635,8,4675,0,15.0% VAT,15.00%,5610,37400,33066,4133.25,4334,11.59%,No,No,33600,38640,37400,43010,4370,-4370
Lavanya Jamma,23-Jun-16,INR,1,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services,4605,100001115-1,23-Jun-16,BM9A5W9,Raincoat PVC yellow color 2pcs (as per the sample shown & approved),535,322.17,0,5.5% VAT,6.00%,7710,128500,119161,222.730841121495,9339,7.27%,No,No,169862.5,180054.25,128500,136210,43844.25,43844.25
Others,5-Jun-15,INR,1,GE India Industrial Pvt. Ltd.,GE,690,100001175-1,5-Jun-15,BM0O4B2,Storm Pro2 Storm Tracker Hand Held Unit,3,52811.6666666667,0,12.5% VAT,13.00%,20596.55,158435,121601,40533.6666666667,36834,23.25%,No,No,157500,177975,158435,179031.55,1056.54999999999,-1056.54999999999
Sarika Tanawade,22-July-17,INR,1,Defence Research and Development Organization,DRDO,10260,2000164-1,28-February-17,BM0C8Z1,Part # 69-253-22 - HEX KEY SET 10PC MET Make: Stanley,1,305.3,0,CGST - SGST 18%,18.00%,54.954,305.3,285,285,20.3,6.65%,No,No,198.3,233.99,305.3,360.25,126.26,-126.26
Neha Mundhe,26-July-17,INR,1,Amazon Online Sales,Amazon - Online Sales,10330,2000196-1,28-February-17,BM0C7T2,"Part # 84-110-23 - PLIER GROOVE JOINT, 254mm-10 Make: Stanley",2,378.19,0,IGST 18%,18.00%,136.1484,756.38,1085,542.5,-328.62,-43.45%,No,No,542.38,640.01,756.38,892.53,252.52,-252.52
Avni Shah,19-Aug-16,INR,1,Universal Electrical and Electronics Co.,Universal Electronic,5850,200046-1,2-Aug-16,BM0C7B2,"CRIMPING PLIER, 230mm- 9",1,229.16,0,6.7% VAT,7.00%,16.0412,229.16,179,179,50.16,21.89%,No,No,179.16,191.7,229.16,245.2,53.5,-53.5
Anand Negi,19-Aug-16,INR,1,Universal Electrical and Electronics Co.,Universal Electronic,5850,200046-1,2-Aug-16,BM0J2N5,"Radio Nose Pilers 150mm/6""",1,144.11,0,16.8% VAT,17.00%,24.4987,144.11,94,94,50.11,34.77%,No,No,94.11,110.11,144.11,168.61,58.5,-58.5
Devang Shah,5-Aug-16,INR,1,Applied Materials India Pvt. Ltd.,AMAT,5725,200080-1,5-Aug-16,BM9B4Y8,InistallationofAppliedMateriallogoitismadeupof20thickpvcmaterialswithlasercutlettersonthatdullyDuPontspraypaintedasperstandards.Fixingon6mmacrylicBoardbackgroundpainted.Fixingwithsteelspacer.SizeofBackBoardis15,1,16722.63,0,14.4% VAT,14.00%,2341.1682,16722.63,38500,38500,-21777.37,-130.23%,No,No,16632.63,18961.2,16722.63,19063.8,102.599999999999,-102.599999999999
Nisha Patil,25-Feb-16,INR,1,Dana India Pvt. Ltd.,Dana India,3351,200184-1,25-Feb-16,BM1Z9R4,Square Drive Ratchet Head 1 / 2 ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“ square driver 14 X 18 mm shank size,5,3180,0,12.5% VAT,13.00%,2067,15900,11275,2255,4625,29.09%,No,No,15300,17289,15900,17967,678,-678
Devang Shah,22-Aug-16,INR,1,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services,5897,200275-2,22-Aug-16,BM9B3P1,"Reflective Jacket 1 tape 
80gsm nylon Fabric PVC
Waterproof tape
standerd size, Color -
Green",150,67.2066666666667,0,5.5% VAT,6.00%,604.86,10081,8969,59.7933333333333,1112,11.03%,No,No,9831,10420.86,10081,10685.86,265,-265
Devang Shah,22-Aug-16,INR,1,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services,5897,200275-2,22-Aug-16,BM9B6L7,Logo printing on safety jacket single side PNP PORT VISITOR,150,21.6666666666667,0,5.5% VAT,6.00%,195,3250,2482,16.5466666666667,768,23.63%,No,No,3000,3180,3250,3445,265,-265
Devang Shah,22-Aug-16,INR,1,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services,5897,200275-2,22-Aug-16,BM9B6L8,"Reflective Jacket 1 tape 
80gsm nylon Fabric PVC
Waterproof tape
standerd size, Color -
Orange",50,70.54,0,5.5% VAT,6.00%,211.62,3527,3001,60.02,526,14.91%,No,No,3277,3473.62,3527,3738.62,265,-265
Devang Shah,22-Aug-16,INR,1,PNP Maritime Services Pvt. Ltd.,PNP Maritime Services,5897,200275-2,22-Aug-16,BM9B6L9,Logo printing on safety jacket single side PNP PORT,50,25,0,5.5% VAT,6.00%,75,1250,839,16.78,411,32.88%,No,No,1000,1060,1250,1325,265,-265
Devang Shah,8-Sep-16,INR,1,Ingersoll Rand (India) Ltd.,IR,6076,200305-1,8-Sep-16,BM0K8V4,WD 40 WD-40 CAPACITY 400 ML WD 40,6,207.3,0,15.0% VAT,15.00%,186.57,1243.8,1259,209.833333333333,-15.1999999999998,-1.22%,No,No,4975.2,5721.48,1243.8,1430.37,4291.11,4291.11
Pooja Egade,8-Sep-16,INR,1,Ingersoll Rand (India) Ltd.,IR,6076,200305-1,8-Sep-16,BM0L0A6,"ACME Steel Toe Safety Gum Boots, i-Square - AP31 AP-31",10,52.4,0,15.0% VAT,15.00%,78.6,524,3787,378.7,-3263,-622.71%,No,No,104.8,120.52,524,602.6,482.08,-482.08
