#,Date,Customer,Due Date,Document Status,Branch,Document Total,Canceled,Document Type,Inside Sales Owner,Order Number,Project,Document Total (FC),Document Total (SC),Tax Amount (SC)
20210518,10-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,10-Jul-2018,Closed,Maharashtra,15576,No,I,Apeksha Khambe,,20037,0,15576,2376
20210519,10-Jul-2018,Andhra Electronics Ltd.,10-Jul-2018,Open,Maharashtra,16520,No,I,Sarika Tanawade,,19839,0,16520,2520
20210520,10-Jul-2018,Cummins Generator Technologies India Pvt. Ltd.,10-Jul-2018,Closed,Maharashtra,270087.59,No,I,Husna Khan,,20993,0,270087.59,41199.8
20210521,11-Jul-2018,Cummins India Ltd.,11-Jul-2018,Closed,Maharashtra,177000,No,I,Poonam Mohite,,,0,177000,27000
20210522,11-Jul-2018,ZF India Pvt. Ltd.,11-Jul-2018,Closed,Maharashtra,17000.26,No,I,Pravin Shinde,,21228,0,17000.26,2593.26
20210523,11-Jul-2018,Cummins Technologies India Pvt. Ltd.,11-Jul-2018,Closed,Maharashtra,37760,No,I,Poonam Mohite,,,0,37760,0
20210524,11-Jul-2018,Piramal Enterprises Ltd.,11-Jul-2018,Closed,Maharashtra,74724.07,No,I,Dipali Ghanvat,,25197,0,74724.07,11398.59
20210525,11-Jul-2018,Cummins Technologies India Pvt. Ltd.,11-Jul-2018,Closed,Maharashtra,33040,No,I,Poonam Mohite,,20831,0,33040,5040
20210526,11-Jul-2018,John Energy Ltd.,11-Jul-2018,Open,Maharashtra,1032948.4,No,I,Mithun Trisule,,25237,0,1032948.4,157568.4
20210527,11-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,11-Jul-2018,Open,Maharashtra,21240.1,No,I,Rajani Kyatham,,21201,0,21240.1,3240.02
20210528,12-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,12-Jul-2018,Closed,Maharashtra,4065.1,No,I,Supriya Govalkar,,21463,0,4065.1,620.1
20210529,12-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,164276.53,No,I,Rajani Kyatham,,20131,0,164276.53,25059.14
20210530,12-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,243630.86,No,I,Swati Bhosale,,20029,0,243630.86,36727.86
20210531,12-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,12-Jul-2018,Open,Maharashtra,104582.22,No,I,Rajani Kyatham,,25274,0,104582.22,4980.11
20210532,12-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,58379.55,No,I,Neha Mundhe,,18668,0,58379.55,7852.05
20210533,12-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,183554.9,No,I,Swati Bhosale,,20813,0,183554.9,27999.9
20210534,12-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,12-Jul-2018,Closed,Maharashtra,2658.55,No,I,Rahul Sonawane,,21310,0,2658.55,405.54
20210535,12-Jul-2018,Cummins Technologies India Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,7729,No,I,Poonam Mohite,,19531,0,7729,1179
20210536,12-Jul-2018,Applied Materials India Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,417318.56,No,I,Supriya Govalkar,,19490,0,417318.56,63658.76
20210537,12-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,245440,No,I,Neha Mundhe,,18684,0,245440,37440
20210538,12-Jul-2018,J S Equipments,12-Jul-2018,Closed,Maharashtra,1983554.66,Yes,I,Rajani Ong,,25360,0,1983554.66,302576.12
20210539,12-Jul-2018,J S Equipments,12-Jul-2018,Closed,Maharashtra,1616407.52,Yes,I,Rajani Ong,,25359,0,1616407.52,246570.6
20210540,12-Jul-2018,Demosha Chemicals Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,8623.44,No,I,Dipali Ghanvat,,25219,0,8623.44,1315.44
20210541,12-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,12-Jul-2018,Closed,Maharashtra,797722.95,No,I,Swati Bhosale,,21297,0,797722.95,121686.55
20210542,13-Jul-2018,Cummins Technologies India Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,14878,No,I,Nisha Patil,,,0,14878,0
20210543,13-Jul-2018,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,13-Jul-2018,Open,Maharashtra,5144.1,No,I,Mayur Salunke,,21190,0,5144.1,784.7
20210544,13-Jul-2018,Stanley Engineered Fastening India Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,8855.9,No,I,Sandeep Pal,,20721,0,8855.9,1350.9
20210545,13-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,2508.68,No,I,Nisha Patil,,21048,0,2508.68,382.68
20210546,13-Jul-2018,GE India Industrial Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,279757.81,No,I,Swati Bhosale,,19541,0,279757.81,29974.05
20210547,13-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,111789.46,No,I,Supriya Govalkar,,,0,111789.46,17052.62
20210548,13-Jul-2018,Piramal Enterprises Ltd.,13-Jul-2018,Closed,Maharashtra,12876.16,No,I,Dipali Ghanvat,,25290,0,12876.16,1964.16
20210549,13-Jul-2018,ZF India Pvt. Ltd.,13-Jul-2018,Closed,Maharashtra,75270.87,No,I,Puja Pawar,,20600,0,75270.87,11482
20210550,14-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,14-Jul-2018,Closed,Maharashtra,1534,No,I,Rahul Sonawane,,21356,0,1534,234
20210551,14-Jul-2018,ZF India Pvt. Ltd.,14-Jul-2018,Closed,Maharashtra,18059.9,No,I,Pravin Shinde,,20197,0,18059.9,2754.9
20210552,14-Jul-2018,Alstom Bharat Forge Power Pvt. Ltd.,14-Jul-2018,Closed,Maharashtra,2131363.2,Yes,I,Neel Patel,,,0,2131363.2,325123.2
20210553,14-Jul-2018,Cummins India Ltd.,14-Jul-2018,Closed,Maharashtra,38940,No,I,Dipali Ghanvat,,20158,0,38940,5940
20210554,16-Jul-2018,ZF India Pvt. Ltd.,16-Jul-2018,Closed,Maharashtra,103840,Yes,I,Pravin Shinde,,21172,0,103840,15840
20210555,17-Jul-2018,Piramal Enterprises Ltd.,17-Jul-2018,Closed,Maharashtra,131256.12,No,I,Dipali Ghanvat,,25007,0,131256.12,20022.12
20210556,17-Jul-2018,Trident Computer Resources Inc.,17-Jul-2018,Closed,Maharashtra,251453.28,No,I,Rajani Ong,,25111,"3,681.60",251453.28,38357.28
20210557,17-Jul-2018,Piramal Enterprises Ltd.,17-Jul-2018,Closed,Maharashtra,39900,No,I,Puja Pawar,,25160,0,39900,0
20210558,17-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,17-Jul-2018,Open,Maharashtra,61659.72,No,I,Rajani Kyatham,,,0,61659.72,9405.72
20210559,17-Jul-2018,Stanley Engineered Fastening India Pvt. Ltd.,17-Jul-2018,Open,Maharashtra,6342,No,I,Sandeep Pal,,20716,0,6342,0
20210560,17-Jul-2018,Piramal Enterprises Ltd.,17-Jul-2018,Closed,Maharashtra,141007.05,No,I,Dipali Ghanvat,,25406,0,141007.05,21509.55
20210561,17-Jul-2018,Nhava Sheva International Container Terminal Pvt. Ltd.,17-Jul-2018,Closed,Maharashtra,9784.17,No,I,Mayur Salunke,,21174,0,9784.17,1492.5
20210562,17-Jul-2018,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,17-Jul-2018,Closed,Maharashtra,9784.17,No,I,Mayur Salunke,,21190,0,9784.17,1492.5
20210563,17-Jul-2018,Stanley Engineered Fastening India Pvt. Ltd.,17-Jul-2018,Open,Maharashtra,15450,No,I,Sandeep Pal,,25307,0,15450,0
20210564,17-Jul-2018,Mahanagar Gas Ltd.,17-Jul-2018,Closed,Maharashtra,689740.68,No,I,Rajani Ong,,7407,0,689740.68,105214.68
20210565,17-Jul-2018,Cummins India Ltd.,17-Jul-2018,Closed,Maharashtra,23253.08,No,I,Sajida Sayyed,,19716,0,23253.08,3547.08
20210566,17-Jul-2018,Survival Systems India,17-Jul-2018,Closed,Maharashtra,1691.04,No,I,Sarika Tanawade,,25102,0,1691.04,80.52
20210567,17-Jul-2018,Applied Materials India Pvt. Ltd.,17-Jul-2018,Closed,Maharashtra,552457.36,No,I,Swati Bhosale,,20879,0,552457.36,84273.15
20210568,18-Jul-2018,Panexcell Clinical Lab Pvt. Ltd.,18-Jul-2018,Open,Maharashtra,10816.66,No,I,Rahul Sonawane,,25339,0,10816.66,1650
20210569,18-Jul-2018,ZF India Pvt. Ltd.,18-Jul-2018,Closed,Maharashtra,14191.86,No,I,Puja Pawar,,25084,0,14191.86,2164.86
20210570,18-Jul-2018,Piramal Enterprises Ltd.,18-Jul-2018,Open,Maharashtra,443210.95,No,I,Dipali Ghanvat,,25188,0,443210.95,67608.45
20210571,18-Jul-2018,GE Power Conversion India Pvt. Ltd.,18-Jul-2018,Closed,Maharashtra,3097.5,No,I,Apeksha Khambe,,,0,3097.5,472.5
20210572,19-Jul-2018,McNally Bharat Engineering Co. Ltd.,19-Jul-2018,Open,Maharashtra,554.26,No,I,Nisha Patil,,,0,554.26,84.55
20210573,19-Jul-2018,Survival Systems India,19-Jul-2018,Closed,Maharashtra,14147.28,No,I,Sarika Tanawade,,20787,0,14147.28,1515.78
20210574,19-Jul-2018,Survival Systems India,19-Jul-2018,Closed,Maharashtra,1104.66,Yes,I,Sarika Tanawade,,25403,0,1104.66,168.5
20210575,19-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,19-Jul-2018,Closed,Maharashtra,31910.4,No,I,Neha Mundhe,,21293,0,31910.4,6980.4
20210576,19-Jul-2018,Piramal Enterprises Ltd.,19-Jul-2018,Closed,Maharashtra,4566.6,No,I,Puja Pawar,,21416,0,4566.6,696.6
20210577,19-Jul-2018,Cummins Technologies India Pvt. Ltd.,19-Jul-2018,Closed,Maharashtra,29869.07,No,I,Sajida Sayyed,,17532,0,29869.07,4855.74
20210578,19-Jul-2018,Piramal Enterprises Ltd.,19-Jul-2018,Closed,Maharashtra,2832,No,I,Puja Pawar,,25421,0,2832,432
20210579,19-Jul-2018,VVF India Ltd.,19-Jul-2018,Closed,Maharashtra,7257.31,No,I,Sajida Sayyed,,21269,0,7257.31,1107.04
20210580,20-Jul-2018,Cummins Technologies India Pvt. Ltd.,20-Jul-2018,Open,Maharashtra,124168.17,No,I,Sajida Sayyed,,19940,0,124168.17,18940.9
20210581,20-Jul-2018,J S Equipments,20-Jul-2018,Closed,Maharashtra,1616407.52,Yes,I,Rajani Ong,,25359,0,1616407.52,246570.6
20210582,20-Jul-2018,Piramal Enterprises Ltd.,20-Jul-2018,Closed,Maharashtra,11851.92,No,I,Dipali Ghanvat,,25325,0,11851.92,1807.92
20210583,20-Jul-2018,Beckman Coulter India Pvt. Ltd.,20-Jul-2018,Closed,Maharashtra,297161.45,No,I,Puja Pawar,,25022,0,297161.45,49767.71
20210584,20-Jul-2018,Applied Materials India Pvt. Ltd.,20-Jul-2018,Closed,Maharashtra,15376.09,No,I,Supriya Govalkar,,20064,0,15376.09,1952.06
20210585,20-Jul-2018,Applied Materials India Pvt. Ltd.,20-Jul-2018,Closed,Maharashtra,15520,No,I,Supriya Govalkar,,25387,0,15520,3395
20210586,20-Jul-2018,J S Equipments,20-Jul-2018,Closed,Maharashtra,1842467.63,Yes,I,Rajani Ong,,25360,0,1842467.63,281054.36
20210587,21-Jul-2018,McNally Bharat Engineering Co. Ltd.,21-Jul-2018,Open,Maharashtra,72992.44,No,I,Nisha Patil,,,0,72992.44,11134.44
20210588,21-Jul-2018,Pragati Power Corporation Ltd.,21-Jul-2018,Open,Maharashtra,3220761.31,No,I,Rajani Kyatham,,,0,3220761.31,491302.57
20210589,23-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,23-Jul-2018,Closed,Maharashtra,49560,No,I,Swati Bhosale,,20813,0,49560,7560
20210590,23-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jul-2018,Closed,Maharashtra,75600,No,I,Swati Bhosale,,20995,0,75600,8100
20210591,23-Jul-2018,Cummins Generator Technologies India Pvt. Ltd.,23-Jul-2018,Closed,Maharashtra,28320,No,I,Husna Khan,,20902,0,28320,4320
20210592,23-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jul-2018,Closed,Maharashtra,6372,No,I,Nisha Patil,,21329,0,6372,972
20210593,24-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,24-Jul-2018,Closed,Maharashtra,660800,No,I,Dipali Ghanvat,,25697,0,660800,100800
20210594,24-Jul-2018,J S Equipments,24-Jul-2018,Closed,Maharashtra,1983554.57,No,I,Rajani Ong,,25360,0,1983554.57,302576.1
20210595,24-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,25416.02,No,I,Swati Bhosale,,20029,0,25416.02,3877.02
20210596,24-Jul-2018,Covestro India Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,10030,No,I,Sandeep Pal,,21275,0,10030,1530
20210597,24-Jul-2018,Applied Materials India Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,18829.79,No,I,Swati Bhosale,,25137,0,18829.79,2872.34
20210598,24-Jul-2018,Covestro India Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,6814.5,No,I,Sandeep Pal,,25361,0,6814.5,1039.5
20210599,24-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,12600,No,I,Aditya Andankar,,25025,0,12600,600
20210600,24-Jul-2018,J S Equipments,24-Jul-2018,Closed,Maharashtra,1616407.52,No,I,Rajani Ong,,25359,0,1616407.52,246570.6
20210601,24-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jul-2018,Open,Maharashtra,4956,No,I,Neha Mundhe,,21022,0,4956,756
20210602,24-Jul-2018,Piramal Enterprises Ltd.,24-Jul-2018,Closed,Maharashtra,35334.86,No,I,Dipali Ghanvat,,25550,0,35334.86,5390.06
20210603,24-Jul-2018,Beckman Coulter India Pvt. Ltd.,24-Jul-2018,Closed,Maharashtra,30992.57,No,I,Puja Pawar,,25175,0,30992.57,6019.04
20210604,24-Jul-2018,Piramal Enterprises Ltd.,24-Jul-2018,Closed,Maharashtra,196328.05,No,I,Dipali Ghanvat,,25542,0,196328.05,29948.35
20210605,25-Jul-2018,ZF India Pvt. Ltd.,25-Jul-2018,Closed,Maharashtra,12477.32,No,I,Pravin Shinde,,20197,0,12477.32,1903.32
20210606,25-Jul-2018,Cummins Technologies India Pvt. Ltd.,25-Jul-2018,Closed,Maharashtra,7382.2,No,I,Sarika Tanawade,,25526,0,7382.2,1126.1
20210607,25-Jul-2018,Cummins Generator Technologies India Pvt. Ltd.,25-Jul-2018,Closed,Maharashtra,30708.48,No,I,Pravin Shinde,,20996,0,30708.48,4684.36
20210608,25-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,25-Jul-2018,Open,Maharashtra,21759.2,No,I,Rajani Kyatham,,21354,0,21759.2,3319.2
20210609,26-Jul-2018,Applied Materials India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,8850,No,I,Swati Bhosale,,25162,0,8850,1350
20210610,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Open,Maharashtra,173894.74,No,I,Rajani Kyatham,,25422,0,173894.74,26526.32
20210611,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,181755.5,No,I,Rajani Kyatham,,,0,181755.5,27725.42
20210612,26-Jul-2018,Piramal Enterprises Ltd.,26-Jul-2018,Closed,Maharashtra,57969.27,No,I,Dipali Ghanvat,,25767,0,57969.27,8842.77
20210613,26-Jul-2018,Piramal Enterprises Ltd.,26-Jul-2018,Closed,Maharashtra,143665,No,I,Dipali Ghanvat,,25211,0,143665,21915
20210614,26-Jul-2018,Applied Materials India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,42609.8,No,I,Swati Bhosale,,25266,0,42609.8,6499.8
20210615,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,28352.29,No,I,Rajani Kyatham,,21117,0,28352.29,4324.92
20210616,26-Jul-2018,Vedanta Ltd. (Division # Cairn Oil and Gas),26-Jul-2018,Open,Maharashtra,2653350,No,I,Mithun Trisule,,,0,2653350,126350
20210617,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,135368.42,No,I,Nisha Patil,,20766,0,135368.42,20649.42
20210618,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,31762.45,No,I,Nisha Patil,,21486,0,31762.45,4845.12
20210619,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,11867.26,No,I,Nisha Patil,,25043,0,11867.26,1810.26
20210620,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Closed,Maharashtra,198736.78,Yes,I,Rajani Kyatham,,20271,0,198736.78,30315.78
20210621,26-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2018,Open,Maharashtra,59621.04,No,I,Rajani Kyatham,,20271,0,59621.04,9094.74
20210622,27-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,27-Jul-2018,Open,Maharashtra,85845.58,No,I,Aditya Andankar,,21108,0,85845.58,13095.1
20210623,27-Jul-2018,Beckman Coulter India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,20845.88,No,I,Puja Pawar,,21191,0,20845.88,3179.88
20210624,27-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,27-Jul-2018,Open,Maharashtra,11551.57,No,I,Rajani Kyatham,,21128,0,11551.57,1762.1
20210625,27-Jul-2018,Applied Materials India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,11287.88,No,I,Swati Bhosale,,25376,0,11287.88,1721.88
20210626,27-Jul-2018,Applied Materials India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,2407.2,No,I,Supriya Govalkar,,25167,0,2407.2,367.2
20210627,27-Jul-2018,Cummins Generator Technologies India Pvt. Ltd.,27-Jul-2018,Open,Maharashtra,24941.04,No,I,Husna Khan,,21091,0,24941.04,3804.56
20210628,27-Jul-2018,Cummins Technologies India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,3526.05,No,I,Sajida Sayyed,,25367,0,3526.05,537.88
20210629,27-Jul-2018,Piramal Enterprises Ltd.,27-Jul-2018,Closed,Maharashtra,3823.2,No,I,Puja Pawar,,25706,0,3823.2,583.2
20210630,27-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,5470.56,No,I,Sheeba Shaikh,,21276,0,5470.56,799.46
20210631,27-Jul-2018,Survival Systems India,27-Jul-2018,Closed,Maharashtra,231076.16,No,I,Sarika Tanawade,,25081,0,231076.16,24758.16
20210632,27-Jul-2018,GE Diesel Locomotive Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,10021.76,No,I,Swati Bhosale,,19254,0,10021.76,1073.76
20210633,27-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,110920,No,I,Nisha Patil,,25031,0,110920,16920
20210634,27-Jul-2018,Beckman Coulter India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,33637.21,No,I,Rahul Sonawane,,21361,0,33637.21,7358.14
20210635,27-Jul-2018,Cummins India Ltd.,27-Jul-2018,Closed,Maharashtra,4028.28,No,I,Sajida Sayyed,,21240,0,4028.28,614.48
20210636,27-Jul-2018,J S Equipments,27-Jul-2018,Closed,Maharashtra,1734085.52,No,I,Rajani Ong,,25851,0,1734085.52,264521.52
20210637,27-Jul-2018,Applied Materials India Pvt. Ltd.,27-Jul-2018,Closed,Maharashtra,37709.33,No,I,Supriya Govalkar,,21215,0,37709.33,5275.58
20210638,28-Jul-2018,ZF India Pvt. Ltd.,28-Jul-2018,Closed,Maharashtra,88343.86,No,I,Puja Pawar,,20600,0,88343.86,13476.18
20210639,30-Jul-2018,Applied Materials India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,18202.13,No,I,Swati Bhosale,,25218,0,18202.13,2776.6
20210640,30-Jul-2018,ZF India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,44800,No,I,Puja Pawar,,25084,0,44800,9800
20210641,30-Jul-2018,ZF India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,98560,No,I,Pravin Shinde,,21172,0,98560,10560
20210642,30-Jul-2018,Applied Materials India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,38193.48,No,I,Swati Bhosale,,21122,0,38193.48,5826.12
20210643,30-Jul-2018,Beckman Coulter India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,94171.87,No,I,Puja Pawar,,25529,0,94171.87,14365.2
20210644,30-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,30-Jul-2018,Closed,Maharashtra,25016,No,I,Kartik Pai,,25535,0,25016,3816
20210645,30-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,30-Jul-2018,Closed,Maharashtra,35470.8,No,I,Kartik Pai,,25538,0,35470.8,5410.8
20210646,30-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,30-Jul-2018,Closed,Maharashtra,28009.48,No,I,Rajani Kyatham,,25580,0,28009.48,4272.64
20210647,30-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,30-Jul-2018,Open,Maharashtra,43473.69,No,I,Rajani Kyatham,,25432,0,43473.69,6631.58
20210648,30-Jul-2018,Godrej and Boyce Manufacturing Co. Ltd.,30-Jul-2018,Closed,Maharashtra,134838.6,No,I,Kartik Pai,,21376,0,134838.6,20568.6
20210649,31-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,7797.44,Yes,I,Aditya Andankar,,19968,0,7797.44,1189.44
20210650,31-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,8960,No,I,Sheeba Shaikh,,21243,0,8960,960
20210651,31-Jul-2018,Applied Materials India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,6763.67,No,I,Swati Bhosale,,25768,0,6763.67,1031.75
20210652,31-Jul-2018,Applied Materials India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,24593.56,No,I,Supriya Govalkar,,25781,0,24593.56,3751.56
20210653,31-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,11453.08,No,I,Husna Khan,,25347,0,11453.08,1747.08
20210654,31-Jul-2018,Henkel Adhesive Technologies India Pvt. Ltd.,31-Jul-2018,Closed,Maharashtra,3894,No,I,Sheeba Shaikh,,25691,0,3894,594
20210655,31-Jul-2018,Piramal Enterprises Ltd.,31-Jul-2018,Closed,Maharashtra,27581.08,No,I,Puja Pawar,,25208,0,27581.08,4207.28
20210656,01-Aug-2018,Survival Systems India,01-Aug-2018,Closed,Maharashtra,28674,No,I,Sarika Tanawade,,25883,0,28674,4374
20210657,01-Aug-2018,GE India Industrial Pvt. Ltd.,01-Aug-2018,Open,Maharashtra,226798.7,No,I,Sarika Tanawade,,,0,226798.7,49612.22
20210658,01-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,01-Aug-2018,Closed,Maharashtra,111510,No,I,Neha Mundhe,,25116,0,111510,17010
20210659,01-Aug-2018,Cummins Technologies India Pvt. Ltd.,01-Aug-2018,Closed,Maharashtra,33105.02,No,I,Sajida Sayyed,,21347,0,33105.02,5049.92
20210660,02-Aug-2018,Covestro India Pvt. Ltd.,02-Aug-2018,Open,Maharashtra,242886,No,I,Kartik Pai,,21099,0,242886,44286
20210661,02-Aug-2018,Cummins Generator Technologies India Pvt. Ltd.,02-Aug-2018,Closed,Maharashtra,159890,No,I,Poonam Mohite,,20067,0,159890,24390
20210662,02-Aug-2018,Maharashtra Seamless Ltd.,02-Aug-2018,Closed,Maharashtra,3309.6,No,I,Sandeep Pal,,25301,0,3309.6,354.6
20210663,02-Aug-2018,Cummins India Ltd.,02-Aug-2018,Closed,Maharashtra,40056.48,No,I,Pravin Shinde,,21120,0,40056.48,8762.36
20210664,02-Aug-2018,J S Equipments,02-Aug-2018,Closed,Maharashtra,1225277.14,No,I,Mithun Trisule,,26005,0,1225277.14,186906.68
20210665,02-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,02-Aug-2018,Open,Maharashtra,5835.82,No,I,Husna Khan,,25283,0,5835.82,277.9
20210666,06-Aug-2018,BEL Optronic Devices Ltd.,06-Aug-2018,Closed,Maharashtra,43660.02,No,I,Pravin Shinde,,25139,0,43660.02,6660
20210667,06-Aug-2018,Cummins Technologies India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,57033.34,No,I,Sajida Sayyed,,25795,0,57033.34,8700
20210668,06-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,06-Aug-2018,Open,Maharashtra,34188.43,No,I,Rajani Kyatham,,25250,0,34188.43,2214.6
20210669,06-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,27474.35,No,I,Husna Khan,,25090,0,27474.35,4191
20210670,06-Aug-2018,Piramal Enterprises Ltd.,06-Aug-2018,Closed,Maharashtra,54048.72,No,I,Dipali Ghanvat,,25929,0,54048.72,8244.72
20210671,06-Aug-2018,Piramal Enterprises Ltd.,06-Aug-2018,Closed,Maharashtra,21749.76,No,I,Dipali Ghanvat,,25969,0,21749.76,3317.76
20210672,06-Aug-2018,Stanley Engineered Fastening India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,112135.4,No,I,Sandeep Pal,,20841,0,112135.4,17105.4
20210673,06-Aug-2018,Applied Materials India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,39384.26,No,I,Swati Bhosale,,25642,0,39384.26,6007.77
20210674,06-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,111229.86,Yes,I,Aditya Andankar,,25711,0,111229.86,16967.26
20210675,06-Aug-2018,Pratyarpana Services Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,133296.37,No,I,Dipali Ghanvat,,25049,0,133296.37,19533.42
20210676,06-Aug-2018,Stanley Engineered Fastening India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,12006.5,No,I,Sandeep Pal,,21045,0,12006.5,1831.5
20210677,06-Aug-2018,Cummins India Ltd.,06-Aug-2018,Closed,Maharashtra,62330.76,No,I,Poonam Mohite,,25530,0,62330.76,9508.06
20210678,06-Aug-2018,Cummins Generator Technologies India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,17306.67,No,I,Sajida Sayyed,,25009,0,17306.67,2640
20210679,06-Aug-2018,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),06-Aug-2018,Closed,Maharashtra,23562.36,No,I,Neha Mundhe,,19825,0,23562.36,4060.36
20210680,06-Aug-2018,Henkel Adhesive Technologies India Pvt. Ltd.,06-Aug-2018,Closed,Maharashtra,10266,No,I,Sheeba Shaikh,,25146,0,10266,1566
