Chapter,Heading,Subheading,Description,,Internal Key,Code,,,,,,,,,,,,,,
8108,20,0,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP UNWROUGHT TITANIUM  POWDERS",8108.20.00,27343,81082000,,,,,,,,,,,,,,
8108,30,0,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP WASTE AND SCRAP",8108.30.00,27344,81083000,,,,,,,,,,,,,,
8109,20,0,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP UNWROUGHT ZIRCONIUM  POWDERS",8109.20.00,27345,81092000,,,,,,,,,,,,,,
8109,30,0,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP WASTE AND SCRAP",8109.30.00,27346,81093000,,,,,,,,,,,,,,
8109,90,0,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP OTHER",8109.90.00,27347,81099000,,,,,,,,,,,,,,
8110,10,0,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP UNWROUGHT ANTIMONY  POWDERS",8110.10.00,27348,81101000,,,,,,,,,,,,,,
8110,20,0,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP WASTE AND SCRAP",8110.20.00,27349,81102000,,,,,,,,,,,,,,
8110,90,0,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP OTHER",8110.90.00,27350,81109000,,,,,,,,,,,,,,
8111,0,,"MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",8111.00.,27351,811100,,,,,,,,,,,,,,
8111,0,10,"MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:U",8111.00.10,27352,81110010,,,,,,,,,,,,,,
8111,0,20,"MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:W",8111.00.20,27353,81110020,,,,,,,,,,,,,,
8111,0,30,"MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:W",8111.00.30,27354,81110030,,,,,,,,,,,,,,
8111,0,90,"MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - MANGANESE AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:O",8111.00.90,27355,81110090,,,,,,,,,,,,,,
8112,12,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.12.00,27356,81121200,,,,,,,,,,,,,,
8112,13,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.13.00,27357,81121300,,,,,,,,,,,,,,
8112,19,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.19.00,27358,81121900,,,,,,,,,,,,,,
8112,21,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.21.00,27359,81122100,,,,,,,,,,,,,,
8112,22,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.22.00,27360,81122200,,,,,,,,,,,,,,
8112,29,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.29.00,27361,81122900,,,,,,,,,,,,,,
8112,51,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.51.00,27362,81125100,,,,,,,,,,,,,,
8112,52,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.52.00,27363,81125200,,,,,,,,,,,,,,
8112,59,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.59.00,27364,81125900,,,,,,,,,,,,,,
8112,92,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.92.00,27365,81129200,,,,,,,,,,,,,,
8112,99,0,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, AND ARTI",8112.99.00,27366,81129900,,,,,,,,,13127,,,,,
8113,0,,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",8113.00.,27367,811300,,,,,,,,,,,,,,
8113,0,10,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:UNWRO",8113.00.10,27368,81130010,,,,,,,,,,,,,,
8113,0,20,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:WASTE",8113.00.20,27369,81130020,,,,,,,,,,,,,,
8113,0,30,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:ARTIC",8113.00.30,27370,81130030,,,,,,,,,,,,,,
8113,0,90,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP - CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:OTHER",8113.00.90,27371,81130090,,,,,,,,,,,,,,
8201,10,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.10.00,27372,82011000,,,,,,,,,,,,,,
8201,30,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.30.00,27373,82013000,,,,,,,,,,,,,,
8201,40,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.40.00,27374,82014000,,,,,,,,,,,,,,
8201,50,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.50.00,27375,82015000,,,,,,,,,13306,,,,,
8201,60,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.60.00,27376,82016000,,,,,,,,,,,,,,
8201,90,0,"HAND TOOLS, THE FOLLOWING : SPADES, SHOVELS, MATTOCKS, PICKS, HOES, FORKS AND RAKES  AXES, BILL HOOKS AND SIMILAR HEWIN",8201.90.00,27377,82019000,,,,,,,,,,,,,,
8202,20,0,"HAND SAWS  BLADES FOR SAWS OF ALL KINDS (INCLUDING SLITTING, SLOTTING OR TOOTHLESS SAW BLADES)BAND SAW BLADES",8202.20.00,27378,82022000,,,,,,,,,,,,,,
8202,31,0,"HAND SAWS  BLADES FOR SAWS OF ALL KINDS (INCLUDING SLITTING, SLOTTING OR TOOTHLESS SAW BLADES)- CIRCULAR SAW BLADES (IN",8202.31.00,27379,82023100,,,,,,,,,,,,,,
8202,39,0,"HAND SAWS  BLADES FOR SAWS OF ALL KINDS (INCLUDING SLITTING, SLOTTING OR TOOTHLESS SAW BLADES)- CIRCULAR SAW BLADES (IN",8202.39.00,27380,82023900,,,,,,,,,,,,,,
8202,40,0,"HAND SAWS  BLADES FOR SAWS OF ALL KINDS (INCLUDING SLITTING, SLOTTING OR TOOTHLESS SAW BLADES)CHAIN SAW BLADES",8202.40.00,27381,82024000,,,,,,,,,13395,,,,,
8203,20,0,"FILES, RASPS, PLIERS (INCLUDING CUTTING PLIERS), PINCERS, TWEEZERS, METAL CUTTING SHEARS, PIPE- CUTTERS, BOLT CROPPERS,",8203.20.00,27382,82032000,,,,,,,,,,,,,,
8203,30,0,"FILES, RASPS, PLIERS (INCLUDING CUTTING PLIERS), PINCERS, TWEEZERS, METAL CUTTING SHEARS, PIPE- CUTTERS, BOLT CROPPERS,",8203.30.00,27383,82033000,,,,,,,,,,,,,,
8204,20,0,HAND- OPERATED SPANNERS AND WRENCHES (INCLUDING TORQUE METER WRENCHES BUT NOT INCLUDING TAP WRENCHES)  INTERCHANGEABLE ,8204.20.00,27384,82042000,,,,,,,,,,,,,,
8205,30,0,"HAND TOOLS (INCLUDING GLAZIERS DIAMONDS), NOT ELSEWHERE SPECIFIED OR INCLUDED  BLOW LAMPS  VICES  CLAMPS AND THE LIKE, ",8205.30.00,27385,82053000,,,,,,,,,,,,,,
8205,40,0,"HAND TOOLS (INCLUDING GLAZIERS DIAMONDS), NOT ELSEWHERE SPECIFIED OR INCLUDED  BLOW LAMPS  VICES  CLAMPS AND THE LIKE, ",8205.40.00,27386,82054000,,,,,,,,,,,,,,
8205,60,0,"HAND TOOLS (INCLUDING GLAZIERS DIAMONDS), NOT ELSEWHERE SPECIFIED OR INCLUDED  BLOW LAMPS  VICES  CLAMPS AND THE LIKE, ",8205.60.00,27387,82056000,,,,,,,,,,,,,,
8206,0,,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205, PUT UP IN SETS FOR RETAIL SALE",8206.00.,27388,820600,,,,,,,,,,,,,,
8206,0,90,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205, PUT UP IN SETS FOR RETAIL SALE - TOOLS OF TWO OR MORE OF THE HEADING",8206.00.90,27389,82060090,,,,,,,,,,,,,,
8207,13,0,"INTERCHANGEABLE TOOLS FOR HAND TOOLS, WHETHER OR NOT POWER- OPERATED, OR FOR MACHINE- TOOLS (FOR EXAMPLE, FOR PRESSING,",8207.13.00,27390,82071300,,,,,,,,,,,,,,
8207,19,0,"INTERCHANGEABLE TOOLS FOR HAND TOOLS, WHETHER OR NOT POWER- OPERATED, OR FOR MACHINE- TOOLS (FOR EXAMPLE, FOR PRESSING,",8207.19.00,27391,82071900,,,,,,,,,,,,,,
8207,20,0,"INTERCHANGEABLE TOOLS FOR HAND TOOLS, WHETHER OR NOT POWER- OPERATED, OR FOR MACHINE- TOOLS (FOR EXAMPLE, FOR PRESSING,",8207.20.00,27392,82072000,,,,,,,,,,,,,,
8207,30,0,"INTERCHANGEABLE TOOLS FOR HAND TOOLS, WHETHER OR NOT POWER- OPERATED, OR FOR MACHINE- TOOLS (FOR EXAMPLE, FOR PRESSING,",8207.30.00,27393,82073000,,,,,,,,,,,,,,
8207,80,0,"INTERCHANGEABLE TOOLS FOR HAND TOOLS, WHETHER OR NOT POWER- OPERATED, OR FOR MACHINE- TOOLS (FOR EXAMPLE, FOR PRESSING,",8207.80.00,27394,82078000,,,,,,,,,,,,,,
8208,20,0,"KNIVES AND CUTTING BLADES, FOR MACHINES OR FOR MECHANICAL APPLIANCES - FOR WOOD WORKING",8208.20.00,27395,82082000,,,,,,,,,,,,,,
8208,30,0,"KNIVES AND CUTTING BLADES, FOR MACHINES OR FOR MECHANICAL APPLIANCES - FOR KITCHEN APPLIANCES OR FOR MACHINES USED BY T",8208.30.00,27396,82083000,,,,,,,,,,,,,,
8208,40,0,"KNIVES AND CUTTING BLADES, FOR MACHINES OR FOR MECHANICAL APPLIANCES - FOR AGRICULTURAL, HORTICULTURAL OR FORESTRY MACH",8208.40.00,27397,82084000,,,,,,,,,,,,,,
8209,0,,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS",8209.00.,27398,820900,,,,,,,,,,,,,,
8209,0,10,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS - PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOU",8209.00.10,27399,82090010,,,,,,,,,,,,,,
8209,0,90,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS - PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOU",8209.00.90,22202,82090090,,,,,,,,,,,,,,
8210,0,0,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING 10 KG OR LESS, USED IN THE PREPARATION, CONDITIONING OR SERVING OF FOOD O",8210.00.00,27400,82100000,,,,,,,,,,,,,,
8211,10,0,"KNIVES WITH CUTTING BLADES, SERRATED OR NOT (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES OF HEADING 8208, AND BLADES T",8211.10.00,27401,82111000,,,,,,,,,,,,,,
8211,92,0,"KNIVES WITH CUTTING BLADES, SERRATED OR NOT (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES OF HEADING 8208, AND BLADES T",8211.92.00,27402,82119200,,,,,,,,,,,,,,
8211,95,0,"KNIVES WITH CUTTING BLADES, SERRATED OR NOT (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES OF HEADING 8208, AND BLADES T",8211.95.00,27403,82119500,,,,,,,,,,,,,,
8212,90,0,RAZORS AND RAZOR BLADES (INCLUDING RAZOR BLADE BLANKS IN STRIPS)OTHER PARTS,8212.90.00,27404,82129000,,,,,,,,,,,,,,
8215,20,0,"SPOONS, FORKS, LADLES, SKIMMERS, CAKE- SERVERS, FISHKNIVES, BUTTER- KNIVES, SUGAR TONGS AND SIMILAR KITCHEN OR TABLEWAR",8215.20.00,27405,82152000,,,,,,,,,,,,,,
8215,91,0,"SPOONS, FORKS, LADLES, SKIMMERS, CAKE- SERVERS, FISHKNIVES, BUTTER- KNIVES, SUGAR TONGS AND SIMILAR KITCHEN OR TABLEWAR",8215.91.00,27406,82159100,,,,,,,,,,,,,,
8301,10,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.10.00,27407,83011000,,,,,,,,,,,,,,
8301,20,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.20.00,27408,83012000,,,,,,,,,,,,,,
8301,30,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.30.00,27409,83013000,,,,,,,,,,,,,,
8301,50,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.50.00,27410,83015000,,,,,,,,,,,,,,
8301,60,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.60.00,27411,83016000,,,,,,,,,,,,,,
8301,70,0,"PADLOCKS AND LOCKS (KEY, COMBINATION OR ELECTRICALLY OPERATED), OF BASE METAL  CLASPS AND FRAMES WITH CLASPS, INCORPORA",8301.70.00,27412,83017000,,,,,,,,,,,,,,
8302,20,0,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS, STAIRCASES, WINDOWS, BLINDS, COACHWO",8302.20.00,27413,83022000,,,,,,,,,,,,,,
8302,42,0,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS, STAIRCASES, WINDOWS, BLINDS, COACHWO",8302.42.00,27414,83024200,,,,,,,,,,,,,,
8302,49,0,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS, STAIRCASES, WINDOWS, BLINDS, COACHWO",8302.49.00,27415,83024900,,,,,,,,,,,,,,
8302,50,0,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS, STAIRCASES, WINDOWS, BLINDS, COACHWO",8302.50.00,27416,83025000,,,,,,,,,,,,,,
8302,60,0,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS, STAIRCASES, WINDOWS, BLINDS, COACHWO",8302.60.00,27417,83026000,,,,,,,,,,,,,,
8303,0,0,"ARMOURED OR REINFORCED SAFES, STRONG - BOXES - AND DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG - ROOMS, CASH OR DEED BOXE",8303.00.00,27418,83030000,,,,,,,,,14692,,,,,
8304,0,0,"FILING, CABINETS, CARD - INDEX CABINETS, PAPER TRAYS, PAPER RESTS, PEN TRAYS, OFFICE-STAMP STANDS AND SIMILAR OFFICE OR",8304.00.00,27419,83040000,,,,,,,,,,,,,,
8305,10,0,"FITTINGS FOR LOOSE-LEAF BINDERS OR FILES, LETTER CLIPS, LETTER CORNERS, PAPER CLIPS, INDEXING TAGS AND SIMILAR OFFICE A",8305.10.00,27420,83051000,,,,,,,,,,,,,,
8305,20,0,"FITTINGS FOR LOOSE-LEAF BINDERS OR FILES, LETTER CLIPS, LETTER CORNERS, PAPER CLIPS, INDEXING TAGS AND SIMILAR OFFICE A",8305.20.00,27421,83052000,,,,,,,,,,,,,,
8306,10,0,"BELLS, GONGS AND THE LIKE, NON-ELECTRIC, OF BASE METAL  STATUETTES AND OTHER ORNAMENTS, OF BASE METAL  PHOTOGRAPH, PICT",8306.10.00,27422,83061000,,,,,,,,,,,,,,
8306,30,0,"BELLS, GONGS AND THE LIKE, NON-ELECTRIC, OF BASE METAL  STATUETTES AND OTHER ORNAMENTS, OF BASE METAL  PHOTOGRAPH, PICT",8306.30.00,27423,83063000,,,,,,,,,,,,,,
8307,90,0,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS OF OTHER BASE METAL",8307.90.00,27424,83079000,,,,,,,,,,,,,,
8308,20,0,"CLASPS, FRAMES WITH CLASPS, BUCKLES, BUCKLE-CLASPS, HOOKS, EYES, EYELETS AND THE LIKE, OF BASE METAL, OF A KIND USED FO",8308.20.00,27425,83082000,,,,,,,,,,,,,,
8309,10,0,"STOPPERS, CAPS AND LIDS (INCLUDING CROWN CORKS, SCREW CAPS AND POURING STOPPERS), CAPSULES FOR BOTTLES, THREADED BUNGS,",8309.10.00,27426,83091000,,,,,,,,, IGNITERS, ELECTRIC DETONATORS,3603.0.,14795,,
8310,0,,"SIGN-PLATES, NAME-PLATES, ADDRESS-PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS, OF BASE METAL, EXCLUDI",8310.00.,27427,831000,,,,,,,,,,,,,,
8310,0,10,"SIGN - PLATES, NAME - PLATES, ADDRESS - PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS, OF BASE METAL, E",8310.00.10,27428,83100010,,,,,,,,,,,,,,
8310,0,90,"SIGN - PLATES, NAME - PLATES, ADDRESS - PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS, OF BASE METAL, E",8310.00.90,27429,83100090,,,,,,,,,,,,,,
8311,10,0,"WIRE, RODS, TUBES, PLATES, ELECTRODES AND SIMILAR PRODUCTS, OF BASE METAL OR OF METAL CARBIDES, COATED OR CORED WITH FL",8311.10.00,27430,83111000,,,,,,,,,,,,,,
8311,20,0,"WIRE, RODS, TUBES, PLATES, ELECTRODES AND SIMILAR PRODUCTS, OF BASE METAL OR OF METAL CARBIDES, COATED OR CORED WITH FL",8311.20.00,27431,83112000,,,,,,,,,,,,,,
8311,90,0,"WIRE, RODS, TUBES, PLATES, ELECTRODES AND SIMILAR PRODUCTS, OF BASE METAL OR OF METAL CARBIDES, COATED OR CORED WITH FL",8311.90.00,27432,83119000,,,,,,,,,,,,,,
8401,10,0,"NUCLEAR REACTORS  FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED, FOR NUCLEAR REACTORS  MACHINERY AND APPARATUS FOR ISOTOPI",8401.10.00,27433,84011000,,,,,,,,,,,,,,
8401,20,0,"NUCLEAR REACTORS  FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED, FOR NUCLEAR REACTORS  MACHINERY AND APPARATUS FOR ISOTOPI",8401.20.00,27434,84012000,,,,,,,,,,,,,,
8401,30,0,"NUCLEAR REACTORS  FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED, FOR NUCLEAR REACTORS  MACHINERY AND APPARATUS FOR ISOTOPI",8401.30.00,27435,84013000,,,,,,,,,,,,,,
8401,40,0,"NUCLEAR REACTORS  FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED, FOR NUCLEAR REACTORS  MACHINERY AND APPARATUS FOR ISOTOPI",8401.40.00,27436,84014000,,,,,,,,,,,,,,
8402,11,0,STEAM OR OTHER VAPOUR GENERATING BOILERS (OTHER THAN CENTRAL HEATING HOT WATER BOILERS CAPABLE ALSO OF PRODUCING LOW PR,8402.11.00,27437,84021100,,,,,,,,,,,,,,
8402,12,0,STEAM OR OTHER VAPOUR GENERATING BOILERS (OTHER THAN CENTRAL HEATING HOT WATER BOILERS CAPABLE ALSO OF PRODUCING LOW PR,8402.12.00,27438,84021200,,,,,,,,, WOOD NAPHTHA, VEGETABLE PITCH, BREWERS PITCH AND SIMILAR PREPARATIONS BASED ON,3807.0.,15002,
8402,20,0,STEAM OR OTHER VAPOUR GENERATING BOILERS (OTHER THAN CENTRAL HEATING HOT WATER BOILERS CAPABLE ALSO OF PRODUCING LOW PR,8402.20.00,27439,84022000,,,,,,,,, CAPTAFOL (ISO), CHLORDANE (ISO), CHLORDIMEFORM (ISO), CHL,3808.50.,15044
8403,10,0,CENTRAL HEATING BOILERS OTHER THAN THOSE OF HEADING 8402 - BOILERS,8403.10.00,27440,84031000,,,,,,,,,,,,,,
8403,90,0,CENTRAL HEATING BOILERS OTHER THAN THOSE OF HEADING 8402 - PARTS,8403.90.00,27441,84039000,,,,,,,,,15071,,,,,
8404,10,0,"AUXILIARY PLANT FOR USE WITH BOILERS OF HEADING 8402 OR 8403 (FOR EXAMPLE, ECONOMISERS, SUPERHEATERS, SOOT REMOVERS, GA",8404.10.00,27442,84041000,,,,,,,,,,,,,,
8404,20,0,"AUXILIARY PLANT FOR USE WITH BOILERS OF HEADING 8402 OR 8403 (FOR EXAMPLE, ECONOMISERS, SUPERHEATERS, SOOT REMOVERS, GA",8404.20.00,27443,84042000,,,,,,,,,,,,,,
8404,90,0,"AUXILIARY PLANT FOR USE WITH BOILERS OF HEADING 8402 OR 8403 (FOR EXAMPLE, ECONOMISERS, SUPERHEATERS, SOOT REMOVERS, GA",8404.90.00,27444,84049000,,,,,,,,,,,,,,
8405,90,0,"PRODUCER GAS OR WATER GAS GENERATORS, WITH OR WITHOUT THEIR PURIFIERS  ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCE",8405.90.00,27445,84059000,,,,,,,,,,,,,,
8406,10,0,STEAM TURBINES AND OTHER VAPOUR TURBINES TURBINES FOR MARINE PROPULSION,8406.10.00,27446,84061000,,,,,,,,,,,,,,
8406,81,0,STEAM TURBINES AND OTHER VAPOUR TURBINES - OTHER TURBINES: OF AN OUTPUT EXCEEDING 40 MW,8406.81.00,27447,84068100,,,,,,,,,,,,,,
8406,82,0,STEAM TURBINES AND OTHER VAPOUR TURBINES - OTHER TURBINES: OF AN OUTPUT NOT EXCEEDING 40 MW,8406.82.00,27448,84068200,,,,,,,,,,,,,,
8406,90,0,STEAM TURBINES AND OTHER VAPOUR TURBINES - PARTS,8406.90.00,27449,84069000,,,,,,,,,,,,,,
8407,10,0,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AIRCRAFT ENGINES,8407.10.00,27450,84071000,,,,,,,,,,,,,,
8407,21,0,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES - MARINE PROPULSION ENGINES: OUTBOARD MOTORS,8407.21.00,27451,84072100,,,,,,,,,,,,,,
8407,29,0,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES - MARINE PROPULSION ENGINES: OTHER,8407.29.00,27452,84072900,,,,,,,,,,,,,,
8409,10,0,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE ENGINES OF HEADING 8407 OR 8408 FOR AIRCRAFT ENGINES,8409.10.00,27453,84091000,,,,,,,,,,,,,,
8410,11,0,"HYDRAULIC TURBINES, WATER WHEELS, AND REGULATORS THEREFOR - HYDRAULIC TURBINES AND WATER WHEELS : OF A POWER NOT EXCEED",8410.11.00,27454,84101100,,,,,,,,,,,,,,
8410,90,0,"HYDRAULIC TURBINES, WATER WHEELS, AND REGULATORS THEREFOR - PARTS, INCLUDING REGULATORS",8410.90.00,27455,84109000,,,,,,,,,,,,,,
8411,11,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - TURBO-JETS: OF A THRUST NOT EXCEEDING 25KN",8411.11.00,27456,84111100,,,,,,,,,,,,,,
8411,12,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - TURBO-JETS: OF A THRUST EXCEEDING 25 KN",8411.12.00,27457,84111200,,,,,,,,,,,,,,
8411,21,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - TURBO-PROPELLERS: OF A POWER NOT EXCEEDING 1,100 KW",8411.21.00,27458,84112100,,,,,,,,,,,,,,
8411,22,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - TURBO-PROPELLERS: OF A POWER EXCEEDING 1,100 KW",8411.22.00,27459,84112200,,,,,,,,,,,,,,
8411,81,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - OTHER GAS TURBINES: OF A POWER NOT EXCEEDING 5,000 KW",8411.81.00,27460,84118100,,,,,,,,,,,,,,
8411,91,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - PARTS: OF TURBO-JETS OR TURBO-PROPELLERS",8411.91.00,27461,84119100,,,,,,,,,,,,,,
8411,99,0,"TURBO-JETS, TURBO-PROPELLERS AND OTHER GAS TURBINES - PARTS: OTHER",8411.99.00,27462,84119900,,,,,,,,,,,,,,
8412,10,0,OTHER ENGINES AND MOTORS REACTION ENGINES OTHER THAN TURBO JETS,8412.10.00,22430,84121000,,,,,,,,,,,,,,
8412,31,0,OTHER ENGINES AND MOTORS - PNEUMATIC POWER ENGINES AND MOTORS: LINEAR ACTING (CYLINDERS),8412.31.00,27463,84123100,,,,,,,,,,,,,,
8412,39,0,OTHER ENGINES AND MOTORS - PNEUMATIC POWER ENGINES AND MOTORS: OTHER,8412.39.00,27464,84123900,,,,,,,,,,,,,,
